mission,filter,tile_id,path,file_format,naxis1,naxis2,pixscale_mas,ra_min,ra_max,dec_min,dec_max,corners_ra,corners_dec,coverage_mask_path,n_pix_total,n_pix_observed,n_pix_after_erosion
Euclid,NIR-J,TILE101541374,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101541374-20885F_20250517T064454.552281Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.1594185885716,149.44287717735926,1.6083564820336467,1.8916605958492612,"[149.44285576988534, 149.15944000024385, 149.1594185885716, 149.44287717735926]","[1.6083564839619306, 1.6083564820336467, 1.8916605935810944, 1.8916605958492612]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101541374.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101541375,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101541375-4AC80A_20250517T070944.909643Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.40950428667162,149.69296287545927,1.6083564820336467,1.8916605958492612,"[149.69294146798535, 149.40952569834386, 149.40950428667162, 149.69296287545927]","[1.6083564839619306, 1.6083564820336467, 1.8916605935810944, 1.8916605958492612]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101541375.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101541376,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101541376-22781F_20250516T200618.385408Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.6595899847716,149.94304857355925,1.6083564820336467,1.8916605958492612,"[149.94302716608533, 149.65961139644384, 149.6595899847716, 149.94304857355925]","[1.6083564839619306, 1.6083564820336467, 1.8916605935810944, 1.8916605958492612]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101541376.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101541377,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101541377-9407C_20250807T205624.469886Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.9096756828716,150.19313427165926,1.6083564820336467,1.8916605958492612,"[150.19311286418534, 149.90969709454384, 149.9096756828716, 150.19313427165926]","[1.6083564839619306, 1.6083564820336467, 1.8916605935810944, 1.8916605958492612]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101541377.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101541378,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101541378-D222D4_20250809T130036.314933Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.1597613810716,150.44321996985926,1.6083564820336467,1.8916605958492612,"[150.44319856238533, 150.15978279274384, 150.1597613810716, 150.44321996985926]","[1.6083564839619306, 1.6083564820336467, 1.8916605935810944, 1.8916605958492612]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101541378.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101541379,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101541379-278153_20250515T224639.089876Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.4098470791716,150.69330566795927,1.6083564820336467,1.8916605958492612,"[150.69328426048534, 150.40986849084385, 150.4098470791716, 150.69330566795927]","[1.6083564839619306, 1.6083564820336467, 1.8916605935810944, 1.8916605958492612]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101541379.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101541380,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101541380-F23A67_20250516T003703.237088Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.65993277727162,150.94339136605927,1.6083564820336467,1.8916605958492612,"[150.94336995858535, 150.65995418894386, 150.65993277727162, 150.94339136605927]","[1.6083564839619306, 1.6083564820336467, 1.8916605935810944, 1.8916605958492612]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101541380.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101542814,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101542814-6379DA_20250517T033615.923087Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.1778790802335,149.46138122322697,1.8583557171529748,2.1416598310209465,"[149.4613567517169, 149.1779035565428, 149.1778790802335, 149.46138122322697]","[1.8583557193811806, 1.8583557171529748, 2.14165982845276, 2.1416598310209465]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101542814.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101542815,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101542815-CF368C_20250809T143454.519838Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.42799573693352,149.71149787992698,1.8583557171529748,2.1416598310209465,"[149.7114734084169, 149.4280202132428, 149.42799573693352, 149.71149787992698]","[1.8583557193811806, 1.8583557171529748, 2.14165982845276, 2.1416598310209465]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101542815.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101542816,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101542816-C3C394_20250808T170410.723132Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.6781123936335,149.96161453662697,1.8583557171529748,2.1416598310209465,"[149.9615900651169, 149.6781368699428, 149.6781123936335, 149.96161453662697]","[1.8583557193811806, 1.8583557171529748, 2.14165982845276, 2.1416598310209465]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101542816.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101542817,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101542817-69AA1A_20250808T171744.105776Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.9282290503335,150.21173119332695,1.8583557171529748,2.1416598310209465,"[150.21170672181688, 149.92825352664278, 149.9282290503335, 150.21173119332695]","[1.8583557193811806, 1.8583557171529748, 2.14165982845276, 2.1416598310209465]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101542817.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101542818,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101542818-AC3AAC_20250808T152703.865550Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.17834570703351,150.46184785002697,1.8583557171529748,2.1416598310209465,"[150.4618233785169, 150.1783701833428, 150.17834570703351, 150.46184785002697]","[1.8583557193811806, 1.8583557171529748, 2.14165982845276, 2.1416598310209465]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101542818.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101542819,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101542819-946A4_20250809T132702.059050Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.4284623637335,150.71196450672696,1.8583557171529748,2.1416598310209465,"[150.71194003521688, 150.42848684004278, 150.4284623637335, 150.71196450672696]","[1.8583557193811806, 1.8583557171529748, 2.14165982845276, 2.1416598310209465]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101542819.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101542820,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101542820-2BAFA_20250517T143748.745367Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.67857902043352,150.96208116342697,1.8583557171529748,2.1416598310209465,"[150.9620566919169, 150.6786034967428, 150.67857902043352, 150.96208116342697]","[1.8583557193811806, 1.8583557171529748, 2.14165982845276, 2.1416598310209465]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101542820.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101544254,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101544254-D34444_20250517T001400.223138Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.19918503083085,149.48273614062856,2.1083549520557,2.3916590659429904,"[149.48270860274937, 149.1992125741106, 149.19918503083085, 149.48273614062856]","[2.108354954583914, 2.1083549520557, 2.3916590630746875, 2.3916590659429904]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101544254.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101544255,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101544255-A7FDBC_20250808T075959.965258Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.44933741693083,149.73288852672854,2.1083549520557,2.3916590659429904,"[149.73286098884935, 149.44936496021057, 149.44933741693083, 149.73288852672854]","[2.108354954583914, 2.1083549520557, 2.3916590630746875, 2.3916590659429904]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101544255.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101544256,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101544256-F452A3_20250808T170528.020449Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.69948980293086,149.98304091272857,2.1083549520557,2.3916590659429904,"[149.98301337484938, 149.6995173462106, 149.69948980293086, 149.98304091272857]","[2.108354954583914, 2.1083549520557, 2.3916590630746875, 2.3916590659429904]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101544256.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101544257,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101544257-7649E8_20250808T185150.836917Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.94964218903084,150.23319329882855,2.1083549520557,2.3916590659429904,"[150.23316576094936, 149.94966973231058, 149.94964218903084, 150.23319329882855]","[2.108354954583914, 2.1083549520557, 2.3916590630746875, 2.3916590659429904]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101544257.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101544258,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101544258-C6E782_20250808T113429.394734Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.19979457513085,150.48334568492857,2.1083549520557,2.3916590659429904,"[150.48331814704937, 150.1998221184106, 150.19979457513085, 150.48334568492857]","[2.108354954583914, 2.1083549520557, 2.3916590630746875, 2.3916590659429904]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101544258.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101544259,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101544259-547D7C_20250809T162405.507034Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.44994696123084,150.73349807102855,2.1083549520557,2.3916590659429904,"[150.73347053314936, 150.44997450451058, 150.44994696123084, 150.73349807102855]","[2.108354954583914, 2.1083549520557, 2.3916590630746875, 2.3916590659429904]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101544259.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101544260,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101544260-F9D06B_20250517T224806.161319Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.70009934723083,150.98365045702855,2.1083549520557,2.3916590659429904,"[150.98362291914935, 150.70012689051057, 150.70009934723083, 150.98365045702855]","[2.108354954583914, 2.1083549520557, 2.3916590630746875, 2.3916590659429904]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101544260.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101545694,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101545694-120297_20250517T234344.087973Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.2233384710283,149.50694396489888,2.3583541867125977,2.6416583005861387,"[149.50691335802424, 149.2233690839054, 149.2233384710283, 149.50694396489888]","[2.358354189540916, 2.3583541867125977, 2.641658297417609, 2.6416583005861387]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101545694.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101545695,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101545695-5C92BB_20250808T005302.033553Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.4735313606283,149.75713685449887,2.3583541867125977,2.6416583005861387,"[149.75710624762422, 149.47356197350538, 149.4735313606283, 149.75713685449887]","[2.358354189540916, 2.3583541867125977, 2.641658297417609, 2.6416583005861387]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101545695.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101545696,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101545696-51A486_20250808T121715.399544Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.7237242503283,150.00732974419887,2.3583541867125977,2.6416583005861387,"[150.00729913732422, 149.7237548632054, 149.7237242503283, 150.00732974419887]","[2.358354189540916, 2.3583541867125977, 2.641658297417609, 2.6416583005861387]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101545696.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101545697,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101545697-27FD8_20250808T142027.742118Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.9739171399283,150.25752263379886,2.3583541867125977,2.6416583005861387,"[150.2574920269242, 149.97394775280537, 149.9739171399283, 150.25752263379886]","[2.358354189540916, 2.3583541867125977, 2.641658297417609, 2.6416583005861387]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101545697.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101545698,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101545698-FF21C5_20250808T112115.085723Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.2241100296283,150.50771552349886,2.3583541867125977,2.6416583005861387,"[150.5076849166242, 150.22414064250538, 150.2241100296283, 150.50771552349886]","[2.358354189540916, 2.3583541867125977, 2.641658297417609, 2.6416583005861387]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101545698.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101545699,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101545699-A0C412_20250808T100316.809665Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.4743029193283,150.75790841319886,2.3583541867125977,2.6416583005861387,"[150.75787780632422, 150.47433353220538, 150.4743029193283, 150.75790841319886]","[2.358354189540916, 2.3583541867125977, 2.641658297417609, 2.6416583005861387]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101545699.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101545700,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101545700-A6EE49_20250515T213113.591849Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.7244958089283,151.00810130279888,2.3583541867125977,2.6416583005861387,"[151.00807069592423, 150.7245264218054, 150.7244958089283, 151.00810130279888]","[2.358354189540916, 2.3583541867125977, 2.641658297417609, 2.6416583005861387]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101545700.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101545701,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101545701-95BA0E_20250515T182840.295739Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.9746886986283,151.25829419249888,2.3583541867125977,2.6416583005861387,"[151.25826358562423, 150.9747193115054, 150.9746886986283, 151.25829419249888]","[2.358354189540916, 2.3583541867125977, 2.641658297417609, 2.6416583005861387]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101545701.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101547133,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101547133-D8FBF3_20250515T202839.418803Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.2503417039311,149.53400700433218,2.608353421094355,2.8916575349210403,"[149.5339733255418, 149.25037538932636, 149.2503417039311, 149.53400700433218]","[2.608353424222884, 2.608353421094355, 2.8916575314521618, 2.8916575349210403]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101547133.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101547134,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101547134-5EA8A1_20250807T202116.002208Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.5005798752311,149.78424517563218,2.608353421094355,2.8916575349210403,"[149.7842114968418, 149.50061356062636, 149.5005798752311, 149.78424517563218]","[2.608353424222884, 2.608353421094355, 2.8916575314521618, 2.8916575349210403]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101547134.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101547135,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101547135-F036FE_20250808T101844.438163Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.7508180465311,150.03448334693218,2.608353421094355,2.8916575349210403,"[150.0344496681418, 149.75085173192636, 149.7508180465311, 150.03448334693218]","[2.608353424222884, 2.608353421094355, 2.8916575314521618, 2.8916575349210403]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101547135.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101547136,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101547136-DE3C33_20250808T123255.011206Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.0010562178311,150.28472151823217,2.608353421094355,2.8916575349210403,"[150.2846878394418, 150.00108990322636, 150.0010562178311, 150.28472151823217]","[2.608353424222884, 2.608353421094355, 2.8916575314521618, 2.8916575349210403]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101547136.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101547137,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101547137-87D337_20250808T080350.901666Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.25129438913112,150.5349596895322,2.608353421094355,2.8916575349210403,"[150.53492601074183, 150.25132807452638, 150.25129438913112, 150.5349596895322]","[2.608353424222884, 2.608353421094355, 2.8916575314521618, 2.8916575349210403]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101547137.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101547138,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101547138-CF674D_20250809T152321.726551Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.50153256043112,150.7851978608322,2.608353421094355,2.8916575349210403,"[150.78516418204183, 150.50156624582638, 150.50153256043112, 150.7851978608322]","[2.608353424222884, 2.608353421094355, 2.8916575314521618, 2.8916575349210403]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101547138.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101547139,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101547139-A4AF0C_20250515T213359.200906Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.7517707317311,151.0354360321322,2.608353421094355,2.8916575349210403,"[151.03540235334182, 150.75180441712638, 150.7517707317311, 151.0354360321322]","[2.608353424222884, 2.608353421094355, 2.8916575314521618, 2.8916575349210403]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101547139.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101547140,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101547140-4FDB3A_20250515T185722.943379Z_00.00.fits,single_hdu,10200,10200,100.000000000008,151.0020089030311,151.2856742034322,2.608353421094355,2.8916575349210403,"[151.28564052464182, 151.00204258842638, 151.0020089030311, 151.2856742034322]","[2.608353424222884, 2.608353421094355, 2.8916575314521618, 2.8916575349210403]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101547140.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101548572,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101548572-FC929A_20250515T185052.636641Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.28019730548436,149.5639278405828,2.8583526551717044,3.1416567689183865,"[149.56389108666178, 149.28023406661336, 149.28019730548436, 149.5639278405828]","[2.8583526586005643, 2.8583526551717044, 3.141656765149028, 3.1416567689183865]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101548572.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101548573,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101548573-C0E1C6_20250515T212759.073379Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.53048554078438,149.81421607588283,2.8583526551717044,3.1416567689183865,"[149.8141793219618, 149.53052230191338, 149.53048554078438, 149.81421607588283]","[2.8583526586005643, 2.8583526551717044, 3.141656765149028, 3.1416567689183865]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101548573.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101548574,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101548574-67A3C5_20250807T205951.337432Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.78077377618436,150.0645043112828,2.8583526551717044,3.1416567689183865,"[150.06446755736178, 149.78081053731336, 149.78077377618436, 150.0645043112828]","[2.8583526586005643, 2.8583526551717044, 3.141656765149028, 3.1416567689183865]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101548574.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101548575,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101548575-881C8E_20250515T230125.605269Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.03106201148438,150.31479254658282,2.8583526551717044,3.1416567689183865,"[150.3147557926618, 150.03109877261338, 150.03106201148438, 150.31479254658282]","[2.8583526586005643, 2.8583526551717044, 3.141656765149028, 3.1416567689183865]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101548575.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101548576,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101548576-4B93C7_20250516T002327.491228Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.28135024678437,150.5650807818828,2.8583526551717044,3.1416567689183865,"[150.5650440279618, 150.28138700791337, 150.28135024678437, 150.5650807818828]","[2.8583526586005643, 2.8583526551717044, 3.141656765149028, 3.1416567689183865]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101548576.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101548577,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101548577-1D67F2_20250515T200540.128957Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.53163848208436,150.8153690171828,2.8583526551717044,3.1416567689183865,"[150.81533226326178, 150.53167524321336, 150.53163848208436, 150.8153690171828]","[2.8583526586005643, 2.8583526551717044, 3.141656765149028, 3.1416567689183865]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101548577.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101548578,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101548578-A43CEB_20250515T190819.252219Z_00.00.fits,single_hdu,10200,10200,100.000000000008,150.78192671738438,151.06565725248282,2.8583526551717044,3.1416567689183865,"[151.0656204985618, 150.78196347851338, 150.78192671738438, 151.06565725248282]","[2.8583526586005643, 2.8583526551717044, 3.141656765149028, 3.1416567689183865]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101548578.fits.gz,104040000,103632400,103632400
Euclid,NIR-J,TILE101550012,/Volumes/exdisk1/data/Euclid/COSMOS_DR1/EUC_MER_BGSUB-MOSAIC-NIR-J_TILE101550012-8993D6_20250515T202656.912358Z_00.00.fits,single_hdu,10200,10200,100.000000000008,149.5632512114724,149.84705241566584,3.108351888915243,3.3916560025487295,"[149.84701258310378, 149.56329105184616, 149.5632512114724, 149.84705241566584]","[3.1083518926445657, 3.108351888915243, 3.3916559984787464, 3.3916560025487295]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/Euclid_NIR-J_TILE101550012.fits.gz,104040000,103632400,103632400
