mission,filter,tile_id,path,file_format,naxis1,naxis2,pixscale_mas,ra_min,ra_max,dec_min,dec_max,corners_ra,corners_dec,coverage_mask_path,n_pix_total,n_pix_observed,n_pix_after_erosion
HST,F814W,A10,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2023apr_30mas_tile_A10_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.99999999999975,150.19627860994615,150.4177403374616,1.7077106650773648,1.95748401478021,"[150.34667870604716, 150.19627860994615, 150.26732441566188, 150.4177403374616]","[1.7077106650773648, 1.7624394946356927, 1.95748401478021, 1.9027453511530932]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_A10.fits.gz,478272000,478270331,477242763
HST,F814W,A1,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2023apr_30mas_tile_A1_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.99999999999975,149.7198684312791,149.94133840710182,2.0856668828091376,2.3354251206511734,"[149.87032051647407, 149.7198684312791, 149.79086738186626, 149.94133840710182]","[2.0856668828091376, 2.140355138120514, 2.3354251206511734, 2.2807319534632136]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_A1.fits.gz,478272000,478263575,477154379
HST,F814W,A2,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2023apr_30mas_tile_A2_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.99999999999975,149.85543939696583,150.07691879661863,2.036374703540957,2.2861424971185635,"[150.00588468003608, 149.85543939696583, 149.92645545793923, 150.07691879661863]","[2.036374703540957, 2.0910768806788473, 2.2861424971185635, 2.231434196106571]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_A2.fits.gz,478272000,478261120,477130489
HST,F814W,A3,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2023apr_30mas_tile_A3_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.99999999999975,149.99100431662018,150.2124906588673,1.9870709292881175,2.2368461872506997,"[150.14144111372102, 149.99100431662018, 150.0620366910527, 150.2124906588673]","[1.9870709292881175, 2.041786029033335, 2.2368461872506997, 2.1821237519437626]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_A3.fits.gz,478272000,478203874,476964349
HST,F814W,A4,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2023apr_30mas_tile_A4_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.99999999999975,150.12656167292266,150.34805247673683,1.9377564610672233,2.1875370916742938,"[150.27698830077932, 150.12656167292266, 150.1976095634662, 150.34805247673683]","[1.9377564610672233, 1.9924834835344567, 2.1875370916742938, 2.13280152232863]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_A4.fits.gz,478272000,478260476,477163315
HST,F814W,A5,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2023apr_30mas_tile_A5_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.99999999999975,150.2621099490618,150.4836027337908,1.8884322004081768,2.13821611167579,"[150.4125247250824, 150.2621099490618, 150.33317255800088, 150.4836027337908]","[1.8884322004081768, 1.9431701451374568, 2.13821611167579, 2.083468409183219]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_A5.fits.gz,478272000,478266232,477203008
HST,F814W,A6,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2023apr_30mas_tile_A6_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.99999999999975,149.65409755274575,149.87553166071146,1.9049183391366178,2.1546707802954272,"[149.80453167974835, 149.65409755274575, 149.72507817000968, 149.87553166071146]","[1.9049183391366178, 1.9596019698471507, 2.1546707802954272, 2.0999821617287893]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_A6.fits.gz,478272000,478268135,477163866
HST,F814W,A7,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2023apr_30mas_tile_A7_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.99999999999975,149.78965229601744,150.01109702908423,1.8556313946327687,2.1053921999280165,"[149.9400804398324, 149.78965229601744, 149.8606504053908, 150.01109702908423]","[1.8556313946327687, 1.910327824030328, 2.1053921999280165, 2.0506895705852553]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_A7.fits.gz,478272000,478249304,477165310
HST,F814W,A8,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2023apr_30mas_tile_A8_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.99999999999975,149.92520173116802,150.14665460908068,1.806333866912358,2.0561009452042205,"[150.07562220840816, 149.92520173116802, 149.99621653627545, 150.14665460908068]","[1.806333866912358, 1.8610420960713685, 2.0561009452042205, 2.0013853043275294]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_A8.fits.gz,478272000,478269188,477211567
HST,F814W,A9,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2023apr_30mas_tile_A9_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.99999999999975,150.060744341293,150.28220288392387,1.7570266566736685,2.0067979164950267,"[150.2111554690859, 150.060744341293, 150.13177504531228, 150.28220288392387]","[1.7570266566736685, 1.8117456860590093, 2.0067979164950267, 1.9520702639971712]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_A9.fits.gz,478272000,478270467,477229461
HST,F814W,B10,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2024jan_30mas_tile_B10_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.999999999999716,150.3279568649288,150.5494801299735,2.069155317459643,2.3189450653277492,"[150.4783859262129, 150.3279568649288, 150.3990360952696, 150.5494801299735]","[2.069155317459643, 2.1239023066648293, 2.3189450653277492, 2.2641883949533477]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_B10.fits.gz,478272000,477195104,477195104
HST,F814W,B1,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2024jan_30mas_tile_B1_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.999999999999716,149.851461004901,150.07300099610117,2.44716363899613,2.6969192958678105,"[150.00194782839066, 149.851461004901, 149.9224960813056, 150.07300099610117]","[2.44716363899613, 2.501860932377267, 2.6969192958678105, 2.6422172422785875]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_B1.fits.gz,478272000,477143589,477143589
HST,F814W,B2,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2024jan_30mas_tile_B2_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.999999999999716,149.98706335393913,150.2086103635022,2.3978611807643104,2.6476287759604964,"[150.13754173574335, 149.98706335393913, 150.0581147760042, 150.2086103635022]","[2.3978611807643104, 2.452574641917741, 2.6476287759604964, 2.5929093430734853]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_B2.fits.gz,478272000,476995477,476995477
HST,F814W,B3,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2024jan_30mas_tile_B3_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.999999999999716,150.12265817959866,150.34420972444414,2.3485451042941063,2.5983225463216413,"[150.27312643503734, 150.12265817959866, 150.19372514933033, 150.34420972444414]","[2.3485451042941063, 2.4032737334320387, 2.5983225463216413, 2.5435867342211065]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_B3.fits.gz,478272000,476975686,476975686
HST,F814W,B4,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2024jan_30mas_tile_B4_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.999999999999716,150.25824396380185,150.47979756122,2.29921631122194,2.5490015080726183,"[150.4087004088753, 150.25824396380185, 150.32932568283704, 150.47979756122]","[2.29921631122194, 2.353959107777473, 2.5490015080726183, 2.494250317682925]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_B4.fits.gz,478272000,477266816,477266816
HST,F814W,B5,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2024jan_30mas_tile_B5_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.999999999999716,150.39381918907853,150.6153723568971,2.2498757037992574,2.49966656309637,"[150.54426214058037, 150.39381918907853, 150.46491485873852, 150.6153723568971]","[2.2498757037992574, 2.3046316665178566, 2.49966656309637, 2.444900996090326]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_B5.fits.gz,478272000,477210703,477210703
HST,F814W,B6,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2024jan_30mas_tile_B6_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.999999999999716,149.78565630431362,150.00716157478698,2.266416753739555,2.5161760634349686,"[149.93612595515094, 149.78565630431362, 149.85667340804227, 150.00716157478698]","[2.266416753739555, 2.3211095632446415, 2.5161760634349686, 2.461478417936237]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_B6.fits.gz,478272000,477144905,477144905
HST,F814W,B7,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2024jan_30mas_tile_B7_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.999999999999716,149.92124313872156,150.14275663077282,2.217119403227312,2.4668894600843254,"[150.07170516793067, 149.92124313872156, 149.99227697068486, 150.14275663077282]","[2.217119403227312, 2.2718272576170837, 2.4668894600843254, 2.412175557891261]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_B7.fits.gz,478272000,476816076,476816076
HST,F814W,B8,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2024jan_30mas_tile_B8_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.999999999999716,150.05682318867414,150.27834242012577,2.1678094460296733,2.4175881585798993,"[150.20727591197942, 150.05682318867414, 150.12787295140552, 150.27834242012577]","[2.1678094460296733, 2.2225313457975324, 2.4175881585798993, 2.362858999502295]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_B8.fits.gz,478272000,476927625,476927625
HST,F814W,B9,/Volumes/exdisk1/data/HST/COSMOS_ACS2005/mosaic_cosmos_web_2024jan_30mas_tile_B9_hst_acs_wfc_f814w_drz.fits,separate_sci_wht_err,19200,24910,29.999999999999716,150.19239493646083,150.41391742542487,2.1184877834759575,2.368273059798538,"[150.34283667021174, 150.19239493646083, 150.26345983209853, 150.41391742542487]","[2.1184877834759575, 2.1732227283926657, 2.368273059798538, 2.3135296444298015]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/HST_F814W_B9.fits.gz,478272000,477186584,477186584
JWST,F115W,A1,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_A1_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.7198684312791,149.94133840710182,2.0856668828091385,2.3354251206511734,"[149.87032051647407, 149.7198684312791, 149.79086738186626, 149.94133840710182]","[2.0856668828091385, 2.140355138120515, 2.3354251206511734, 2.280731953463213]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_A1.fits.gz,478272000,461201833,461201833
JWST,F115W,A3,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_A3_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.99100431662018,150.2124906588673,1.9870709292881175,2.2368461872506997,"[150.14144111372102, 149.99100431662018, 150.0620366910527, 150.2124906588673]","[1.9870709292881175, 2.0417860290333354, 2.2368461872506997, 2.1821237519437626]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_A3.fits.gz,478272000,477225746,477225746
JWST,F115W,A4,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_A4_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.12656167292266,150.34805247673683,1.9377564610672238,2.1875370916742938,"[150.27698830077932, 150.12656167292266, 150.1976095634662, 150.34805247673683]","[1.9377564610672238, 1.9924834835344567, 2.1875370916742938, 2.13280152232863]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_A4.fits.gz,478272000,476965418,476965418
JWST,F115W,A5,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_A5_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.2621099490618,150.4836027337908,1.8884322004081782,2.13821611167579,"[150.4125247250824, 150.2621099490618, 150.33317255800088, 150.4836027337908]","[1.8884322004081782, 1.9431701451374574, 2.13821611167579, 2.083468409183219]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_A5.fits.gz,478272000,360228068,360228068
JWST,F115W,A6,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_A6_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.65409755274575,149.87553166071146,1.904918339136619,2.1546707802954277,"[149.80453167974835, 149.65409755274575, 149.72507817000968, 149.87553166071146]","[1.904918339136619, 1.959601969847152, 2.1546707802954277, 2.09998216172879]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_A6.fits.gz,478272000,446843309,446843309
JWST,F115W,A7,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_A7_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.78965229601744,150.01109702908423,1.8556313946327687,2.105392199928017,"[149.9400804398324, 149.78965229601744, 149.8606504053908, 150.01109702908423]","[1.8556313946327687, 1.910327824030329, 2.105392199928017, 2.0506895705852557]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_A7.fits.gz,478272000,462513445,462513445
JWST,F115W,A8,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_A8_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.92520173116802,150.14665460908068,1.806333866912358,2.0561009452042205,"[150.07562220840816, 149.92520173116802, 149.99621653627545, 150.14665460908068]","[1.806333866912358, 1.8610420960713687, 2.0561009452042205, 2.0013853043275294]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_A8.fits.gz,478272000,462865983,462865983
JWST,F115W,A9,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_A9_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.060744341293,150.28220288392387,1.7570266566736688,2.0067979164950267,"[150.2111554690859, 150.060744341293, 150.13177504531228, 150.28220288392387]","[1.7570266566736688, 1.8117456860590093, 2.0067979164950267, 1.952070263997172]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_A9.fits.gz,478272000,462825005,462825005
JWST,F115W,B10,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_B10_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.3279568649288,150.5494801299735,2.069155317459642,2.3189450653277466,"[150.4783859262129, 150.3279568649288, 150.3990360952696, 150.5494801299735]","[2.069155317459642, 2.123902306664829, 2.3189450653277466, 2.2641883949533446]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_B10.fits.gz,478272000,358672511,358672511
JWST,F115W,B1,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_B1_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.851461004901,150.07300099610117,2.44716363899613,2.6969192958678105,"[150.00194782839066, 149.851461004901, 149.9224960813056, 150.07300099610117]","[2.44716363899613, 2.501860932377267, 2.6969192958678105, 2.6422172422785875]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_B1.fits.gz,478272000,449573530,449573530
JWST,F115W,B2,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_B2_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.98706335393913,150.2086103635022,2.3978611807643104,2.6476287759604964,"[150.13754173574335, 149.98706335393913, 150.0581147760042, 150.2086103635022]","[2.3978611807643104, 2.452574641917741, 2.6476287759604964, 2.592909343073485]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_B2.fits.gz,478272000,466749766,466749766
JWST,F115W,B3,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_B3_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.12265817959866,150.34420972444414,2.3485451042941046,2.598322546321641,"[150.27312643503734, 150.12265817959866, 150.19372514933036, 150.34420972444414]","[2.3485451042941046, 2.4032737334320387, 2.598322546321641, 2.5435867342211047]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_B3.fits.gz,478272000,466187924,466187924
JWST,F115W,B5,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_B5_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.39381918907853,150.6153723568971,2.249875703799257,2.499666563096367,"[150.5442621405804, 150.39381918907853, 150.46491485873855, 150.6153723568971]","[2.249875703799257, 2.3046316665178543, 2.499666563096367, 2.4449009960903205]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_B5.fits.gz,478272000,352648394,352648394
JWST,F115W,B7,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_B7_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.92124313872156,150.14275663077282,2.2171194032273127,2.466889460084325,"[150.07170516793067, 149.92124313872156, 149.99227697068486, 150.14275663077282]","[2.2171194032273127, 2.271827257617084, 2.466889460084325, 2.412175557891261]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_B7.fits.gz,478272000,476354042,476354042
JWST,F115W,B8,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_B8_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.05682318867414,150.2783424201258,2.167809446029673,2.4175881585798864,"[150.20727591197942, 150.05682318867414, 150.12787295140552, 150.2783424201258]","[2.167809446029673, 2.2225313457975324, 2.4175881585798864, 2.3628589995022926]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_B8.fits.gz,478272000,476699093,476699093
JWST,F115W,B9,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f115w_COSMOS-Web_30mas_B9_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.19239493646083,150.41391742542487,2.118487783475957,2.3682730597985366,"[150.34283667021174, 150.19239493646083, 150.26345983209853, 150.41391742542487]","[2.118487783475957, 2.1732227283926653, 2.3682730597985366, 2.313529644429799]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F115W_B9.fits.gz,478272000,475142507,475142507
JWST,F150W,A10,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_A10_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.19627860994618,150.4177403374616,1.7077106650773655,1.9574840147801997,"[150.34667870604716, 150.19627860994618, 150.26732441566188, 150.4177403374616]","[1.7077106650773655, 1.7624394946356927, 1.9574840147801997, 1.9027453511530938]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_A10.fits.gz,478272000,349944441,349944441
JWST,F150W,A1,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_A1_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.7198684312791,149.94133840710182,2.0856668828091385,2.3354251206511734,"[149.87032051647407, 149.7198684312791, 149.79086738186626, 149.94133840710182]","[2.0856668828091385, 2.140355138120515, 2.3354251206511734, 2.280731953463213]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_A1.fits.gz,478272000,461176685,461176685
JWST,F150W,A2,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_A2_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.85543939696583,150.07691879661863,2.0363747035409574,2.286142497118563,"[150.00588468003608, 149.85543939696583, 149.92645545793923, 150.07691879661863]","[2.0363747035409574, 2.0910768806788482, 2.286142497118563, 2.231434196106571]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_A2.fits.gz,478272000,476958183,476958183
JWST,F150W,A3,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_A3_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.99100431662018,150.2124906588673,1.9870709292881175,2.2368461872506997,"[150.14144111372102, 149.99100431662018, 150.0620366910527, 150.2124906588673]","[1.9870709292881175, 2.0417860290333354, 2.2368461872506997, 2.1821237519437626]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_A3.fits.gz,478272000,476939986,476939986
JWST,F150W,A4,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_A4_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.12656167292266,150.34805247673683,1.9377564610672238,2.1875370916742938,"[150.27698830077932, 150.12656167292266, 150.1976095634662, 150.34805247673683]","[1.9377564610672238, 1.9924834835344567, 2.1875370916742938, 2.13280152232863]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_A4.fits.gz,478272000,476978556,476978556
JWST,F150W,A5,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_A5_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.2621099490618,150.4836027337908,1.8884322004081782,2.13821611167579,"[150.4125247250824, 150.2621099490618, 150.33317255800088, 150.4836027337908]","[1.8884322004081782, 1.9431701451374574, 2.13821611167579, 2.083468409183219]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_A5.fits.gz,478272000,360237832,360237832
JWST,F150W,A6,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_A6_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.65409755274575,149.87553166071146,1.904918339136619,2.1546707802954277,"[149.80453167974835, 149.65409755274575, 149.72507817000968, 149.87553166071146]","[1.904918339136619, 1.959601969847152, 2.1546707802954277, 2.09998216172879]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_A6.fits.gz,478272000,446811834,446811834
JWST,F150W,A7,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_A7_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.78965229601744,150.01109702908423,1.8556313946327687,2.105392199928017,"[149.9400804398324, 149.78965229601744, 149.8606504053908, 150.01109702908423]","[1.8556313946327687, 1.910327824030329, 2.105392199928017, 2.0506895705852557]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_A7.fits.gz,478272000,462535430,462535430
JWST,F150W,A8,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_A8_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.92520173116802,150.14665460908068,1.806333866912358,2.0561009452042205,"[150.07562220840816, 149.92520173116802, 149.99621653627545, 150.14665460908068]","[1.806333866912358, 1.8610420960713687, 2.0561009452042205, 2.0013853043275294]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_A8.fits.gz,478272000,462595285,462595285
JWST,F150W,A9,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_A9_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.060744341293,150.28220288392387,1.7570266566736688,2.0067979164950267,"[150.2111554690859, 150.060744341293, 150.13177504531228, 150.28220288392387]","[1.7570266566736688, 1.8117456860590093, 2.0067979164950267, 1.952070263997172]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_A9.fits.gz,478272000,462831007,462831007
JWST,F150W,B10,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_B10_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,150.3279568649288,150.5494801299735,2.069155317459642,2.3189450653277466,"[150.4783859262129, 150.3279568649288, 150.3990360952696, 150.5494801299735]","[2.069155317459642, 2.123902306664829, 2.3189450653277466, 2.2641883949533446]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_B10.fits.gz,478272000,357645579,357645579
JWST,F150W,B1,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_B1_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.851461004901,150.07300099610117,2.44716363899613,2.6969192958678105,"[150.00194782839066, 149.851461004901, 149.9224960813056, 150.07300099610117]","[2.44716363899613, 2.501860932377267, 2.6969192958678105, 2.6422172422785875]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_B1.fits.gz,478272000,449564214,449564214
JWST,F150W,B2,/Volumes/exdisk1/data/JWST/COSMOS_v0.8/mosaic_nircam_f150w_COSMOS-Web_30mas_B2_v1.0_i2d.fits,multi_extension,19200,24910,29.999999999999936,149.98706335393913,150.2086103635022,2.3978611807643104,2.6476287759604964,"[150.13754173574335, 149.98706335393913, 150.0581147760042, 150.2086103635022]","[2.3978611807643104, 2.452574641917741, 2.6476287759604964, 2.592909343073485]",/Users/suzuki/github/projects_cosmos/csvfiles_star/v04/coverage/JWST_F150W_B2.fits.gz,478272000,464708829,464708829
