found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,gaia_bright_veto
JWST F115W,F115W_A10_0086073,150.31652173673515,1.7854318259845947,-9.792168617248535,1954.8475341796875,66094.1953125,A10,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544256_1152665,149.95956822445797,2.2682163212419852,-6.3301920890808105,73.40115356445312,64715.76953125,101544256,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101544257_1202552,149.980458912187,2.2014759685980536,-6.527536392211914,79.77437591552734,63962.89453125,101544257,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A4_0309926,150.23830917809062,2.054317082410427,-9.866920471191406,1866.909912109375,63232.328125,A4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0241961,150.0488541124045,2.149885878589827,-9.85225772857666,1784.6094970703125,61464.38671875,A3,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101544257_1224465,150.21253499884457,2.350951681181612,-6.579858779907227,74.48257446289062,59719.94140625,101544257,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B8_1105814,150.11511383866025,2.21008999440765,-9.648845672607422,1715.357177734375,59420.1015625,B8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B2_0762783,150.02668111551029,2.490394430542347,-9.586694717407227,1743.0562744140625,58436.40625,B2,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101539939_0361903,150.48560129090052,1.6361974388073621,-6.666551113128662,89.29786682128906,56363.84765625,101539939,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B6_0990687,149.81979176549882,2.359209059107407,-9.832810401916504,1669.37158203125,56040.765625,B6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B9_1208749,150.33983856463487,2.271953961375768,-9.955413818359375,1615.248779296875,55287.7890625,B9,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A2_0145089,149.89583873235546,2.1552211756641118,-9.593910217285156,1618.4263916015625,54818.83203125,A2,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B9_1167148,150.33450432400926,2.125732062826133,-9.559229850769043,1597.3182373046875,54674.05078125,B9,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B7_1047840,149.94618604910863,2.2889677933801984,-9.685985565185547,1599.90185546875,54322.17578125,B7,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B8_1122453,150.16932686413315,2.2635382345135726,-9.39085865020752,1557.8968505859375,53965.6640625,B8,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544256_1130399,149.715270066562,2.1237161763967847,-6.242084503173828,61.118988037109375,53886.921875,101544256,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B5_0935838,150.4150542996747,2.3084016434189074,-9.690739631652832,1618.369140625,52705.81640625,B5,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A9_0610085,150.20974158164393,1.8727701039592335,-9.453422546386719,1542.359375,52214.78515625,A9,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101541375_0475828,149.56642524241408,1.8126401160217656,-6.310131549835205,66.55972290039062,51874.7265625,101541375,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A6_0444061,149.83739166975658,2.0861653666804867,-9.516557693481445,1524.9591064453125,51700.60546875,A6,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A3_0267940,150.08307310140762,2.1752173438025717,-9.542594909667969,1486.3060302734375,51190.40625,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B2_0796913,150.05380005344838,2.6220012590243065,-9.478036880493164,1524.6561279296875,51114.484375,B2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0259574,150.06693113910987,2.1526582156832714,-9.533381462097168,1482.1602783203125,51047.62109375,A3,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A2_0198656,149.97216011308225,2.262633457691768,-9.809073448181152,1481.6392822265625,50185.62109375,A2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A8_0531345,149.99676307765034,1.8845962644965328,-9.36686897277832,1482.066650390625,49797.8828125,A8,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A5_0383414,150.34485893251676,2.088265803549852,-9.650642395019531,1494.64697265625,49584.16015625,A5,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B8_1110668,150.19677976847845,2.1940213655682843,-9.39096736907959,1416.5770263671875,49070.3359375,B8,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B7_1047496,150.06606079348148,2.2420948088067734,-9.451254844665527,1438.6505126953125,48847.13671875,B7,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101541375_0481303,149.52202745255053,1.8522223070886938,-6.380420207977295,62.35015106201172,48593.90625,101541375,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A4_0305318,150.15765614670693,2.06485530958716,-9.61818790435791,1431.3857421875,48481.10546875,A4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B4_0917651,150.46809079236294,2.4705695255340516,-9.501626014709473,1422.3636474609375,48014.48828125,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B7_1066813,150.03085611476658,2.3399354539565325,-9.361026763916016,1393.620849609375,47318.2265625,B7,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B2_0759974,150.08334175929747,2.4506091255120186,-9.639545440673828,1411.0267333984375,47305.03125,B2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0235619,150.0502563263257,2.134213680992044,-9.63302230834961,1360.534912109375,46858.6796875,A3,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A3_0232125,150.07403819091388,2.1166495827075837,-9.537520408630371,1340.783447265625,46178.41015625,A3,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B9_1213681,150.3296717933708,2.289750827708989,-9.531818389892578,1342.4119873046875,45948.953125,B9,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A2_0145113,149.9240049593762,2.1450128852189216,-9.3639554977417,1356.447265625,45945.15625,A2,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101539939_0359106,150.64803328840796,1.610024176788687,-6.422214031219482,72.11167907714844,45516.11328125,101539939,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A9_0614306,150.1362690429283,1.9093195778338181,-9.39399242401123,1344.353759765625,45511.53515625,A9,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A9_0588130,150.17001068891585,1.80453658873713,-9.675430297851562,1343.797607421875,45492.70703125,A9,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B3_0823595,150.25228155446834,2.4213879422803206,-9.262815475463867,1341.7314453125,45433.546875,B3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B5_0959740,150.4538799029187,2.4186696003930757,-9.48758316040039,1391.6612548828125,45322.56640625,B5,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A2_0180898,149.92098276647533,2.2185987523918915,-9.443180084228516,1310.5716552734375,44391.2734375,A2,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A3_0205025,150.13716433075206,1.9976826433062131,-9.383082389831543,1281.89013671875,44150.04296875,A3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B9_1218286,150.38482368191208,2.2945013660339497,-9.555295944213867,1287.091064453125,44055.39453125,B9,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B2_0792828,150.09737302026363,2.5819439259939916,-9.387897491455078,1306.12158203125,43788.05859375,B2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A8_0530013,150.07057423094466,1.8504968721935544,-9.401411056518555,1296.6654052734375,43568.34375,A8,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544258_1233687,150.48137797533496,2.1155269800381054,-6.190212249755859,60.248252868652344,43342.13671875,101544258,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B5_0943365,150.4415822664162,2.3410959403154417,-9.563788414001465,1325.1102294921875,43155.18359375,B5,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A7_0504721,149.87785265916372,2.0620681521674404,-9.400073051452637,1272.07275390625,43001.390625,A7,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B4_0915940,150.4367016636339,2.4676663000716443,-9.192448616027832,1272.766845703125,42964.57421875,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A6_0440519,149.76613131844354,2.089232910785238,-9.292619705200195,1254.7769775390625,42540.63671875,A6,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A6_0439699,149.7258963293206,2.1020181415153316,-9.39649486541748,1254.6402587890625,42536.0,A6,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B5_0947449,150.5089229778643,2.337777621185125,-9.249090194702148,1300.6065673828125,42357.1640625,B5,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B7_1042348,149.97840444415536,2.258525433772371,-9.32571792602539,1244.44091796875,42253.0546875,B7,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101541376_0493589,149.7617068380481,1.646239737287838,-6.005177021026611,48.067543029785156,41798.62890625,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545696_1457693,149.743370650728,2.3994915927635185,-7.005476474761963,57.515586853027344,41203.109375,101545696,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A6_0426784,149.8057501151432,2.022322674029863,-9.290669441223145,1209.40576171875,41002.41796875,A6,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B7_1082597,150.1012050257359,2.366144511009697,-9.397934913635254,1198.56103515625,40695.2734375,B7,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A8_0539507,150.10184202868552,1.8799004857186425,-9.28145694732666,1206.498291015625,40538.703125,A8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A9_0634580,150.18343944623942,1.9782185187550518,-9.354681968688965,1196.61474609375,40510.00390625,A9,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B4_0892659,150.37699488658515,2.4114386594949067,-9.191886901855469,1197.230224609375,40414.6953125,B4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101545696_1457691,149.74349120103543,2.3994632697858824,-7.187161445617676,56.228981018066406,40281.41015625,101545696,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B4_0913434,150.44010936548878,2.454964742489844,-9.107500076293945,1192.820068359375,40265.82421875,B4,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B6_0991274,149.93514447078243,2.3188076628186605,-9.196885108947754,1191.9381103515625,40013.3359375,B6,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101539939_0360537,150.54930465973501,1.623510912856359,-6.296778202056885,62.806888580322266,39643.03125,101539939,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B4_0870255,150.3339255022486,2.3286304634273316,-9.381378173828125,1170.1414794921875,39500.265625,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A1_0024069,149.80103246643725,2.1808413065390853,-9.268977165222168,1106.5340576171875,39222.1015625,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A6_0409341,149.75647906445755,1.9789486768277178,-9.266975402832031,1156.3206787109375,39202.67578125,A6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B9_1178462,150.2473054959543,2.1999537526762167,-9.568570137023926,1132.633056640625,38768.50390625,B9,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101545698_1599550,150.25603444999027,2.613939628637101,-6.142969131469727,61.82707595825195,38753.82421875,101545698,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B6_1000868,149.8618143174607,2.3842910657407534,-9.221172332763672,1136.3958740234375,38148.78515625,B6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A2_0187607,149.9721650699368,2.2216886440127572,-9.409748077392578,1125.40966796875,38119.5234375,A2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0237790,150.0442049315006,2.1411947891026735,-9.291128158569336,1106.3050537109375,38102.65625,A3,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B3_0838973,150.1647494065485,2.5031749241656884,-9.54593276977539,1120.4385986328125,37940.15625,B3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A8_0531148,150.01429115534935,1.8774597131964499,-9.2517671585083,1128.42822265625,37915.5234375,A8,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A6_0413416,149.8022090954122,1.9749500403406628,-9.034699440002441,1110.244873046875,37640.5703125,A6,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A5_0385791,150.42176596877954,2.0787407342285165,-9.200176239013672,1128.726318359375,37444.92578125,A5,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B6_0987503,149.87365180805668,2.324449133529072,-9.140881538391113,1103.7410888671875,37052.5625,B6,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A1_0069728,149.9140453675671,2.2874394091507275,-9.287017822265625,1040.868896484375,36894.5390625,A1,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101545697_1530966,150.14931990982433,2.3596232399569304,-6.124417781829834,52.900333404541016,36883.63671875,101545697,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A3_0239928,150.066734405636,2.137766721994738,-9.051980972290039,1069.3975830078125,36831.51171875,A3,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A7_0505538,149.9811210368694,2.0306812630456057,-9.172508239746094,1080.5770263671875,36528.03515625,A7,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B1_0655892,149.98369751945373,2.5162215047434837,-9.323432922363281,1088.6552734375,36422.2578125,B1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A6_0420075,149.81893136745785,2.0018818264177263,-9.404973983764648,1063.1695556640625,36044.578125,A6,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544257_1223095,150.22346298283037,2.3415801104561336,-5.87053108215332,44.871517181396484,35977.87109375,101544257,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101545697_1556022,150.2301888041081,2.5583235632607573,-6.023207187652588,51.402854919433594,35839.5546875,101545697,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A8_0532284,150.03002515141824,1.8763961596543457,-9.3936185836792,1064.04931640625,35752.375,A8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A7_0488748,149.9201589708455,1.9861030501719306,-9.197331428527832,1052.217529296875,35569.36328125,A7,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A7_0462572,149.894428328157,1.89655811416237,-9.27636432647705,1043.104248046875,35261.296875,A7,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544257_1229674,149.98659719397,2.385574642861889,-5.772258758544922,43.318782806396484,34732.890625,101544257,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B9_1174643,150.22310248023717,2.183397981818483,-9.232609748840332,1009.62451171875,34558.0859375,B9,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A1_0034875,149.80896317992497,2.2161047039050756,-8.636787414550781,972.30126953125,34464.09765625,A1,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B3_0864579,150.22297426710142,2.5742013942304034,-9.223910331726074,1013.101318359375,34305.515625,B3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B10_0712259,150.46951070716636,2.156791709668665,-9.138650894165039,1042.697265625,34300.48046875,B10,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B10_0712601,150.4620713776434,2.164580466283912,-9.050321578979492,1041.919677734375,34274.90234375,B10,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A1_0059914,149.9316724135342,2.2627686323768534,-9.051176071166992,954.7664184570312,33842.55859375,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B8_1123361,150.22563295076208,2.253026121255513,-9.090656280517578,968.67529296875,33554.984375,B8,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101547136_1916272,150.24838189742704,2.794178206536119,-6.460384845733643,64.59514617919922,33528.53515625,101547136,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A1_0034999,149.8107183242138,2.2156620350355847,-8.849331855773926,935.5303955078125,33160.72265625,A1,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101539935_0142813,149.6547747025652,1.6256099985558576,-6.084864139556885,57.8802604675293,32650.96875,101539935,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B9_1171247,150.32243382689632,2.140416042236325,-8.592623710632324,943.97119140625,32310.86328125,B9,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A5_0379509,150.33868280545454,2.079845009319633,-9.114302635192871,970.9674682617188,32211.35546875,A5,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_A1_0062576,149.9329317430434,2.267429842094038,-9.03666877746582,902.2225952148438,31980.095703125,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B4_0888162,150.39001581790743,2.376879762308122,-9.212752342224121,944.5377807617188,31884.6015625,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B4_0879558,150.3643237266933,2.344095702186618,-9.23087215423584,943.4864501953125,31849.111328125,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B6_1016575,149.83696437785898,2.436978385511414,-9.069583892822266,946.8331298828125,31785.166015625,B6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B4_0883395,150.40568507373595,2.354824979372405,-9.265453338623047,930.9503173828125,31425.931640625,B4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101547136_1899552,150.27843396514945,2.6316840270572404,-6.080041885375977,60.41950225830078,31361.140625,101547136,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B10_0704689,150.35688099759167,2.140341825362551,-8.966446876525879,947.4556274414062,31167.419921875,B10,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A2_0132697,149.89192297608878,2.100526957920646,-9.001394271850586,917.669921875,31083.02734375,A2,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B8_1124439,150.20571467021387,2.264464780959984,-9.096097946166992,894.3196411132812,30979.30078125,B8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B4_0917170,150.41050213910174,2.488023186887464,-9.082022666931152,913.543701171875,30838.33984375,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A7_0475070,149.90419767665517,1.94849670537669,-9.107072830200195,911.39990234375,30809.13671875,A7,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A1_0010350,149.87579048338998,2.1028715782193363,-9.147836685180664,853.7520751953125,30262.015625,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A5_0374395,150.30425503422074,2.056888531977543,-9.114113807678223,909.5512084960938,30173.90234375,A5,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A8_0565302,150.0287211507038,2.0058801470072805,-8.99468994140625,896.1990966796875,30112.556640625,A8,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A3_0240689,150.0318112756062,2.153017141445287,-9.004594802856445,873.8937377929688,30098.091796875,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B1_0658944,149.91826631439147,2.5506114507642677,-8.899677276611328,898.5523681640625,30062.138671875,B1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A4_0295296,150.27920604550002,1.9796550708799177,-9.084473609924316,886.891357421875,30039.052734375,A4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0280340,150.07950424648584,2.2249498761966384,-8.948196411132812,871.3447875976562,30010.302734375,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0207025,150.12957280596876,2.004747721991314,-8.917679786682129,866.6813354492188,29849.6875,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B6_0990871,149.89328794739973,2.3329209442924723,-8.689313888549805,882.0151977539062,29609.23046875,B6,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101544260_1398763,150.75461502028853,2.38101054888768,-6.271275520324707,58.25442886352539,29462.126953125,101544260,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B2_0760285,150.0076252420468,2.4827892578004644,-8.943460464477539,876.0261840820312,29369.0,B2,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541379_0559576,150.69282409285057,1.6661385080341098,-5.935356616973877,43.52764892578125,29206.40234375,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A6_0444615,149.74866655821546,2.1205113772109287,-9.15376091003418,857.48583984375,29071.296875,A6,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A5_0385109,150.3921605104332,2.0797714847025133,-9.082466125488281,875.9578857421875,29059.4609375,A5,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101547137_2026762,150.30905987824318,2.7558519769235774,-6.124386787414551,53.7599983215332,28693.091796875,101547137,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A1_0071680,149.79369371532727,2.3341249077950317,-8.795673370361328,807.8631591796875,28635.44140625,A1,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A10_0080474,150.276855350237,1.776780397587878,-8.815789222717285,840.8187255859375,28428.423828125,A10,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_B7_1042577,150.0300490074298,2.24064777137236,-9.089645385742188,835.74365234375,28376.373046875,B7,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B8_1112690,150.13755281697743,2.2286528644359467,-8.826437950134277,818.859130859375,28365.341796875,B8,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A5_0358257,150.3351596265897,1.9816827119362828,-8.896949768066406,854.974365234375,28363.341796875,A5,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101547135_1813552,149.78685245085106,2.7118980368906067,-6.3012189865112305,49.26493453979492,28289.671875,101547135,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A1_0008872,149.86076218147142,2.105830261570297,-8.733342170715332,792.2326049804688,28081.40234375,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0272555,150.1248898005108,2.182330520445724,-8.89763069152832,814.8192138671875,28063.484375,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A7_0464017,149.91224690823412,1.8974243601285044,-9.056872367858887,829.0758056640625,28026.23828125,A7,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B8_1103144,150.20572294547839,2.170790785480191,-8.981087684631348,808.03564453125,27990.416015625,B8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A9_0601261,150.2364324016121,1.84282201237814,-8.861781120300293,806.3884887695312,27299.345703125,A9,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A3_0271662,150.10775892413054,2.1803272990690585,-8.908753395080566,792.4695434570312,27293.732421875,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B8_1132568,150.18469667190175,2.2887954964891772,-8.931535720825195,787.5464477539062,27280.66796875,B8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B4_0882157,150.37504342691875,2.3622346415922926,-8.833897590637207,805.7508544921875,27199.59375,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A8_0554631,150.0732702542143,1.9399469819523198,-8.832287788391113,808.5249633789062,27166.6796875,A8,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544256_1134260,149.9644868439195,2.149646314441442,-5.690404891967773,30.711868286132812,27077.8046875,101544256,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101545697_1556057,150.00090602278377,2.5585186384590197,-5.708643913269043,38.830101013183594,27073.466796875,101545697,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A3_0234477,150.12482409770124,2.103331917242292,-9.020112991333008,783.0215454101562,26968.330078125,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B5_0948898,150.53714201724156,2.3454023052728563,-9.048341751098633,825.8544921875,26895.80078125,B5,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A1_0027212,149.8799863947839,2.167656906005693,-8.825844764709473,744.5714111328125,26392.0078125,A1,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B6_0980354,149.87653326431462,2.3005073184407867,-9.011305809020996,782.6560668945312,26273.74609375,B6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B9_1206150,150.27563528220682,2.2803472386221593,-8.894670486450195,762.013671875,26082.701171875,B9,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B3_0858604,150.31456409470806,2.5119563201467625,-8.878230094909668,768.5155029296875,26023.37890625,B3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B1_0657986,150.01598436413758,2.5118514694338554,-8.77975082397461,777.7303466796875,26019.89453125,B1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0202368,150.07566060644774,2.0133379319222886,-8.862089157104492,751.7830810546875,25892.435546875,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B2_0774448,150.08955446393068,2.5180057655314774,-8.989768981933594,771.1925048828125,25854.42578125,B2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B1_0650809,149.95458582862025,2.50769324455926,-8.854095458984375,766.5753784179688,25646.69140625,B1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B5_0938901,150.4428544107919,2.3068034042588694,-8.832337379455566,783.7439575195312,25524.376953125,B5,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A4_0336597,150.22792286911547,2.1594603980748093,-8.821642875671387,753.2703247070312,25513.302734375,A4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A10_0079170,150.25662135852608,1.7682988677393523,-8.883550643920898,751.5296630859375,25409.525390625,A10,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101544256_1134259,149.71105427807086,2.149627232379577,-5.448020935058594,28.746826171875,25345.28125,101544256,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B9_1177063,150.3063320938006,2.1684590978535265,-8.685067176818848,735.5841674804688,25178.0546875,B9,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101542818_0874663,150.28948483897372,1.9123860732349098,-5.733090400695801,38.43637466430664,25118.154296875,101542818,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B5_0964679,150.53233224946536,2.4141801301336163,-8.873897552490234,768.2854614257812,25020.9375,B5,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A1_0009882,149.83763881151833,2.1160180331044476,-8.66845989227295,704.6592407226562,24977.28515625,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A8_0533014,149.96940706586633,1.900935784144572,-8.4850492477417,741.7302856445312,24922.359375,A8,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_B1_0652387,149.9695313122141,2.510200904521993,-8.926596641540527,743.0411376953125,24859.326171875,B1,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544256_1131985,149.95665887085576,2.135424144517834,-5.564460277557373,27.97780418395996,24667.255859375,101544256,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B6_1001500,149.83987500600247,2.395464579658999,-8.62295150756836,731.1865234375,24545.9140625,B6,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A2_0145907,149.92422584502228,2.149827368913025,-8.893392562866211,724.2787475585938,24532.54296875,A2,False,True,False,True,False,True,False,True,True,False
