found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,gaia_bright_veto
JWST F115W,F115W_B8_1155861,150.12185450767933,2.3982516894333994,-4.678062438964844,15.027806282043457,520.5643310546875,B8,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B4_0912374,150.44645496156997,2.447817156849064,-5.622212886810303,15.414320945739746,520.338623046875,B4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544256_1167241,149.75115794680335,2.342887268848976,-2.113670825958252,0.5899324417114258,520.1271362304688,101544256,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542816_0783927,149.80244231589782,2.0896244233378294,-1.9872404336929321,0.7382317185401917,520.0391845703125,101542816,False,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A6_0419385,149.7370894342594,2.0305120498518834,-4.888843059539795,15.337691307067871,519.992919921875,A6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B3_0820035,150.1448822096344,2.448857875768501,-5.708795070648193,15.355278968811035,519.9586181640625,B3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B8_1158899,150.1529591517656,2.3944232879105463,-5.667586803436279,15.009268760681152,519.9221801757812,B8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A4_0304077,150.15744274951308,2.057749136396809,-4.962478160858154,15.323806762695312,519.01806640625,A4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101539939_0362127,150.49800013365797,1.638328421758058,-1.5230660438537598,0.8222348093986511,518.9857177734375,101539939,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101547136_1904251,150.03062822090266,2.67873733285044,-1.9290786981582642,0.9994494915008545,518.7708740234375,101547136,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542818_0936280,150.20573227154625,2.0823820551766836,-1.4724836349487305,0.7935759425163269,518.6015014648438,101542818,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101542817_0854382,150.19632336097607,2.1307383323482716,-1.773848056793213,0.7052937150001526,518.5316772460938,101542817,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101542818_0864087,150.23478308272618,1.8867894790438244,-1.6795403957366943,0.7934110760688782,518.4937744140625,101542818,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B3_0825659,150.2682745178735,2.421253010914519,-6.352369785308838,15.29634952545166,517.963134765625,B3,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_A4_0342386,150.2353506531672,2.1710625523857523,-5.260948181152344,15.291884422302246,517.9368286132812,A4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544258_1240288,150.2834576853355,2.132743982624862,-2.3307504653930664,0.7198395133018494,517.8471069335938,101544258,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B10_0700129,150.35838099433036,2.1194431411096524,-4.7808990478515625,15.733724594116211,517.5752563476562,B10,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101542815_0713091,149.65655439479897,1.9889630112447823,-2.7838778495788574,1.123472809791565,517.179443359375,101542815,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A7_0491209,149.88438969565053,2.008359590031887,-6.361783027648926,15.293529510498047,516.9854125976562,A7,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544257_1218943,150.10360561805527,2.3145917037580728,-2.2614986896514893,0.6446354389190674,516.8670654296875,101544257,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101547138_2084512,150.59156994466142,2.6326938488962752,-3.008652925491333,1.3544631004333496,516.7457275390625,101547138,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B7_1061919,150.05629281090864,2.321417678197153,-5.703261375427246,15.219111442565918,516.7412109375,B7,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101539938_0289590,150.3385377537628,1.6304346303015071,-2.0432932376861572,0.6334818601608276,516.7297973632812,101539938,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545699_1622941,150.4983677349649,2.468603343931356,-1.990687608718872,1.10732901096344,516.2794189453125,101545699,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A10_0117879,150.3299831578263,1.9216926990941112,-4.70058012008667,15.262928009033203,516.0458374023438,A10,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101545698_1581113,150.5048662756196,2.4666544423752956,-2.5918638706207275,0.8222284913063049,515.3809814453125,101545698,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542818_0940453,150.27374859671548,2.1166799731981776,-1.596353530883789,0.7886155247688293,515.35986328125,101542818,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A4_0303929,150.19429872618463,2.0422876630481577,-5.5870490074157715,15.210150718688965,515.1685180664062,A4,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101545699_1623331,150.48234815257928,2.4714720818525793,-1.9722058773040771,1.1047009229660034,515.0541381835938,101545699,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542817_0826724,150.20318303889476,1.9115146679613109,-1.4267299175262451,0.7003492712974548,514.8965454101562,101542817,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A1_0004588,149.8151101086182,2.1151696719555164,-4.7381134033203125,14.52177619934082,514.7374877929688,A1,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544259_1300997,150.46897519987797,2.3317300312805003,-2.337946653366089,1.4460150003433228,514.6414794921875,101544259,False,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B9_1179571,150.22977836820118,2.209880680821171,-4.729036808013916,15.033742904663086,514.5847778320312,B9,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101545698_1594991,150.40391772763252,2.5771081387700625,-2.421342372894287,0.8204985857009888,514.296630859375,101545698,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101541376_0492117,149.6807659918448,1.6361146885029063,-1.2624047994613647,0.5912672281265259,514.1548461914062,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101544258_1233652,150.40345573628576,2.115463286490671,-1.9891741275787354,0.7145510911941528,514.0426635742188,101544258,False,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101545696_1460046,149.9973694772181,2.416189845595204,-2.0857319831848145,0.717491865158081,513.9979858398438,101545696,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101547137_1997651,150.51342665916658,2.6605093718750035,-1.946288824081421,0.9626357555389404,513.783447265625,101547137,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B2_0757733,150.05555778450812,2.4491667177965217,-5.943878173828125,15.323923110961914,513.7384033203125,B2,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A2_0170999,150.0435335364879,2.156190464818901,-6.40754508972168,15.163505554199219,513.613525390625,A2,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101542820_1007462,150.7403763927661,2.0460187645175743,-1.8042569160461426,1.0374044179916382,513.5985107421875,101542820,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A9_0591374,150.1167097440825,1.8422047889857716,-5.444382667541504,15.169466018676758,513.544677734375,A9,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_A4_0333611,150.24394373002337,2.1444575489612894,-5.370094299316406,15.159374237060547,513.44873046875,A4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B10_0739453,150.43065408774248,2.2922641635104406,-6.376033782958984,15.608057975769043,513.4413452148438,B10,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101542815_0722451,149.61903851415758,2.065453214895629,-1.529895305633545,1.1149433851242065,513.2529907226562,101542815,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B8_1123039,150.08928911223546,2.299552623365912,-5.52264404296875,14.81028938293457,513.029541015625,B8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A5_0361922,150.29931725832603,2.0153387077335996,-4.874152660369873,15.447223663330078,512.453857421875,A5,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544258_1248587,150.20906360232206,2.16229901166001,-2.1552038192749023,0.7122937440872192,512.418701171875,101544258,False,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A7_0493041,149.86794331667048,2.0192067533636004,-5.629427909851074,15.134368896484375,511.6051025390625,A7,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101544256_1181244,149.80023104832654,2.3786201052008162,-1.3250951766967773,0.5801658034324646,511.5161437988281,101544256,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A3_0250880,150.0436646638931,2.1560081660765733,-6.378483295440674,14.851469039916992,511.5048522949219,A3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B5_0970519,150.4884414084316,2.4674241613057535,-5.810068130493164,15.705202102661133,511.4750671386719,B5,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544257_1191281,150.09125438510273,2.1302055375054247,-2.3012471199035645,0.6379010677337646,511.46746826171875,101544257,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A3_0251553,150.04327318668035,2.156387670539929,-6.359978675842285,14.849421501159668,511.434326171875,A3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544256_1130397,149.81014002899704,2.1237229135614353,-2.349320411682129,0.5798483490943909,511.23626708984375,101544256,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101541379_0577327,150.6737726010702,1.8209964769989047,-2.1262316703796387,0.7613727450370789,510.8697204589844,101541379,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101541376_0502835,149.68310363834635,1.711700105779324,-1.4192842245101929,0.5873396396636963,510.7394714355469,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545696_1463350,149.75620856428372,2.434510453382591,-2.2047014236450195,0.7128425240516663,510.66729736328125,101545696,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B5_0940778,150.4961110129224,2.299045239407511,-6.211050033569336,15.662344932556152,510.079345703125,B5,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101542818_0921871,150.31724088304162,2.0331924172411564,-1.5314362049102783,0.7799633741378784,509.7057189941406,101542818,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101544256_1143678,149.96160819894962,2.2118427143803405,-2.2061874866485596,0.577867865562439,509.4901123046875,101544256,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101545697_1534020,150.0899272552563,2.383629263877302,-2.272243022918701,0.7306997179985046,509.46490478515625,101545697,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542820_0956818,150.7044962156047,1.8703081958138184,-1.9118537902832031,1.029052495956421,509.463623046875,101542820,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B4_0907606,150.3765064654778,2.4596837659247734,-5.736539363861084,15.085577011108398,509.2412414550781,B4,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A4_0285878,150.18573947354975,1.9806122772097492,-5.814591407775879,15.033327102661133,509.17950439453125,A4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A9_0592529,150.09682971207,1.853836665088073,-5.596371650695801,15.039207458496094,509.1349182128906,A9,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_B8_1142016,150.14719695489578,2.337180787624974,-5.699263095855713,14.693632125854492,508.988525390625,B8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0209970,150.00323288958228,2.0557956110351125,-4.4727654457092285,14.775617599487305,508.8924255371094,A3,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101539939_0361720,150.55810032582465,1.6343320685519278,-1.669952630996704,0.805591344833374,508.4805603027344,101539939,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545697_1552383,150.22580931974946,2.529865845093535,-1.424045443534851,0.7289155125617981,508.2209167480469,101545697,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101545696_1527231,149.82780675750405,2.6309777719510197,-2.308461904525757,0.7094029188156128,508.2032165527344,101545696,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B4_0920786,150.33417270526965,2.532588688710555,-4.398605823516846,15.051275253295898,508.0833435058594,B4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101542817_0841310,150.11043076820806,2.0269299542537436,-2.168881416320801,0.6907838582992554,507.8640441894531,101542817,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A2_0126041,149.91918166722502,2.073451248485255,-4.749321460723877,14.991474151611328,507.7865295410156,A2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B7_1073506,150.02506026030008,2.3575367328345367,-5.718521595001221,14.948244094848633,507.5443420410156,B7,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101545694_1448656,149.49759805332332,2.638727687924339,-1.8475542068481445,0.966189980506897,507.41082763671875,101545694,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542819_0950332,150.45820729168292,2.063806064052604,-3.1580188274383545,1.6447652578353882,507.4031677246094,101542819,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101541379_0578696,150.4365162236509,1.829956681886065,-2.4225478172302246,0.7551708221435547,506.7083435058594,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A8_0559419,150.10992301154855,1.9532759750074666,-5.388654708862305,15.07247257232666,506.4395751953125,A8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A2_0177031,150.00134282394234,2.174205197328767,-4.994157791137695,14.95145034790039,506.43084716796875,A2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B9_1166127,150.3292292042941,2.1255623673664923,-5.398419380187988,14.795266151428223,506.4220275878906,B9,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544255_1125781,149.70351924978317,2.3435553901440214,-2.4896819591522217,1.062639594078064,506.3944396972656,101544255,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B3_0840163,150.26809521615883,2.4685067394029567,-5.5545830726623535,14.95279312133789,506.3296813964844,B3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0251512,150.0433845176815,2.1563236198712556,-6.376060485839844,14.697134971618652,506.1893615722656,A3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B9_1193949,150.2258725895179,2.2650811604704515,-5.585874557495117,14.782696723937988,505.9917907714844,B9,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A8_0538450,149.9682339668281,1.9201812273602383,-5.993664264678955,15.057668685913086,505.9421691894531,A8,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101544258_1233319,150.29476838190266,2.1146392937653733,-2.566502571105957,0.7027749419212341,505.5709533691406,101544258,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A4_0283444,150.24685620759345,1.9511069554082794,-5.409827709197998,14.926128387451172,505.5486755371094,A4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544257_1226262,150.0878990546077,2.3621337227911257,-2.0817956924438477,0.6298895478248596,505.0438537597656,101544257,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A2_0172921,150.0397236788693,2.158282291779135,-5.056130886077881,14.907940864562988,504.95709228515625,A2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A5_0381246,150.32423072104908,2.0890649013843836,-5.107149600982666,15.213346481323242,504.6950988769531,A5,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101542817_0835942,150.20674816205997,1.985885529241064,-1.3025985956192017,0.6863374710083008,504.5950622558594,101542817,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B8_1111773,150.12090863854706,2.227092176914637,-5.791350364685059,14.561442375183105,504.4094543457031,B8,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101547135_1840386,150.01243781373984,2.839164660237719,-2.4135241508483887,0.8779360055923462,504.1419677734375,101547135,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B10_0707289,150.42942877657765,2.138386080335331,-5.890346050262451,15.323929786682129,504.0946960449219,B10,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101541380_0610058,150.67467237470183,1.7161198681141576,-2.093010425567627,1.2153738737106323,504.0619201660156,101541380,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B1_0650268,149.93089242806866,2.5147540854874926,-4.657079696655273,15.064630508422852,504.005126953125,B1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A7_0465453,149.80907454145827,1.944633824631645,-5.01329231262207,14.909244537353516,503.9949645996094,A7,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0204310,150.07706158790785,2.016596624197616,-5.31351375579834,14.6257963180542,503.73236083984375,A3,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101541380_0624597,150.77619614030075,1.7876267575028677,-1.856572151184082,1.2144562005996704,503.6813049316406,101541380,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B6_1027092,149.86307997807455,2.4724912274184687,-5.987344264984131,15.001852989196777,503.6118469238281,B6,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101547135_1794458,149.97345701804701,2.6312782650712134,-1.7270082235336304,0.8769895434379578,503.5984802246094,101547135,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542817_0797724,150.12225002155304,1.8694135735410562,-2.1748595237731934,0.6848333477973938,503.4892578125,101542817,False,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A5_0384370,150.33628319631242,2.096543726271221,-6.101446628570557,15.173845291137695,503.3846435546875,A5,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101545698_1585761,150.4938418081143,2.5037452195745025,-1.6773158311843872,0.802628755569458,503.09564208984375,101545698,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A1_0029147,149.8876159379442,2.1754836294261013,-5.276365280151367,14.191040992736816,503.0142822265625,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A9_0593520,150.1886337938809,1.8246795835126783,-6.198827743530273,14.855164527893066,502.90435791015625,A9,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101545694_1443527,149.49559172105555,2.608638979705837,-1.7001729011535645,0.9575879573822021,502.893310546875,101545694,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B1_0658604,149.88856834582393,2.5604210305633344,-4.601442337036133,15.023167610168457,502.6179504394531,B1,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101541378_0547977,150.17946516387067,1.8510115413763426,-2.0502710342407227,1.0875262022018433,502.53240966796875,101541378,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B6_1029331,149.947073532842,2.459263242585241,-5.594620227813721,14.968303680419922,502.485595703125,B6,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B9_1217114,150.37998662916266,2.28615441961163,-5.678508281707764,14.676233291625977,502.3476867675781,B9,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B4_0908274,150.45093583857835,2.4353054471080253,-5.78220272064209,14.860458374023438,501.6419677734375,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A5_0385271,150.4118548122132,2.0748129913234794,-5.880569934844971,15.118803977966309,501.5586853027344,A5,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B9_1210527,150.32397533605422,2.2823718929541816,-5.792952537536621,14.644775390625,501.27093505859375,B9,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B6_0987561,149.8664839138636,2.327546509872064,-5.362157344818115,14.928016662597656,501.1331787109375,B6,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101541379_0566373,150.43201985722183,1.7292376113490748,-2.5734429359436035,0.7466462850570679,500.9884948730469,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A1_0023362,149.78639439873635,2.1844975247284024,-5.325510501861572,14.133684158325195,500.9812316894531,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0249303,150.04294252157666,2.1557622474569285,-6.358704090118408,14.54158878326416,500.8321533203125,A3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541375_0470375,149.49125005162472,1.7753063173062262,-2.1802849769592285,0.6424061059951782,500.6727600097656,101541375,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545698_1578434,150.48795479897112,2.445017603814697,-1.4988231658935547,0.7983856201171875,500.4360046386719,101545698,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B8_1109228,150.21232585474053,2.184804245347487,-4.707160949707031,14.438703536987305,500.15777587890625,B8,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101544257_1193653,149.95093563658716,2.146921932743813,-1.4913028478622437,0.6236936450004578,500.07598876953125,101544257,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101544257_1211735,150.1356970183819,2.264531130669501,-1.7230751514434814,0.6234099864959717,499.8485412597656,101544257,False,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101541379_0560708,150.4894402001564,1.676690440053322,-1.9789303541183472,0.7447220087051392,499.69732666015625,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A3_0250348,150.0436806475541,2.155829220058857,-6.334798812866211,14.50582218170166,499.6003112792969,A3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544259_1301872,150.4622270551629,2.344596036176161,-3.1621408462524414,1.403097152709961,499.3668518066406,101544259,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A3_0233407,150.12127323771477,2.1020300336038424,-5.336616516113281,14.485339164733887,498.89483642578125,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A9_0629236,150.22023004488912,1.9540276296539723,-5.842018127441406,14.732595443725586,498.7549133300781,A9,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101544257_1207489,149.96822969832735,2.2345870975951385,-1.9560061693191528,0.6215823888778687,498.3831787109375,101544257,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101541376_0521452,149.66453780357713,1.8315286503610047,-1.1651105880737305,0.5730646848678589,498.32623291015625,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101541379_0554556,150.68827604477477,1.6215925158437638,-1.6661410331726074,0.7424731254577637,498.1883850097656,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B4_0906281,150.44234499063788,2.426004449856587,-5.8416852951049805,14.745479583740234,497.7606506347656,B4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101542818_0942099,150.24120256451107,2.130649773036701,-1.611561894416809,0.7612611055374146,497.4837951660156,101542818,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542818_0904303,150.38569418496903,1.9899578310815758,-2.5245020389556885,0.7605976462364197,497.05023193359375,101542818,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542818_0927289,150.4366217053553,2.0456367827864232,-2.2530994415283203,0.760382890701294,496.9098815917969,101542818,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101547136_1899003,150.12685517782234,2.626556893202879,-1.6391286849975586,0.9571974873542786,496.83966064453125,101547136,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101547135_1846619,149.98154561123562,2.853537502296228,-2.2930848598480225,0.8651172518730164,496.7809753417969,101547135,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101544256_1165443,149.98034254123613,2.3359617312835885,-1.1228643655776978,0.5630486011505127,496.42437744140625,101544256,False,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101539937_0246351,149.9428985679524,1.6286587269348733,-1.5511094331741333,0.7846653461456299,496.0667419433594,101539937,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545698_1595626,150.40543211334355,2.5826811600334136,-1.7396825551986694,0.7908055782318115,495.6847839355469,101545698,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101544256_1134210,149.71511040279483,2.1493969931715027,-1.939961314201355,0.561588704586029,495.1372375488281,101544256,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B4_0892532,150.29091415877056,2.442547734917127,-4.582493782043457,14.650053024291992,494.5393371582031,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0272801,150.19913187166873,2.157378047611382,-5.191311359405518,14.358426094055176,494.5237731933594,A3,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101539939_0359559,150.67059601516596,1.6145083770787996,-1.6640875339508057,0.7833487391471863,494.4412536621094,101539939,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A3_0227056,150.16545699877025,2.072493936448761,-4.485574722290039,14.346080780029297,494.0986022949219,A3,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101547137_1998326,150.53449276225282,2.6672701300945767,-1.6088939905166626,0.9257417321205139,494.0921630859375,101547137,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101544256_1134845,149.97185388593712,2.1534779672087283,-1.2885973453521729,0.5594872832298279,493.28448486328125,101544256,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B9_1209499,150.3895057164628,2.2558921167078094,-5.460579872131348,14.406064987182617,493.1001892089844,B9,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0272431,150.09551277005843,2.1916847925925396,-5.528702259063721,14.316048622131348,493.0642395019531,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A1_0025826,149.7607269629512,2.2012348803320405,-5.632584571838379,13.904640197753906,492.862548828125,A1,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101547135_1795436,149.88056989479338,2.6358442577864087,-1.6218998432159424,0.8582351207733154,492.8290100097656,101547135,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A2_0195987,150.0483160108398,2.2286827367602675,-5.589542388916016,14.53813648223877,492.43121337890625,A2,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101542818_0942863,150.27031545350403,2.137150895647224,-1.6844923496246338,0.753527820110321,492.4300842285156,101542818,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B6_1031162,149.8902374937886,2.4867469828007653,-5.727477073669434,14.661843299865723,492.19775390625,B6,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101548575_2321957,150.07543264212381,2.859688227242798,-2.8215036392211914,0.9414256811141968,492.00238037109375,101548575,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545697_1551529,150.1725692992041,2.523340718467071,-2.0697453022003174,0.7053754925727844,491.8081359863281,101545697,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101541379_0571290,150.4508977254468,1.7704679428075965,-2.007002353668213,0.7325128316879272,491.5051574707031,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A3_0250605,150.0428454483638,2.1562285464296704,-6.34640645980835,14.269268035888672,491.45306396484375,A3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101542817_0853352,150.01419544410837,2.123166556105275,-2.153829574584961,0.6683939099311829,491.4029846191406,101542817,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A1_0071304,149.84178716153076,2.316085322091113,-5.028334140777588,13.855283737182617,491.1130676269531,A1,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101545697_1533062,150.0518071613764,2.375855060755037,-1.4316619634628296,0.7041566371917725,490.95831298828125,101545697,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542820_0986827,150.69714927281447,1.97271476522943,-1.8341217041015625,0.9916518330574036,490.9472961425781,101542820,False,True,False,True,False,False,False,True,True,False
