found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,veto_gaia,veto_peak,veto_local,veto_any,sharpness
HST F814W,F814W_075_7017331,150.42466563312698,2.3785315983802318,-1.4054709672927856,0.15805096924304962,58.80272674560547,075,True,False,True,False,True,True,True,True,True,False,False,False,False,0.6085426807403564
HST F814W,F814W_051_3711915,150.4252397946103,2.0662700357159185,-1.475646734237671,0.16430790722370148,58.72409439086914,051,True,False,True,False,True,True,True,True,True,False,False,False,False,0.45182204246520996
HST F814W,F814W_088_8242473,150.37992025386148,2.490120434955642,-1.4792722463607788,0.1644236445426941,58.62157440185547,088,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5466780662536621
HST F814W,F814W_076_7097736,150.38747655310988,2.3481890129323855,-1.3710063695907593,0.15406350791454315,58.57886505126953,076,True,False,True,False,True,True,True,True,True,False,False,False,False,0.43345752358436584
HST F814W,F814W_053_4266212,150.14463589067782,2.038256926717102,-1.3491806983947754,0.1687023788690567,58.483097076416016,053,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5286158919334412
HST F814W,F814W_077_7264362,150.21188478774957,2.444816997788743,-1.1750589609146118,0.15515261888504028,58.43424987792969,077,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4823066294193268
HST F814W,F814W_066_5969338,150.0310171475788,2.2328280746847677,-1.0703059434890747,0.17799167335033417,58.42289352416992,066,True,False,True,False,True,True,True,True,True,False,False,False,False,0.44525769352912903
HST F814W,F814W_053_4278502,150.10025268805575,2.07819151874852,-1.1095809936523438,0.16832704842090607,58.35298538208008,053,True,False,True,False,True,True,True,True,True,False,False,False,False,0.46469175815582275
HST F814W,F814W_079_7508187,149.88767270762875,2.3783514255144134,-0.9984205961227417,0.1595819741487503,58.098331451416016,079,True,False,True,False,True,True,True,True,True,False,False,False,False,0.45285627245903015
HST F814W,F814W_064_5576208,150.30148642799062,2.259069663915544,-0.983360767364502,0.15747880935668945,57.696434020996094,064,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5437794327735901
HST F814W,F814W_088_8242430,150.30912908567274,2.49001272899241,-1.1308940649032593,0.16109110414981842,57.433433532714844,088,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4989294707775116
HST F814W,F814W_087_8129814,150.49198169610256,2.4671784445989817,-0.947275698184967,0.1526901125907898,57.2179069519043,087,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4531038701534271
HST F814W,F814W_052_3955494,150.26459492172307,2.050267152546079,-1.1338849067687988,0.15446051955223083,56.75404739379883,052,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4729161262512207
HST F814W,F814W_067_6108339,149.79233056938122,2.2182457468255525,-1.089885950088501,0.15783384442329407,56.502479553222656,067,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4091430902481079
HST F814W,F814W_052_3877328,150.38147393266027,1.9981656703847344,-1.207726240158081,0.15345796942710876,56.385677337646484,052,True,False,True,False,True,True,True,True,True,False,False,False,False,0.43263447284698486
HST F814W,F814W_055_4472597,149.85105624708441,2.0588684940481428,-0.8393417596817017,0.15340088307857513,55.88154220581055,055,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5267338156700134
HST F814W,F814W_056_4639341,149.66908267890443,1.9623091750238286,-0.07950033992528915,0.16132768988609314,55.792781829833984,056,True,False,True,False,True,True,True,True,True,False,False,False,False,0.6556978225708008
HST F814W,F814W_079_7473262,149.80912288442227,2.3042025606777536,-0.9273683428764343,0.15242744982242584,55.493614196777344,079,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4134220480918884
HST F814W,F814W_041_2621694,150.1664644980035,1.9318156570641383,-0.9397815465927124,0.14687800407409668,55.15144729614258,041,True,False,True,False,True,True,True,True,True,False,False,False,False,0.46719375252723694
HST F814W,F814W_090_8715849,149.96502860147777,2.6235116406763734,-1.1345683336257935,0.15195371210575104,55.13992691040039,090,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4110008776187897
HST F814W,F814W_090_8704850,149.91418880543003,2.605724209974351,-1.350932240486145,0.15195226669311523,55.139400482177734,090,True,False,True,False,True,True,True,True,True,False,False,False,False,0.7189607620239258
HST F814W,F814W_077_7191098,150.09852921119466,2.324569311418776,-0.5060737133026123,0.14584676921367645,54.929439544677734,077,True,False,True,False,True,True,True,True,True,False,False,False,False,0.46113353967666626
HST F814W,F814W_053_4292849,150.16175940871437,2.119902110725311,-0.5418680310249329,0.15808197855949402,54.80138397216797,053,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5682242512702942
HST F814W,F814W_065_5715572,150.2160852440685,2.233240250705056,-1.4041821956634521,0.2005404233932495,54.59480667114258,065,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4656901955604553
HST F814W,F814W_051_3711318,150.42523833110826,2.066045081205474,-1.3866961002349854,0.152545765042305,54.5202751159668,051,True,False,True,False,True,True,True,True,True,False,False,False,False,0.625819981098175
HST F814W,F814W_041_2572462,150.08517911477685,1.8567780636101259,-1.317887783050537,0.14461424946784973,54.301429748535156,041,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4716126620769501
HST F814W,F814W_078_7303296,150.05183310866784,2.2994008509227295,-1.147823452949524,0.15242347121238708,54.21311950683594,078,True,False,True,False,True,True,True,True,True,False,False,False,False,0.409359872341156
HST F814W,F814W_053_4243846,150.1472522931593,2.0137310828414265,-1.1601828336715698,0.15634727478027344,54.20002365112305,053,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4642629623413086
HST F814W,F814W_079_7541628,149.89122790427305,2.420341454359648,-0.8244217038154602,0.14866548776626587,54.1240119934082,079,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4342656433582306
