found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,veto_gaia,veto_peak,veto_local,veto_any,sharpness
JWST F115W,F115W_A1_0012722,149.821637804582,2.130313181641812,-6.890421390533447,118.25542449951172,4191.67041015625,A1,False,True,False,True,False,True,True,True,True,False,False,False,False,0.8129545450210571
Euclid VIS,VIS_101544257_1228116,149.97531675430562,2.3744735849370913,-3.6500051021575928,5.18149995803833,4154.513671875,101544257,False,True,True,True,False,False,True,True,True,False,False,False,False,0.7320932149887085
JWST F115W,F115W_A7_0510407,149.91983303617675,2.0693628271518927,-7.414768218994141,118.1280746459961,3993.22412109375,A7,False,True,False,True,False,True,True,True,True,False,False,False,False,0.710820198059082
Euclid VIS,VIS_101544257_1202515,150.1451052709972,2.2012718468454926,-3.4956674575805664,4.976553916931152,3990.1884765625,101544257,False,True,True,True,False,False,True,True,True,False,False,False,False,0.7875789403915405
JWST F115W,F115W_B3_0856085,150.21188946663725,2.53913668189474,-7.199034690856934,117.66179656982422,3984.24951171875,B3,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6444368958473206
JWST F115W,F115W_A9_0607869,150.14374523222992,1.890432252146011,-7.187742233276367,116.68069458007812,3950.089599609375,A9,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7119943499565125
JWST F115W,F115W_A9_0608272,150.14665906470677,1.8914878877524384,-7.103024005889893,116.49419403076172,3943.77587890625,A9,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7014468312263489
JWST F115W,F115W_A4_0322712,150.3098188258125,2.0749088995438543,-7.6930623054504395,116.20108795166016,3935.736328125,A4,False,True,False,True,False,True,True,True,True,False,False,False,False,0.4625808596611023
JWST F115W,F115W_B9_1181932,150.31172892206143,2.1861523775905973,-7.219972610473633,114.91883087158203,3933.516845703125,B9,False,True,False,True,False,True,False,True,True,False,False,False,False,0.6258269548416138
Euclid VIS,VIS_101541376_0529742,149.8090770910928,1.885121368579652,-3.5676515102386475,4.507286548614502,3919.451416015625,101541376,False,True,False,True,False,False,False,True,True,False,False,False,False,0.711682915687561
JWST F115W,F115W_A8_0532751,149.95806680643483,1.9042853514721707,-7.146058082580566,116.56896209716797,3916.751953125,A8,False,True,False,True,False,True,False,True,True,False,False,False,False,0.6452264189720154
JWST F115W,F115W_A1_0013617,149.73913014858877,2.169579047890618,-7.117936134338379,110.0055923461914,3899.247802734375,A1,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6962572932243347
Euclid VIS,VIS_101544256_1151871,149.71543215030798,2.2637044651738325,-3.4107666015625,4.41793966293335,3895.17529296875,101544256,False,True,False,True,False,False,False,True,True,False,False,False,False,0.778433620929718
JWST F115W,F115W_B9_1195382,150.32240035080568,2.232049694245228,-7.030994892120361,113.78105163574219,3894.572021484375,B9,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7151996493339539
JWST F115W,F115W_A5_0379293,150.35035484338385,2.07493433101023,-7.209312915802002,117.0175552368164,3881.998291015625,A5,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6825565099716187
JWST F115W,F115W_B3_0855370,150.21905254139233,2.534635110265066,-6.992784023284912,113.99370574951172,3860.041015625,B3,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7832210659980774
JWST F115W,F115W_A6_0406694,149.72969983550857,1.9800341712685978,-6.954747200012207,113.73602294921875,3855.986328125,A6,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7719106674194336
JWST F115W,F115W_B5_0961382,150.45851049108126,2.427181606569357,-6.979226589202881,117.64006042480469,3831.2119140625,B5,False,True,False,True,False,True,False,True,True,False,False,False,False,0.777011513710022
JWST F115W,F115W_A7_0460546,149.9285839144514,1.8770386869766704,-7.130033493041992,112.79361724853516,3812.897216796875,A7,False,True,False,True,False,True,True,True,True,False,False,False,False,0.826343297958374
Euclid VIS,VIS_101545697_1541777,150.07322073630937,2.444166459924426,-3.495495319366455,5.405389308929443,3768.793212890625,101545697,False,True,True,True,False,False,True,True,True,False,False,False,False,0.8028606176376343
JWST F115W,F115W_A9_0598682,150.13164383061402,1.8620065652320834,-7.026991844177246,110.7236328125,3748.420166015625,A9,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7476115822792053
JWST F115W,F115W_A9_0601223,150.16281896569217,1.8692641049563998,-7.206878662109375,110.63949584960938,3745.57177734375,A9,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6112326383590698
JWST F115W,F115W_B7_1096395,149.99972141530898,2.450580411839906,-6.93147611618042,110.14825439453125,3739.912353515625,B7,False,True,False,True,False,True,True,True,True,False,False,False,False,0.791206419467926
JWST F115W,F115W_A5_0381022,150.34996021189485,2.079262502806459,-6.8241143226623535,112.48468780517578,3731.622802734375,A5,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7846011519432068
JWST F115W,F115W_B6_0995279,149.9141785198881,2.335616720064302,-6.758039474487305,110.59363555908203,3712.625732421875,B6,False,True,False,True,False,True,True,True,True,False,False,False,False,0.8119722008705139
Euclid VIS,VIS_101545697_1551703,150.14840461111828,2.5245009856520317,-3.5149245262145996,5.316046237945557,3706.500732421875,101545697,False,True,True,True,False,False,True,True,True,False,False,False,False,0.7875383496284485
JWST F115W,F115W_A6_0432269,149.84465010893285,2.0353829501994523,-6.6742753982543945,109.16188049316406,3700.909423828125,A6,False,True,False,True,False,True,True,True,True,False,False,False,False,0.8184525966644287
JWST F115W,F115W_B4_0918777,150.33447643500358,2.5273228904014697,-6.9499969482421875,109.3344955444336,3690.785888671875,B4,False,True,False,True,False,True,True,True,True,False,False,False,False,0.8461164832115173
JWST F115W,F115W_B7_1101850,150.09114672016463,2.430527213978212,-6.711973667144775,108.52007293701172,3684.630126953125,B7,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7997859716415405
Euclid VIS,VIS_101541375_0468231,149.6032053380689,1.7607763759496224,-3.522958755493164,4.7154645919799805,3675.096923828125,101541375,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7566285133361816
JWST F115W,F115W_A6_0431675,149.71659857557935,2.078172602741465,-6.939756393432617,107.98635864257812,3661.0556640625,A6,False,True,False,True,False,True,True,True,True,False,False,False,False,0.718198835849762
Euclid VIS,VIS_101544258_1277111,150.45312608664207,2.3638074962668276,-3.550705909729004,5.071166038513184,3648.158447265625,101544258,False,True,True,True,False,False,False,True,True,False,False,False,False,0.773610532283783
JWST F115W,F115W_B10_0738575,150.48168793124051,2.2731739364497487,-6.933022499084473,110.65532684326172,3640.108154296875,B10,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6987352967262268
JWST F115W,F115W_A8_0547792,150.06313051287924,1.9202701963100504,-6.714200019836426,107.57777404785156,3614.645263671875,A8,False,True,False,True,False,True,True,True,True,False,False,False,False,0.8012272715568542
JWST F115W,F115W_B5_0969660,150.55986111009778,2.4326679680145786,-6.840234756469727,110.6446762084961,3603.3916015625,B5,False,True,False,True,False,True,True,True,True,False,False,False,False,0.8364132046699524
Euclid VIS,VIS_101544257_1192808,150.09722655953746,2.140977083258357,-3.5019946098327637,4.493847846984863,3603.15576171875,101544257,True,True,True,True,False,False,True,True,True,False,False,False,False,0.7381342649459839
JWST F115W,F115W_A9_0594005,150.21825502984368,1.8156492339130523,-7.80885648727417,106.1612319946289,3593.96533203125,A9,False,True,False,True,True,True,True,True,True,False,False,False,False,0.6891679167747498
JWST F115W,F115W_B4_0893920,150.31795047991767,2.435634189110225,-6.91412353515625,106.31670379638672,3588.914794921875,B4,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7565404176712036
Euclid VIS,VIS_101545696_1530624,149.81770947352783,2.641102419855855,-3.4774179458618164,4.999074935913086,3581.24560546875,101545696,False,True,False,True,False,False,False,True,True,False,False,False,False,0.789945662021637
JWST F115W,F115W_B9_1170079,150.27030456990298,2.1568851464786762,-6.902758598327637,103.66625213623047,3548.356201171875,B9,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7307401299476624
Euclid VIS,VIS_101545697_1534624,150.1858259740005,2.3884208209151168,-3.4751667976379395,5.072629928588867,3536.783935546875,101545697,False,True,True,True,False,False,True,True,True,False,False,False,False,0.791638195514679
JWST F115W,F115W_A4_0302765,150.25173049958246,2.0170437249656414,-6.857305526733398,104.1740493774414,3528.380126953125,A4,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7614137530326843
JWST F115W,F115W_B9_1171222,150.33535560672095,2.1356443344739704,-7.119875431060791,103.0811996459961,3528.33056640625,B9,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6994829773902893
JWST F115W,F115W_B2_0785364,150.0439047020018,2.5717374685332226,-6.812061786651611,104.7750473022461,3512.610107421875,B2,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7233988046646118
JWST F115W,F115W_A3_0261451,150.07165274797885,2.159546143762774,-6.718995094299316,101.9484634399414,3511.244140625,A3,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7692513465881348
JWST F115W,F115W_A2_0127416,149.99276592641715,2.0517021823601973,-6.829917907714844,103.31473541259766,3499.4443359375,A2,False,True,False,True,False,True,True,True,True,False,False,False,False,0.794976532459259
Euclid VIS,VIS_101542817_0833128,149.98758591808664,1.9606941738349262,-3.540994882583618,4.757009506225586,3497.351806640625,101542817,True,True,True,True,False,False,False,True,True,False,False,False,False,0.7600634694099426
Euclid VIS,VIS_101539938_0289243,150.37447134296508,1.628527835801337,-3.300081491470337,4.2869157791137695,3496.827880859375,101539938,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7931476831436157
JWST F115W,F115W_B8_1122328,150.10049390283947,2.2871789027001093,-6.933150768280029,100.56499481201172,3483.5791015625,B8,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7012994289398193
Euclid VIS,VIS_101541376_0498246,149.69250659466775,1.6802049657939964,-3.43233060836792,3.9980382919311523,3476.61865234375,101541376,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7325029969215393
JWST F115W,F115W_B7_1101046,150.08210185862748,2.431988400786202,-6.63591194152832,102.36576843261719,3475.670166015625,B7,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7826207876205444
JWST F115W,F115W_B5_0969677,150.55563525444026,2.4345682864419564,-6.862764358520508,105.79156494140625,3445.33935546875,B5,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7390033602714539
JWST F115W,F115W_A9_0617129,150.13443990680935,1.9336437732261431,-7.265411376953125,101.18274688720703,3425.424560546875,A9,False,True,False,True,False,True,False,True,True,False,False,False,False,0.6849926710128784
Euclid VIS,VIS_101544258_1277683,150.28071694466604,2.368190636237232,-3.5408010482788086,4.756343364715576,3421.67724609375,101544258,False,True,True,True,False,False,True,True,True,False,False,False,False,0.7432911992073059
JWST F115W,F115W_A2_0192404,150.0018289518422,2.2387854609567963,-7.2719526290893555,99.84842681884766,3382.03466796875,A2,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7440697550773621
JWST F115W,F115W_A1_0032427,149.84783206759198,2.1971166479381976,-6.935867786407471,94.52525329589844,3350.533203125,A1,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7068426012992859
JWST F115W,F115W_A5_0371832,150.41075425487367,2.0087581792024003,-6.686591625213623,100.98062896728516,3349.9814453125,A5,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7741859555244446
JWST F115W,F115W_B2_0802451,150.06911139574873,2.633007091263011,-7.0307135581970215,99.2935562133789,3328.841796875,B2,False,True,False,True,False,True,False,True,True,False,False,False,False,0.6698211431503296
JWST F115W,F115W_B3_0861904,150.24418690934095,2.5605971551778075,-6.8139543533325195,98.24401092529297,3326.726806640625,B3,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7621011734008789
JWST F115W,F115W_A9_0627372,150.1968396233016,1.9496020924108695,-6.935579776763916,98.09659576416016,3320.946533203125,A9,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7079728245735168
JWST F115W,F115W_B6_1011799,149.9385477777076,2.385014097880193,-6.737051963806152,98.8261489868164,3317.591552734375,B6,False,True,False,True,True,True,True,True,True,False,False,False,False,0.7727199792861938
Euclid VIS,VIS_101539937_0246969,150.15441284425128,1.633886089720558,-3.5364115238189697,5.240242958068848,3312.890380859375,101539937,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7882145047187805
Euclid VIS,VIS_101544258_1278318,150.36963664261685,2.372823339629821,-3.461141347885132,4.58201789855957,3296.268798828125,101544258,False,True,True,True,False,False,True,True,True,False,False,False,False,0.7693037986755371
Euclid VIS,VIS_101541375_0451299,149.67533302664646,1.649521044179761,-4.031052112579346,4.220800876617432,3289.5703125,101541375,False,True,False,True,False,False,False,True,True,False,False,False,False,0.6811736226081848
JWST F115W,F115W_B9_1212907,150.34693253465343,2.2801648235224,-6.788369178771973,95.84020233154297,3280.48095703125,B9,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7159469723701477
JWST F115W,F115W_A8_0544521,150.0177486158269,1.9297882739114043,-7.132205963134766,97.46509552001953,3274.856201171875,A8,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6678169965744019
JWST F115W,F115W_B9_1177341,150.3436354052225,2.158258929937416,-6.73037052154541,95.03961944580078,3253.078125,B9,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7522837519645691
JWST F115W,F115W_B1_0670282,149.9873751936527,2.5635289968940476,-6.687494277954102,97.22544860839844,3252.79296875,B1,False,True,False,True,False,True,True,True,True,False,False,False,False,0.8024006485939026
JWST F115W,F115W_B9_1202449,150.3472299028819,2.2380579144948,-7.027520656585693,94.83646392822266,3246.12451171875,B9,False,True,False,True,False,True,False,True,True,False,False,False,False,0.6647419929504395
JWST F115W,F115W_B6_1026117,149.98815497399073,2.421790389839145,-6.748682022094727,96.676513671875,3245.42822265625,B6,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7203966379165649
Euclid VIS,VIS_101544258_1278072,150.37549667430167,2.370831437302248,-4.159886360168457,4.508469104766846,3243.3583984375,101544258,True,True,True,True,False,False,True,True,True,False,False,False,False,0.6809461116790771
Euclid VIS,VIS_101541376_0487884,149.83217594643236,1.6109200041467837,-3.2058839797973633,3.7290847301483154,3242.74169921875,101541376,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7845064997673035
JWST F115W,F115W_B8_1163085,150.26688325879633,2.3622846499514654,-6.704297065734863,93.08741760253906,3224.55517578125,B8,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7602500915527344
Euclid VIS,VIS_101541376_0491374,149.90099972133882,1.6313930865763597,-3.299614191055298,3.6880862712860107,3207.09033203125,101541376,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7431954145431519
Euclid VIS,VIS_101542817_0797029,150.05895936030674,1.8684721058297717,-3.4401462078094482,4.3506975173950195,3198.63134765625,101542817,True,True,True,True,False,False,True,True,True,False,False,False,False,0.742206871509552
JWST F115W,F115W_A6_0443629,149.84951915156725,2.0746651244879333,-6.781063079833984,93.9844741821289,3186.3505859375,A6,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7073362469673157
JWST F115W,F115W_A9_0634972,150.26795287726344,1.9496503256140092,-6.972907066345215,93.95620727539062,3180.7783203125,A9,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6896170377731323
JWST F115W,F115W_B4_0877939,150.3263883842301,2.3511263414430097,-6.98455286026001,93.93584442138672,3170.976318359375,B4,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7251285314559937
JWST F115W,F115W_B10_0710964,150.42394692654597,2.159857112017844,-6.933124542236328,96.27307891845703,3166.990966796875,B10,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7248865962028503
JWST F115W,F115W_B2_0800891,150.1627154468665,2.5956305252343457,-6.786005020141602,94.04090118408203,3152.7451171875,B2,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7124408483505249
Euclid VIS,VIS_101539938_0290913,150.24289235781262,1.6382278433446054,-3.2540438175201416,3.8541882038116455,3143.85302734375,101539938,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7541103363037109
Euclid VIS,VIS_101542817_0832284,149.95116652797168,1.9525845938714415,-3.4253220558166504,4.266361713409424,3136.627685546875,101542817,True,True,True,True,False,False,True,True,True,False,False,False,False,0.747929036617279
Euclid VIS,VIS_101541375_0445992,149.65097954087946,1.6137367618694942,-3.3424570560455322,4.023575305938721,3135.8583984375,101541375,False,True,False,True,False,False,False,True,True,False,False,False,False,0.768369734287262
JWST F115W,F115W_B9_1205970,150.3786465776773,2.2404449838503804,-6.599969387054443,91.529541015625,3132.932861328125,B9,False,True,False,True,False,True,True,True,True,False,False,False,False,0.8011371493339539
Euclid VIS,VIS_101545698_1599813,150.2939593402378,2.6160220319217857,-3.421311616897583,4.976840972900391,3119.533203125,101545698,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7969599962234497
JWST F115W,F115W_A10_0112078,150.26511778470544,1.9135378305035684,-6.847228527069092,91.76695251464844,3102.67822265625,A10,False,True,False,True,False,True,False,True,True,False,False,False,False,0.6981632709503174
JWST F115W,F115W_B4_0893731,150.32284214837455,2.4334736076733363,-6.6571502685546875,91.88655853271484,3101.798828125,B4,False,True,False,True,False,True,False,True,True,False,False,False,False,0.739294707775116
JWST F115W,F115W_B5_0946559,150.45618058653767,2.3513247513582414,-6.812623023986816,95.1368179321289,3098.343505859375,B5,False,True,False,True,False,True,False,True,True,False,False,False,False,0.6925803422927856
Euclid VIS,VIS_101541376_0506371,149.90281526534696,1.734734721290659,-3.394200563430786,3.551800012588501,3088.578369140625,101541376,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7002833485603333
Euclid VIS,VIS_101542816_0787217,149.68104390777023,2.118298658960372,-3.4309773445129395,4.367180824279785,3076.412109375,101542816,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7626929879188538
JWST F115W,F115W_A9_0629273,150.13818980758342,1.9839558138118263,-6.898881912231445,90.59687805175781,3067.05224609375,A9,False,True,False,True,True,True,False,True,True,False,False,False,False,0.6633760929107666
Euclid VIS,VIS_101541375_0478412,149.65029934045674,1.8318596761804258,-3.192375659942627,3.923292875289917,3057.701171875,101541375,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7924336791038513
JWST F115W,F115W_A4_0332725,150.25772211830036,2.1287446914596204,-6.579535484313965,90.19198608398438,3054.806884765625,A4,False,True,False,True,False,True,True,True,True,False,False,False,False,0.8106077909469604
JWST F115W,F115W_B6_1018216,149.98155520963795,2.3988642943450116,-6.584476947784424,90.66600036621094,3043.655517578125,B6,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7761518955230713
JWST F115W,F115W_A10_0113184,150.32061077358756,1.904565393840648,-6.659151077270508,89.93204498291016,3040.63916015625,A10,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7658053040504456
JWST F115W,F115W_A7_0476763,149.90921554611617,1.9621643219338374,-6.736429214477539,89.68154907226562,3031.6123046875,A7,False,True,False,True,False,True,True,True,True,False,False,False,False,0.733673632144928
JWST F115W,F115W_B8_1148186,150.1533223175421,2.3501528175464315,-6.49613618850708,87.4301528930664,3028.587158203125,B8,False,True,False,True,False,True,False,True,True,False,False,False,False,0.845532238483429
JWST F115W,F115W_B10_0712436,150.4506894091713,2.166544453632264,-6.873560428619385,91.98957824707031,3026.081298828125,B10,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6865239143371582
JWST F115W,F115W_A1_0006753,149.81472715218842,2.119215450730143,-6.88741397857666,85.343994140625,3025.09521484375,A1,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6686230301856995
JWST F115W,F115W_B5_0943704,150.4891222936984,2.325265363861603,-6.865715026855469,92.86288452148438,3024.287841796875,B5,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7630378007888794
JWST F115W,F115W_B3_0823553,150.23069307590345,2.4291324219937986,-6.618070125579834,89.21593475341797,3021.019287109375,B3,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7389571070671082
JWST F115W,F115W_A9_0588059,150.14904649950327,1.811082206802282,-6.868040561676025,89.1171646118164,3016.958251953125,A9,False,True,False,True,True,True,True,True,True,False,False,False,False,0.6694265007972717
JWST F115W,F115W_A7_0463609,149.94441430113852,1.8821424928977675,-6.744367599487305,89.04043579101562,3009.93994140625,A7,False,True,False,True,True,True,True,True,True,False,False,False,False,0.7395417094230652
JWST F115W,F115W_A9_0607764,150.17056402936262,1.8804439246251763,-6.890265941619873,88.5942153930664,2999.25439453125,A9,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6515674591064453
Euclid VIS,VIS_101545697_1566342,149.9922886248516,2.632590802494707,-3.5073680877685547,4.294625282287598,2994.336669921875,101545697,False,True,True,True,False,False,True,True,True,False,False,False,False,0.7219103574752808
Euclid VIS,VIS_101541376_0519866,149.76384720508074,1.8219410601471318,-3.1148574352264404,3.4398176670074463,2991.200439453125,101541376,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7707228064537048
JWST F115W,F115W_A6_0403161,149.7165349285782,1.9676799790204675,-6.600215911865234,88.2164306640625,2990.796875,A6,False,True,False,True,True,True,True,True,True,False,False,False,False,0.7762919068336487
Euclid VIS,VIS_101545697_1537743,149.98562822430833,2.4104093388926278,-3.2874677181243896,4.266757965087891,2974.90673828125,101545697,True,True,True,True,False,False,True,True,True,False,False,False,False,0.7826430797576904
Euclid VIS,VIS_101545698_1570044,150.44744693869552,2.379945404761146,-3.419227361679077,4.737364768981934,2969.42724609375,101545698,False,True,True,True,False,False,False,True,True,False,False,False,False,0.7976589798927307
JWST F115W,F115W_A2_0157835,149.92526111152534,2.1839929334580606,-6.705929756164551,87.63488006591797,2968.34130859375,A2,False,True,False,True,False,True,False,True,True,False,False,False,False,0.787559449672699
JWST F115W,F115W_A9_0627808,150.26354333479455,1.929884536970336,-6.683506488800049,87.08203125,2948.06103515625,A9,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7661469578742981
JWST F115W,F115W_B7_1056219,150.07779354678024,2.2772400451481603,-6.596421241760254,86.61186981201172,2940.771240234375,B7,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7871126532554626
JWST F115W,F115W_A10_0094195,150.32249214566244,1.82041770486563,-6.784686088562012,86.93555450439453,2939.32666015625,A10,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7448760867118835
JWST F115W,F115W_B5_0944395,150.41685716468368,2.353880480225803,-6.810027122497559,90.11771392822266,2934.88525390625,B5,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7253072261810303
JWST F115W,F115W_A9_0587462,150.12996302208933,1.8131311362781888,-6.463369369506836,86.20929718017578,2918.515625,A9,False,True,False,True,True,True,False,True,True,False,False,False,False,0.7753349542617798
JWST F115W,F115W_B6_1037624,149.93282380269673,2.486802707119078,-6.554393768310547,86.86783599853516,2916.1513671875,B6,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7964044213294983
JWST F115W,F115W_B9_1213762,150.270442555856,2.3115163591986767,-6.558877944946289,85.17366027832031,2915.379638671875,B9,False,True,False,True,False,True,False,True,True,False,False,False,False,0.7988831400871277
JWST F115W,F115W_A1_0070853,149.8348250671634,2.317877643533164,-7.465973377227783,82.10405731201172,2910.252685546875,A1,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6637880206108093
JWST F115W,F115W_B4_0898189,150.30160281235325,2.4511334305814514,-6.623610973358154,85.90898895263672,2900.01513671875,B4,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7598974704742432
JWST F115W,F115W_B1_0650069,149.89753700933036,2.524969728352698,-6.799220561981201,86.44792175292969,2892.218017578125,B1,False,True,False,True,False,True,True,True,True,False,False,False,False,0.6961677670478821
Euclid VIS,VIS_101545698_1584207,150.2370299167068,2.4919150753183192,-3.340902090072632,4.596489906311035,2881.12548828125,101545698,False,True,True,True,False,False,True,True,True,False,False,False,False,0.8045967817306519
Euclid VIS,VIS_101541375_0481298,149.66369867521615,1.8522024085708175,-3.3041329383850098,3.695553779602051,2880.207763671875,101541375,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7378184795379639
JWST F115W,F115W_B6_1013908,149.90043367786674,2.4030558745332593,-6.668056964874268,85.68896484375,2876.57666015625,B6,False,True,False,True,False,True,True,True,True,False,False,False,False,0.693166196346283
JWST F115W,F115W_A1_0044882,149.83544958211613,2.2320933807010137,-6.621556758880615,80.87998962402344,2866.864501953125,A1,False,True,False,True,False,True,True,True,True,False,False,False,False,0.780585765838623
Euclid VIS,VIS_101539939_0361251,150.53501326855576,1.6301421913869527,-3.3866467475891113,4.540806293487549,2866.10791015625,101539939,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7796167731285095
JWST F115W,F115W_B3_0845602,150.31260551850403,2.468879794641013,-6.700512886047363,84.2721939086914,2853.61474609375,B3,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7224789261817932
JWST F115W,F115W_A5_0359630,150.38670662543245,1.9665896703109615,-6.625482559204102,85.95584869384766,2851.541748046875,A5,False,True,False,True,False,True,True,True,True,False,False,False,False,0.8224467039108276
Euclid VIS,VIS_101542817_0799839,150.07031682368586,1.87237961742392,-3.4665069580078125,3.856654644012451,2835.4111328125,101542817,True,True,True,True,False,False,True,True,True,False,False,False,False,0.6837637424468994
Euclid VIS,VIS_101544256_1180693,149.90530260534248,2.3775555440397715,-2.9892537593841553,3.2107603549957275,2830.838623046875,101544256,False,True,True,True,False,False,True,True,True,False,False,False,False,0.783804178237915
JWST F115W,F115W_A1_0007443,149.7945531933845,2.127584636645462,-6.394247531890869,79.6145248413086,2822.0087890625,A1,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7692363858222961
Euclid VIS,VIS_101539939_0359924,150.6276827725779,1.6178527632141406,-3.535284996032715,4.459874153137207,2815.0244140625,101539939,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7433218955993652
JWST F115W,F115W_B9_1173775,150.2455941567499,2.173567332771824,-6.560620307922363,82.20573425292969,2813.79150390625,B9,False,True,False,True,True,True,False,True,True,False,False,False,False,0.7615458965301514
JWST F115W,F115W_B8_1106916,150.12872148536772,2.208887528521674,-6.591701984405518,81.11962890625,2809.989990234375,B8,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7578778266906738
JWST F115W,F115W_B3_0811980,150.14682010425486,2.409499562517525,-6.472663879394531,82.80145263671875,2803.812744140625,B3,False,True,False,True,False,True,False,True,True,False,False,False,False,0.8016855716705322
JWST F115W,F115W_A10_0087643,150.29873862227242,1.7967347140104386,-6.92801570892334,82.8056640625,2799.693359375,A10,False,True,False,True,True,True,True,True,True,False,False,False,False,0.6571765542030334
Euclid VIS,VIS_101545697_1531100,150.23361193706248,2.3606515015082383,-3.292581081390381,4.0084991455078125,2794.84130859375,101545697,True,True,True,True,False,False,False,True,True,False,False,False,False,0.7732053995132446
JWST F115W,F115W_A10_0092850,150.32087217108182,1.8182952632440872,-6.514313220977783,82.62559509277344,2793.605224609375,A10,False,True,False,True,False,True,True,True,True,False,False,False,False,0.8091014623641968
JWST F115W,F115W_B1_0681325,150.02080116820758,2.5946437168161816,-6.567850589752197,83.11065673828125,2780.56591796875,B1,False,True,False,True,False,True,True,True,True,False,False,False,False,0.7584812641143799
Euclid VIS,VIS_101542816_0787980,149.73769295951732,2.1242911058511327,-3.4545013904571533,3.9455065727233887,2779.368408203125,101542816,True,True,True,True,False,False,False,True,True,False,False,False,False,0.7216024994850159
Euclid VIS,VIS_101539936_0188118,149.82006958658036,1.5968925231994302,-3.405029773712158,4.579677104949951,2772.91357421875,101539936,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7957419157028198
