found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,vetoed_by_sat_v2,sharpness
JWST F115W,F115W_A6_0430753,149.8092508320887,2.0351502577623504,-3.422546863555908,2.3244564533233643,78.80592346191406,A6,False,True,False,True,False,True,True,True,True,False,0.6494469046592712
JWST F115W,F115W_A6_0443630,149.8448277614043,2.0763910550701734,-3.8424201011657715,2.323740005493164,78.78163146972656,A6,False,True,False,True,True,True,True,True,True,False,0.5918780565261841
Euclid VIS,VIS_101547136_1903531,150.131986502422,2.6714462695203585,-0.5389719605445862,0.15176956355571747,78.77699279785156,101547136,False,True,False,True,False,False,False,True,True,False,0.6277337074279785
Euclid VIS,VIS_101545696_1454131,149.95518929587163,2.3772085139238763,-0.26014381647109985,0.1099633276462555,78.77571105957031,101545696,True,True,True,True,False,False,True,True,True,False,0.6254740357398987
Euclid VIS,VIS_101539938_0284782,150.32656245749806,1.6009163736685907,-0.8952715992927551,0.09651059657335281,78.7234878540039,101539938,False,True,False,True,False,False,False,True,True,False,0.5821282267570496
Euclid VIS,VIS_101541376_0519077,149.77800347808366,1.8173855605615825,0.24114567041397095,0.09050793945789337,78.70399475097656,101541376,False,True,False,True,False,False,False,True,True,False,0.6498003602027893
JWST F115W,F115W_A9_0596990,150.1954639505922,1.8312229090471162,-3.921967029571533,2.324713945388794,78.70049285888672,A9,False,True,False,True,True,True,True,True,True,False,0.6491190195083618
Euclid VIS,VIS_101545697_1547364,150.03022304310915,2.490315508124901,-0.593633770942688,0.11287008225917816,78.69627380371094,101545697,False,True,True,True,False,False,False,True,True,False,0.6535636186599731
JWST F115W,F115W_A6_0435924,149.75865910531044,2.079139856266245,-4.025808811187744,2.320535182952881,78.67298126220703,A6,False,True,False,True,True,True,True,True,True,False,0.6544206142425537
JWST F115W,F115W_B9_1221488,150.32416323771653,2.330978510123606,-3.7762296199798584,2.298400640487671,78.67115783691406,B9,False,True,False,True,False,True,True,True,True,False,0.671985924243927
Euclid VIS,VIS_101542818_0881163,150.20300141527045,1.9265866831778353,-0.13148118555545807,0.12037461996078491,78.66475677490234,101542818,True,True,True,True,False,False,True,True,True,False,0.6534470915794373
Euclid VIS,VIS_101541375_0477276,149.6783070937949,1.8236468590478743,0.11463280022144318,0.10090385377407074,78.64154815673828,101541375,False,True,False,True,False,False,False,True,True,False,0.6710609197616577
Euclid VIS,VIS_101542817_0832991,150.20441923930778,1.9593615549480932,0.18149934709072113,0.10695195943117142,78.63104248046875,101542817,True,True,True,True,False,False,False,True,True,False,0.6915474534034729
JWST F115W,F115W_B7_1051297,150.03188195876254,2.2792104866696823,-3.88724946975708,2.315563917160034,78.62136840820312,B7,False,True,False,True,False,True,False,True,True,False,0.6442862153053284
Euclid VIS,VIS_101542818_0936007,150.35650016981967,2.0804805255539174,-0.20986394584178925,0.12030743062496185,78.620849609375,101542818,False,True,True,True,False,False,True,True,True,False,0.6310209631919861
JWST F115W,F115W_B1_0659573,149.9580552158074,2.540057096994134,-3.3994781970977783,2.3499348163604736,78.61986541748047,B1,False,True,False,True,False,True,True,True,True,False,0.6707029938697815
JWST F115W,F115W_A1_0054972,149.91185179449772,2.2418526156785883,-4.029080390930176,2.2180230617523193,78.61983489990234,A1,False,True,False,True,True,True,True,True,True,False,0.6432802677154541
JWST F115W,F115W_B9_1217643,150.3357385389837,2.3051005975410344,-4.252453804016113,2.296785831451416,78.61588287353516,B9,False,True,False,True,True,True,False,True,True,False,0.658664345741272
JWST F115W,F115W_B3_0860355,150.19716066282905,2.5675509688904716,-3.49556303024292,2.321627378463745,78.61466217041016,B3,False,True,False,True,False,True,True,True,True,False,0.6683478951454163
Euclid VIS,VIS_101541379_0582439,150.4544449706235,1.8597309456697992,-0.31825315952301025,0.1171407625079155,78.59970092773438,101541379,False,True,False,True,False,False,False,True,True,False,0.607351541519165
Euclid VIS,VIS_101544257_1202124,150.0908908823117,2.1987142809059437,0.031912319362163544,0.09802894294261932,78.59935760498047,101544257,False,True,True,True,False,False,True,True,True,False,0.6519312262535095
Euclid VIS,VIS_101542820_0959939,150.7776815084477,1.8825336956161418,-0.48925554752349854,0.1587362140417099,78.58717346191406,101542820,False,True,False,True,False,False,False,True,True,False,0.6722562909126282
Euclid VIS,VIS_101541379_0554733,150.4788086485513,1.6232517868011418,0.119000144302845,0.11711763590574265,78.58418273925781,101541379,False,True,False,True,False,False,False,True,True,False,0.6612446904182434
Euclid VIS,VIS_101544257_1213962,149.99272120784872,2.2803627325285682,0.12350781261920929,0.09799230843782425,78.56998443603516,101544257,False,True,True,True,False,False,False,True,True,False,0.6764164566993713
Euclid VIS,VIS_101545698_1592457,150.35337115200505,2.556666288492065,-0.8162596821784973,0.12534165382385254,78.56539154052734,101545698,False,True,False,True,False,False,False,True,True,False,0.6057056784629822
Euclid VIS,VIS_101547136_1899404,150.12028208184105,2.6303334450401006,-0.19769372045993805,0.15132026374340057,78.54377746582031,101547136,False,True,False,True,False,False,False,True,True,False,0.6993067860603333
Euclid VIS,VIS_101541376_0525444,149.86155602558802,1.8581797267984217,0.1191183552145958,0.09030521661043167,78.5277099609375,101541376,False,True,False,True,False,False,False,True,True,False,0.6357903480529785
JWST F115W,F115W_B2_0795416,150.17087727834706,2.5658875874227847,-3.9902474880218506,2.3421998023986816,78.52284240722656,B2,False,True,False,True,False,True,True,True,True,False,0.5901786684989929
JWST F115W,F115W_A3_0213667,150.14127301603202,2.026934501705284,-4.148394584655762,2.2796483039855957,78.51419830322266,A3,False,True,False,True,True,True,True,True,True,False,0.6111803650856018
Euclid VIS,VIS_101541375_0450275,149.5013382134902,1.6423600792353719,-0.09438149631023407,0.1007247194647789,78.50193786621094,101541375,False,True,False,True,False,False,False,True,True,False,0.6277233958244324
Euclid VIS,VIS_101544257_1197099,150.05793625180513,2.165305668048213,-0.2906043231487274,0.09790398925542831,78.4991683959961,101544257,True,True,True,True,False,False,False,True,True,False,0.6364286541938782
JWST F115W,F115W_A1_0066697,149.84474369583725,2.3063793725489545,-3.7738702297210693,2.2143452167510986,78.48947143554688,A1,False,True,False,True,True,True,True,True,True,False,0.6347723603248596
JWST F115W,F115W_B3_0813596,150.14890859300579,2.4131504569358513,-3.9098806381225586,2.317434072494507,78.47267150878906,B3,False,True,False,True,False,True,False,True,True,False,0.6102205514907837
Euclid VIS,VIS_101542817_0852397,149.95352943905968,2.1161806128399814,0.21967002749443054,0.10670156031847,78.44695281982422,101542817,True,True,True,True,False,False,True,True,True,False,0.6793960928916931
JWST F115W,F115W_A2_0135339,149.88436144971112,2.122841113096813,-3.5199382305145264,2.31589412689209,78.4432373046875,A2,False,True,False,True,False,True,True,True,True,False,0.685401439666748
Euclid VIS,VIS_101544256_1178355,149.95550260213315,2.372653116380583,-0.09404352307319641,0.08895201236009598,78.42652893066406,101544256,True,True,True,True,False,False,True,True,True,False,0.5920079350471497
Euclid VIS,VIS_101547136_1913541,150.2283039689307,2.7680306478697316,-1.0915910005569458,0.1510685533285141,78.41313171386719,101547136,False,True,False,True,False,False,False,True,True,False,0.591888964176178
Euclid VIS,VIS_101544255_1125307,149.7231630250286,2.3341262491552985,-1.09043550491333,0.16449406743049622,78.3886489868164,101544255,False,True,False,True,False,False,False,True,True,False,0.6411804556846619
Euclid VIS,VIS_101541379_0577703,150.68594442408437,1.8231070390383786,-0.3715265989303589,0.11680421233177185,78.3738784790039,101541379,False,True,False,True,False,False,False,True,True,False,0.6820489168167114
Euclid VIS,VIS_101541376_0499561,149.72754593095715,1.689514301496692,-0.32481327652931213,0.0900823250412941,78.33389282226562,101541376,False,True,False,True,False,False,False,True,True,False,0.6339331865310669
Euclid VIS,VIS_101547136_1907008,150.0108233363037,2.7040897933796244,-0.19450636208057404,0.15082576870918274,78.287109375,101547136,False,True,False,True,False,False,False,True,True,False,0.6619799733161926
Euclid VIS,VIS_101541375_0446357,149.66724832648882,1.6166052321735276,-0.5069493055343628,0.10042726993560791,78.27011108398438,101541375,False,True,False,True,False,False,False,True,True,False,0.6079875230789185
JWST F115W,F115W_B10_0724054,150.43969053089413,2.2390881012128636,-3.6239304542541504,2.379190444946289,78.2656478881836,B10,False,True,False,True,True,True,True,True,True,False,0.6451711058616638
Euclid VIS,VIS_101544258_1272771,150.43178471293464,2.331406225426869,-0.9963258504867554,0.1087765097618103,78.25299835205078,101544258,True,True,True,True,False,False,False,True,True,False,0.6114184260368347
JWST F115W,F115W_A5_0392171,150.42744323200944,2.1000740371132562,-3.593035936355591,2.3583033084869385,78.23551940917969,A5,False,True,False,True,False,True,True,True,True,False,0.6111788153648376
Euclid VIS,VIS_101544256_1134421,149.7949802216927,2.1505683409375442,-0.5185438394546509,0.08872338384389877,78.2249526977539,101544256,True,True,True,True,False,False,True,True,True,False,0.5709882974624634
JWST F115W,F115W_A9_0598280,150.13735932499867,1.856742789012417,-3.896542549133301,2.3100156784057617,78.2029037475586,A9,False,True,False,True,False,True,False,True,True,False,0.6012653112411499
JWST F115W,F115W_B7_1077949,149.9815835475237,2.39800790387226,-3.7099931240081787,2.3028359413146973,78.189208984375,B7,False,True,False,True,False,True,True,True,True,False,0.6847629547119141
Euclid VIS,VIS_101544258_1271731,150.42631561985579,2.323436034103835,0.10615702718496323,0.10866736620664597,78.17447662353516,101544258,True,True,True,True,False,False,False,True,True,False,0.6767255663871765
Euclid VIS,VIS_101544256_1146596,149.78412825162334,2.23105014788497,-0.17328408360481262,0.08864130079746246,78.152587890625,101544256,False,True,True,True,False,False,True,True,True,False,0.6789425611495972
JWST F115W,F115W_A9_0628070,150.23956999737334,1.9411938110086293,-3.961658239364624,2.3081579208374023,78.14000701904297,A9,False,True,False,True,True,True,False,True,True,False,0.6706259846687317
Euclid VIS,VIS_101545697_1554827,150.24965855776577,2.549850751218071,0.11048661172389984,0.11206340789794922,78.13384246826172,101545697,True,True,True,True,False,False,True,True,True,False,0.6710902452468872
Euclid VIS,VIS_101545698_1593459,150.33126285525702,2.5644172287762657,-0.1508568823337555,0.12459298223257065,78.09611511230469,101545698,False,True,False,True,False,False,False,True,True,False,0.6284171342849731
Euclid VIS,VIS_101545698_1574087,150.44961270816705,2.4121553798789725,-0.27023670077323914,0.1245783269405365,78.08692932128906,101545698,False,True,True,True,False,False,True,True,True,False,0.650668203830719
Euclid VIS,VIS_101541376_0512239,149.86145769197853,1.7732565235516011,0.03462744131684303,0.08979368209838867,78.08289337158203,101541376,False,True,False,True,False,False,False,True,True,False,0.6503440737724304
Euclid VIS,VIS_101541380_0589691,150.70226814012773,1.6238734763956688,-0.5189478993415833,0.18825429677963257,78.07624053955078,101541380,False,True,False,True,False,False,False,True,True,False,0.6732079982757568
Euclid VIS,VIS_101547137_1997928,150.48062528337863,2.6633553846276468,-0.91120845079422,0.14627571403980255,78.07110595703125,101547137,False,True,False,True,False,False,False,True,True,False,0.6222013831138611
JWST F115W,F115W_A9_0614529,150.1669262926631,1.9007143444143217,-3.926532030105591,2.3060495853424072,78.06863403320312,A9,False,True,False,True,False,True,True,True,True,False,0.6548850536346436
Euclid VIS,VIS_101545698_1597562,150.40757332545573,2.59858368983943,-0.141713485121727,0.12454045563936234,78.06319427490234,101545698,False,True,False,True,False,False,False,True,True,False,0.644280731678009
JWST F115W,F115W_A8_0528139,150.03331175840404,1.848496947352732,-3.7546026706695557,2.3229176998138428,78.05072784423828,A8,False,True,False,True,True,True,True,True,True,False,0.647702157497406
Euclid VIS,VIS_101547136_1906161,150.2053614048103,2.6962118832269306,-0.9499028325080872,0.15037035942077637,78.05072784423828,101547136,False,True,False,True,False,False,False,True,True,False,0.6241946816444397
Euclid VIS,VIS_101544258_1249124,150.29419891276936,2.165758550618928,-0.9502277374267578,0.108489990234375,78.046875,101544258,False,True,True,True,False,False,False,True,True,False,0.6511595249176025
Euclid VIS,VIS_101544258_1250269,150.2871468486385,2.1716331096174564,-0.31869468092918396,0.10848350077867508,78.04220581054688,101544258,True,True,True,True,False,False,False,True,True,False,0.6416052579879761
Euclid VIS,VIS_101544257_1224767,150.02780852784272,2.3528708634302227,0.04887080192565918,0.09733129292726517,78.03998565673828,101544257,True,True,True,True,False,False,True,True,True,False,0.6503795981407166
Euclid VIS,VIS_101545696_1485968,149.77068349900048,2.514365007167203,-0.34595903754234314,0.10892848670482635,78.03437042236328,101545696,False,True,False,True,False,False,False,True,True,False,0.6499305367469788
JWST F115W,F115W_B7_1083410,150.0901565916323,2.3720187086212463,-4.292384147644043,2.29815673828125,78.03033447265625,B7,False,True,False,True,True,True,True,True,True,False,0.6566165089607239
Euclid VIS,VIS_101544257_1219618,150.16619731835328,2.318675851606473,0.14043250679969788,0.09731425344944,78.02632141113281,101544257,True,True,True,True,False,False,True,True,True,False,0.637040376663208
JWST F115W,F115W_B5_0969060,150.5088571181044,2.444096462558024,-3.4563350677490234,2.3956377506256104,78.0193099975586,B5,False,True,False,True,False,True,True,True,True,False,0.6457844972610474
Euclid VIS,VIS_101544257_1212583,150.10296414884093,2.2704993157019757,-0.4282792806625366,0.0972968190908432,78.01234436035156,101544257,False,True,True,True,False,False,False,True,True,False,0.6283803582191467
Euclid VIS,VIS_101542817_0854313,150.07228871810435,2.1302045810139925,0.23430533707141876,0.1061062216758728,78.0092544555664,101542817,True,True,True,True,False,False,False,True,True,False,0.6790749430656433
Euclid VIS,VIS_101542818_0860001,150.3806117770423,1.8706177851820576,-0.11279661953449249,0.11935890465974808,78.00099182128906,101542818,True,True,True,True,False,False,False,True,True,False,0.661654531955719
Euclid VIS,VIS_101547136_1900805,150.2396008158717,2.6443751465297947,-0.33772438764572144,0.15027444064617157,78.00093841552734,101547136,False,True,False,True,False,False,False,True,True,False,0.6553059816360474
Euclid VIS,VIS_101545696_1454518,149.76204132310522,2.379898710672049,-0.053157467395067215,0.1088719293475151,77.99385070800781,101545696,False,True,False,True,False,False,False,True,True,False,0.6335864067077637
JWST F115W,F115W_A8_0538336,150.04718655384755,1.8896229953435715,-3.7455341815948486,2.321218729019165,77.99364471435547,A8,False,True,False,True,True,True,True,True,True,False,0.6270345449447632
JWST F115W,F115W_B7_1060362,150.0150552227549,2.324092691838554,-3.8544325828552246,2.296985149383545,77.99055480957031,B7,False,True,False,True,True,True,True,True,True,False,0.6224867105484009
JWST F115W,F115W_A6_0409157,149.7875529456837,1.9671595066608134,-3.457838535308838,2.300248622894287,77.9852066040039,A6,False,True,False,True,False,True,True,True,True,False,0.6426057815551758
Euclid VIS,VIS_101545696_1520874,149.77839593261044,2.60997894655982,-0.6538424491882324,0.10885315388441086,77.98040008544922,101545696,False,True,False,True,False,False,False,True,True,False,0.6159926056861877
Euclid VIS,VIS_101545697_1547320,150.18237773451042,2.4899301890711154,0.06575825810432434,0.11183227598667145,77.97268676757812,101545697,True,True,True,True,False,False,False,True,True,False,0.6911621689796448
JWST F115W,F115W_A1_0000657,149.79579878945606,2.113860275013395,-4.264039993286133,2.1991305351257324,77.9501724243164,A1,False,True,False,True,True,True,True,True,True,False,0.6965511441230774
Euclid VIS,VIS_101541376_0503212,149.901972588019,1.714156053352104,0.1867515742778778,0.08964014053344727,77.94937133789062,101541376,False,True,False,True,False,False,False,True,True,False,0.6714829206466675
Euclid VIS,VIS_101545696_1452024,149.78552181075432,2.361989331220349,-0.3384246826171875,0.10879562050104141,77.9391860961914,101545696,False,True,False,True,False,False,False,True,True,False,0.5897974967956543
JWST F115W,F115W_A5_0356701,150.39339961632476,1.9536147142003242,-3.746413230895996,2.3484108448028564,77.90734100341797,A5,False,True,False,True,False,True,True,True,True,False,0.6338155269622803
Euclid VIS,VIS_101545696_1458562,149.91371281131848,2.4051719568230427,-0.2223891019821167,0.10874524712562561,77.9030990600586,101545696,True,True,True,True,False,False,True,True,True,False,0.6844412684440613
Euclid VIS,VIS_101541375_0478151,149.6779775329099,1.8301080771808012,0.08231848478317261,0.09994716942310333,77.89593505859375,101541375,False,True,False,True,False,False,False,True,True,False,0.6234021186828613
Euclid VIS,VIS_101547138_2105348,150.5132761963096,2.73082938323854,-0.6221151947975159,0.20416909456253052,77.89323425292969,101547138,False,True,False,True,False,False,False,True,True,False,0.684368371963501
Euclid VIS,VIS_101544259_1290181,150.46194616689348,2.2128470351189655,-1.4025983810424805,0.21884211897850037,77.88662719726562,101544259,False,True,True,True,False,False,True,True,True,False,0.6569632887840271
JWST F115W,F115W_B7_1049703,149.93647564533973,2.3014600203700564,-4.1845808029174805,2.2932305335998535,77.86306762695312,B7,False,True,False,True,True,True,False,True,True,False,0.6916717886924744
Euclid VIS,VIS_101545696_1483536,149.76541008692843,2.507060276853774,-0.5609228610992432,0.10868561267852783,77.8603744506836,101545696,False,True,False,True,False,False,False,True,True,False,0.6186676025390625
Euclid VIS,VIS_101539938_0290365,150.3506293483919,1.6349716849067453,-0.8490275144577026,0.09544722735881805,77.85609436035156,101539938,False,True,False,True,False,False,False,True,True,False,0.5714610815048218
Euclid VIS,VIS_101544256_1176106,149.8697411470919,2.367506162400374,0.27416592836380005,0.08829770237207413,77.84964752197266,101544256,True,True,True,True,False,False,True,True,True,False,0.6932188272476196
Euclid VIS,VIS_101545698_1575322,150.49932849999752,2.420617581976606,-0.1469641774892807,0.12417952716350555,77.83695983886719,101545698,True,True,True,True,False,False,True,True,True,False,0.6701050400733948
Euclid VIS,VIS_101544257_1222664,150.20268434719242,2.3388694394227065,-0.4410567283630371,0.09707248210906982,77.83247375488281,101544257,False,True,True,True,False,False,True,True,True,False,0.5694335699081421
Euclid VIS,VIS_101544257_1219821,149.9614782657039,2.3198155788741275,-0.3356773853302002,0.09706561267375946,77.82696533203125,101544257,True,True,True,True,False,False,False,True,True,False,0.6143208742141724
Euclid VIS,VIS_101541376_0506102,149.78325176128268,1.7327997596613862,-0.0349276103079319,0.08948840200901031,77.81742858886719,101541376,False,True,False,True,False,False,False,True,True,False,0.6699353456497192
JWST F115W,F115W_A4_0299110,150.20154649526646,2.025873040325687,-3.3820834159851074,2.2971184253692627,77.80351257324219,A4,False,True,False,True,False,True,False,True,True,False,0.6167932748794556
JWST F115W,F115W_A2_0138514,149.96248744468733,2.1085384087013628,-3.298473358154297,2.296880006790161,77.79920196533203,A2,False,True,False,True,False,True,True,True,True,False,0.6482921838760376
Euclid VIS,VIS_101544257_1190412,150.03558953842557,2.1241500818280743,-0.41382157802581787,0.09698575735092163,77.76293182373047,101544257,True,True,True,True,False,False,True,True,True,False,0.6000913977622986
Euclid VIS,VIS_101545698_1584487,150.46463426735863,2.4944202532332143,-0.8522413969039917,0.12403324246406555,77.7452621459961,101545698,False,True,True,True,False,False,True,True,True,False,0.6548483371734619
JWST F115W,F115W_A2_0185444,150.03198442958615,2.194144727401031,-4.072041988372803,2.2950515747070312,77.73726654052734,A2,False,True,False,True,True,True,True,True,True,False,0.6642104983329773
JWST F115W,F115W_A9_0618392,150.14925406848582,1.9325183716561298,-4.232318878173828,2.2960479259490967,77.73004150390625,A9,False,True,False,True,True,True,True,True,True,False,0.5518195629119873
JWST F115W,F115W_B1_0644209,149.9484487163569,2.479885756498111,-4.323546409606934,2.3228886127471924,77.71500396728516,B1,False,True,False,True,True,True,True,True,True,False,0.6409429311752319
Euclid VIS,VIS_101544257_1227424,150.1474955368262,2.3701079843309425,0.23338016867637634,0.09691199660301208,77.70379638671875,101544257,True,True,True,True,False,False,False,True,True,False,0.6687580347061157
Euclid VIS,VIS_101547136_1913971,150.0047200874568,2.7720662090367703,-1.183746576309204,0.1496882289648056,77.69666290283203,101547136,False,True,False,True,False,False,False,True,True,False,0.6033120155334473
JWST F115W,F115W_B10_0745039,150.48845272308606,2.27809683556231,-3.4915976524353027,2.3617866039276123,77.69313049316406,B10,False,True,False,True,False,True,True,True,True,False,0.6588912606239319
Euclid VIS,VIS_101545697_1531206,150.25028857109228,2.3613741318004218,0.03740905225276947,0.11140434443950653,77.67432403564453,101545697,True,True,True,True,False,False,True,True,True,False,0.670767605304718
Euclid VIS,VIS_101544256_1164917,149.7074391889682,2.334132792669853,-0.11515044420957565,0.08808271586894989,77.66009521484375,101544256,False,True,False,True,False,False,False,True,True,False,0.6951113939285278
JWST F115W,F115W_A9_0627320,150.15141795705043,1.9654646433216785,-4.011354923248291,2.293931722640991,77.65839385986328,A9,False,True,False,True,False,True,False,True,True,False,0.595496416091919
Euclid VIS,VIS_101542820_1027785,150.76732527130648,2.1125574096711732,-0.27133387327194214,0.1568390280008316,77.64791870117188,101542820,False,True,False,True,False,False,False,True,True,False,0.6971127390861511
JWST F115W,F115W_A4_0290625,150.24622610930322,1.9670722019801883,-3.662274122238159,2.292353868484497,77.64213562011719,A4,False,True,False,True,False,True,True,True,True,False,0.6477634310722351
Euclid VIS,VIS_101545697_1531973,150.25372479005736,2.3674496083427905,-0.6512565016746521,0.11134646832942963,77.63397216796875,101545697,True,True,True,True,False,False,True,True,True,False,0.6104639172554016
JWST F115W,F115W_B5_0938132,150.4340337030607,2.3078467182853366,-3.56280779838562,2.3837358951568604,77.63169860839844,B5,False,True,False,True,False,True,False,True,True,False,0.6934508681297302
Euclid VIS,VIS_101544256_1145753,149.84065982705556,2.225930597531602,0.23098373413085938,0.08799393475055695,77.58181762695312,101544256,False,True,True,True,False,False,True,True,True,False,0.639797568321228
Euclid VIS,VIS_101542818_0903109,150.42250800116975,1.9867789615276148,-0.4256307780742645,0.11871257424354553,77.57861328125,101542818,True,True,True,True,False,False,False,True,True,False,0.6230257153511047
Euclid VIS,VIS_101545696_1516698,149.92958093479572,2.5963191447565883,-0.6788367033004761,0.1082865297794342,77.5744857788086,101545696,True,True,True,True,False,False,True,True,True,False,0.5941210985183716
Euclid VIS,VIS_101544256_1130071,149.94062507391843,2.1216565020737512,0.24041436612606049,0.08796414732933044,77.55555725097656,101544256,True,True,True,True,False,False,False,True,True,False,0.6552209258079529
Euclid VIS,VIS_101542815_0723190,149.6681038042072,2.078363076126948,-0.6607691049575806,0.1684732735157013,77.55498504638672,101542815,False,True,False,True,False,False,False,True,True,False,0.6701595783233643
Euclid VIS,VIS_101545698_1575436,150.48795159865298,2.421293765913266,-0.25807228684425354,0.12371706962585449,77.54708862304688,101545698,False,True,True,True,False,False,True,True,True,False,0.6634598970413208
JWST F115W,F115W_A1_0044569,149.84819011512008,2.224541954058343,-3.7787528038024902,2.187734842300415,77.5462417602539,A1,False,True,False,True,False,True,True,True,True,False,0.5984320640563965
JWST F115W,F115W_B9_1188698,150.33718735264824,2.2117286425136866,-3.1821868419647217,2.265415906906128,77.5421371459961,B9,False,True,False,True,True,True,False,True,True,False,0.6984620690345764
Euclid VIS,VIS_101541375_0474821,149.58525415857324,1.8061089577694132,-0.07784134149551392,0.09948229044675827,77.53362274169922,101541375,False,True,False,True,False,False,False,True,True,False,0.6581651568412781
Euclid VIS,VIS_101541375_0474173,149.51881663718393,1.8018110445456486,-0.05751149728894234,0.09947992116212845,77.53177642822266,101541375,False,True,False,True,False,False,False,True,True,False,0.6467158794403076
Euclid VIS,VIS_101545697_1534445,150.21188055039673,2.3871655305386663,0.13707341253757477,0.11119270324707031,77.5267562866211,101545697,True,True,True,True,False,False,True,True,True,False,0.6950198411941528
Euclid VIS,VIS_101545696_1473673,149.94931853488833,2.4761582598704606,-0.3519977927207947,0.1082117035984993,77.52088165283203,101545696,True,True,True,True,False,False,True,True,True,False,0.6411628723144531
Euclid VIS,VIS_101541376_0502489,149.76857339917825,1.7092399959357691,0.22278884053230286,0.08913850039243698,77.5131607055664,101541376,False,True,False,True,False,False,False,True,True,False,0.6601659059524536
JWST F115W,F115W_B9_1208823,150.31686736645383,2.2805009418841244,-3.4392552375793457,2.264410972595215,77.50773620605469,B9,False,True,False,True,True,True,True,True,True,False,0.6366726160049438
JWST F115W,F115W_A8_0569034,150.01282899670167,2.029679899994574,-4.325753211975098,2.306077241897583,77.4848861694336,A8,False,True,False,True,True,True,False,True,True,False,0.6714786887168884
Euclid VIS,VIS_101547136_1915299,150.10586750224886,2.7847293682508907,-0.7219191789627075,0.14925707876682281,77.47286987304688,101547136,False,True,False,True,False,False,False,True,True,False,0.6333616375923157
Euclid VIS,VIS_101545697_1531638,150.0760387607172,2.3649526831215453,-0.47132694721221924,0.11109665036201477,77.45978546142578,101545697,True,True,True,True,False,False,True,True,True,False,0.6069031357765198
Euclid VIS,VIS_101545697_1551875,150.11329371652675,2.5258471503644615,-0.09227441251277924,0.11107967793941498,77.44795227050781,101545697,True,True,True,True,False,False,True,True,True,False,0.663154125213623
Euclid VIS,VIS_101544257_1221876,150.15202380710616,2.3336129763495594,0.06997951865196228,0.09659214317798615,77.44733428955078,101544257,False,True,True,True,False,False,True,True,True,False,0.6622986197471619
Euclid VIS,VIS_101541376_0492189,149.92526658368485,1.6367182276311134,-0.17671816051006317,0.08900968730449677,77.4011459350586,101541376,False,True,False,True,False,False,False,True,True,False,0.6119967699050903
Euclid VIS,VIS_101544258_1265607,150.31686885303398,2.284355170949728,-0.1530819535255432,0.1075453832745552,77.3673324584961,101544258,False,True,True,True,False,False,True,True,True,False,0.672345757484436
Euclid VIS,VIS_101547136_1900741,150.0303553936424,2.6437831549163704,-0.04356876760721207,0.14899186789989471,77.33521270751953,101547136,True,True,True,True,False,False,True,True,True,False,0.6977890133857727
Euclid VIS,VIS_101541380_0638129,150.71019448659408,1.8413978590617797,-1.367180347442627,0.18644973635673523,77.32781982421875,101541380,False,True,False,True,False,False,False,True,True,False,0.6124526262283325
Euclid VIS,VIS_101541376_0499913,149.71216678810848,1.6919244994708382,-0.45666220784187317,0.08891607820987701,77.31974029541016,101541376,False,True,False,True,False,False,False,True,True,False,0.5559957027435303
JWST F115W,F115W_B3_0854114,150.26528846074075,2.5145841324882943,-4.259793281555176,2.2831685543060303,77.3123779296875,B3,False,True,False,True,False,True,True,True,True,False,0.69558185338974
Euclid VIS,VIS_101547137_1997467,150.4440591595036,2.6586313126281533,-0.7297559976577759,0.14484505355358124,77.30752563476562,101547137,False,True,False,True,False,False,False,True,True,False,0.5818005800247192
JWST F115W,F115W_B5_0960670,150.465170617697,2.418909237096681,-4.310934066772461,2.3737683296203613,77.30708312988281,B5,False,True,False,True,False,True,False,True,True,False,0.5541914701461792
Euclid VIS,VIS_101542818_0935251,150.44426103421404,2.074899821480583,-0.6711716651916504,0.11828508973121643,77.29925537109375,101542818,True,True,True,True,False,False,False,True,True,False,0.6115176677703857
Euclid VIS,VIS_101544257_1227740,150.1038067489975,2.3720049415400326,0.17275163531303406,0.0964059829711914,77.2980728149414,101544257,True,True,True,True,False,False,True,True,True,False,0.679740846157074
Euclid VIS,VIS_101544257_1190112,150.07891541353018,2.122327366802734,-0.8202040791511536,0.09637333452701569,77.27189636230469,101544257,True,True,True,True,False,False,True,True,True,False,0.620753288269043
Euclid VIS,VIS_101541379_0570890,150.46062154893312,1.7671493713446036,-0.2774582505226135,0.11516142636537552,77.27159881591797,101541379,False,True,False,True,False,False,False,True,True,False,0.6381888389587402
Euclid VIS,VIS_101541376_0528875,149.84782511595472,1.8798852267703643,0.01677588000893593,0.08884435892105103,77.25737762451172,101541376,False,True,False,True,False,False,False,True,True,False,0.6458638906478882
JWST F115W,F115W_A10_0118233,150.33254736717092,1.921176529088745,-4.318734169006348,2.2847747802734375,77.2491683959961,A10,False,True,False,True,True,True,True,True,True,False,0.6992474794387817
Euclid VIS,VIS_101545697_1558863,150.24469987160404,2.579237008991917,-0.38431495428085327,0.110771045088768,77.2327651977539,101545697,True,True,True,True,False,False,False,True,True,False,0.6345399618148804
Euclid VIS,VIS_101541379_0561219,150.5050759631094,1.681098010642869,-0.21343468129634857,0.11508604884147644,77.22101593017578,101541379,False,True,False,True,False,False,False,True,True,False,0.6446923613548279
