found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,vetoed_by_sat_v2,sharpness
JWST F115W,F115W_B1_0674561,149.96870151671624,2.5809512746534904,-5.088639736175537,6.037391662597656,201.98812866210938,B1,False,True,False,True,False,True,True,True,True,False,0.6352943778038025
Euclid VIS,VIS_101547136_1907177,150.18502468262545,2.7054665980077948,-1.556033968925476,0.38905367255210876,201.9408721923828,101547136,False,True,False,True,False,False,False,True,True,False,0.6582407355308533
Euclid VIS,VIS_101544260_1375182,150.74772733120804,2.313261163141941,-1.5754687786102295,0.39924630522727966,201.91847229003906,101544260,False,True,False,True,False,False,False,True,True,False,0.6412836909294128
Euclid VIS,VIS_101542817_0836979,150.1679665265906,1.9926626979313642,-1.1014301776885986,0.274588406085968,201.87730407714844,101542817,True,True,True,True,False,False,False,True,True,False,0.6962054967880249
Euclid VIS,VIS_101544255_1117425,149.72716396230106,2.2372564094614633,-1.9808690547943115,0.42357388138771057,201.85154724121094,101544255,False,True,False,True,False,False,False,True,True,False,0.5792702436447144
JWST F115W,F115W_A8_0543457,150.06793203276658,1.9092648488187747,-4.966525077819824,6.004558086395264,201.75494384765625,A8,False,True,False,True,False,True,True,True,True,False,0.6108350157737732
JWST F115W,F115W_B3_0854170,150.26537714950786,2.514736718611419,-5.382937431335449,5.95322847366333,201.58749389648438,B3,False,True,False,True,False,True,True,True,True,False,0.6040712594985962
Euclid VIS,VIS_101544257_1223890,149.95499415798304,2.347008207175284,-1.2382729053497314,0.2513798773288727,201.55575561523438,101544257,True,True,True,True,False,False,True,True,True,False,0.6163453459739685
Euclid VIS,VIS_101539938_0286397,150.17648500120322,1.6110037684041139,-0.6890514492988586,0.24684260785579681,201.34898376464844,101539938,False,True,False,True,False,False,False,True,True,False,0.6912752389907837
JWST F115W,F115W_A4_0319832,150.29501784283232,2.059632229922059,-4.5979461669921875,5.942023277282715,201.25660705566406,A4,False,True,False,True,False,True,True,True,True,False,0.6589541435241699
Euclid VIS,VIS_101539938_0287449,150.3504662902081,1.6177160614468407,-1.166651725769043,0.2466951161623001,201.22866821289062,101539938,False,True,False,True,False,False,False,True,True,False,0.6565415263175964
Euclid VIS,VIS_101545700_1652104,150.7264419414409,2.3602528193533128,-1.4992918968200684,0.34453022480010986,201.17135620117188,101545700,False,True,False,True,False,False,False,True,True,False,0.6624703407287598
JWST F115W,F115W_B1_0690584,149.9827271169742,2.652992818489239,-4.740756988525391,6.012238502502441,201.14659118652344,B1,False,True,False,True,False,True,True,True,True,False,0.6257607340812683
Euclid VIS,VIS_101541376_0509351,149.6597102458978,1.7551268438007095,-0.8401687145233154,0.2312358021736145,201.0782928466797,101541376,False,True,False,True,False,False,False,True,True,False,0.6308048963546753
JWST F115W,F115W_A2_0139151,149.9477985538256,2.1161128363958346,-4.63392448425293,5.934510707855225,201.0118865966797,A2,False,True,False,True,False,True,True,True,True,False,0.6391856670379639
JWST F115W,F115W_A8_0531942,150.06277621050907,1.8630632642293128,-4.356568336486816,5.980892181396484,200.9597625732422,A8,False,True,False,True,True,True,True,True,True,False,0.6767955422401428
Euclid VIS,VIS_101545698_1577556,150.4965752886905,2.437872301932581,-1.0762465000152588,0.32038941979408264,200.82325744628906,101545698,True,True,True,True,False,False,True,True,True,False,0.6920567750930786
Euclid VIS,VIS_101545699_1649757,150.58299153239454,2.631505379090284,-1.7527918815612793,0.4306362569332123,200.77920532226562,101545699,False,True,False,True,False,False,False,True,True,False,0.625419020652771
JWST F115W,F115W_A3_0281157,150.10152000164982,2.219135614419267,-4.657883167266846,5.8286004066467285,200.7449493408203,A3,False,True,False,True,False,True,True,True,True,False,0.566119372844696
Euclid VIS,VIS_101544259_1281335,150.4596567017273,2.115842883109847,-1.384073257446289,0.5637797713279724,200.65106201171875,101544259,True,True,True,True,False,False,False,True,True,False,0.6969085335731506
JWST F115W,F115W_B9_1214649,150.34081591380573,2.289733432643344,-4.594782829284668,5.86053466796875,200.59820556640625,B9,False,True,False,True,False,True,False,True,True,False,0.5913968086242676
Euclid VIS,VIS_101542816_0786554,149.90247309106402,2.11333023209307,-1.5317659378051758,0.2846246659755707,200.5006866455078,101542816,False,True,True,True,False,False,False,True,True,False,0.6486536860466003
Euclid VIS,VIS_101545698_1592826,150.30298181481785,2.55968634270559,-1.4109771251678467,0.31925031542778015,200.1092529296875,101545698,False,True,False,True,False,False,False,True,True,False,0.611383318901062
Euclid VIS,VIS_101541379_0558643,150.58208457978955,1.6574304150485628,-1.0855512619018555,0.29819926619529724,200.08724975585938,101541379,False,True,False,True,False,False,False,True,True,False,0.6909666657447815
JWST F115W,F115W_B1_0676590,150.0283867719028,2.562993072693673,-4.746188640594482,5.979654312133789,200.05645751953125,B1,False,True,False,True,True,True,True,True,True,False,0.6432446837425232
Euclid VIS,VIS_101541375_0468671,149.56507419041282,1.763714724347692,-1.068631887435913,0.25666385889053345,200.03639221191406,101541375,False,True,False,True,False,False,False,True,True,False,0.6441240310668945
JWST F115W,F115W_A10_0114308,150.26738245415606,1.9342230284434592,-3.868251085281372,5.916364669799805,200.0347137451172,A10,False,True,False,True,False,True,False,True,True,False,0.6843138337135315
JWST F115W,F115W_B5_0968826,150.52822917506936,2.4329011354338306,-4.427624702453613,6.140163898468018,199.9681854248047,B5,False,True,False,True,False,True,True,True,True,False,0.6611969470977783
JWST F115W,F115W_B10_0723800,150.3843543150372,2.2578211618370188,-3.910919427871704,6.078380584716797,199.95388793945312,B10,False,True,False,True,False,True,True,True,True,False,0.6674751043319702
JWST F115W,F115W_B3_0828313,150.264115610936,2.434541877277569,-5.312167167663574,5.902859687805176,199.8819122314453,B3,False,True,False,True,True,True,True,True,True,False,0.6059385538101196
JWST F115W,F115W_A4_0322368,150.27314596263236,2.0853247349582227,-4.472434997558594,5.89935827255249,199.81155395507812,A4,False,True,False,True,True,True,True,True,True,False,0.6468623876571655
Euclid VIS,VIS_101541376_0492001,149.89303553979863,1.635329422934574,-0.7922127842903137,0.2296564131975174,199.7048797607422,101541376,False,True,False,True,False,False,False,True,True,False,0.6732912063598633
Euclid VIS,VIS_101544256_1128883,149.7955747867865,2.1140525349393795,-1.8082754611968994,0.22634586691856384,199.56289672851562,101544256,True,True,True,True,False,False,True,True,True,False,0.6462278962135315
Euclid VIS,VIS_101541376_0524414,149.8882797753469,1.851472888361508,-1.1512290239334106,0.22943590581417084,199.5131378173828,101541376,False,True,False,True,False,False,False,True,True,False,0.6241479516029358
JWST F115W,F115W_B8_1104688,150.135680098882,2.1993959495460156,-4.622267723083496,5.756838798522949,199.41732788085938,B8,False,True,False,True,False,True,True,True,True,False,0.6305320858955383
JWST F115W,F115W_A7_0455239,149.81353078356173,1.90841896471933,-4.506192207336426,5.896886825561523,199.33949279785156,A7,False,True,False,True,True,True,False,True,True,False,0.6207877397537231
JWST F115W,F115W_A6_0422950,149.69467084708342,2.0523312955558226,-4.745042324066162,5.878058910369873,199.28350830078125,A6,False,True,False,True,False,True,True,True,True,False,0.610883355140686
JWST F115W,F115W_B7_1050070,150.0272636170177,2.2733060395258433,-4.7134318351745605,5.861077785491943,199.00376892089844,B7,False,True,False,True,False,True,False,True,True,False,0.6039113998413086
Euclid VIS,VIS_101541375_0478437,149.484152683044,1.831937789404001,-1.3476834297180176,0.2553098201751709,198.98109436035156,101541375,False,True,False,True,False,False,False,True,True,False,0.6437504887580872
Euclid VIS,VIS_101544256_1155196,149.73086951154463,2.2837073896860542,-1.0633519887924194,0.2255251258611679,198.83926391601562,101544256,False,True,False,True,False,False,False,True,True,False,0.6425568461418152
JWST F115W,F115W_B10_0716062,150.38801690154287,2.209399537651137,-4.780236721038818,6.037210941314697,198.59957885742188,B10,False,True,False,True,False,True,True,True,True,False,0.6203770637512207
Euclid VIS,VIS_101541376_0526068,149.72720101412065,1.8621888643359656,-0.8056666851043701,0.22837060689926147,198.58677673339844,101541376,False,True,False,True,False,False,False,True,True,False,0.6427746415138245
JWST F115W,F115W_A8_0534401,150.0125206868057,1.8913858906365828,-4.666184902191162,5.905184745788574,198.4159698486328,A8,False,True,False,True,False,True,True,True,True,False,0.6339422464370728
Euclid VIS,VIS_101541375_0470644,149.51955199453744,1.7771953506610187,-1.287993311882019,0.25428593158721924,198.18310546875,101541375,False,True,False,True,False,False,False,True,True,False,0.6254833340644836
Euclid VIS,VIS_101544256_1170801,149.78689783122692,2.3537216738388147,-0.6876048445701599,0.22473196685314178,198.1399688720703,101544256,False,True,False,True,False,False,False,True,True,False,0.6991549134254456
Euclid VIS,VIS_101545696_1522537,149.96598016800405,2.6153863204005354,-1.3867459297180176,0.27655893564224243,198.1217498779297,101545696,True,True,True,True,False,False,True,True,True,False,0.5724213123321533
Euclid VIS,VIS_101544256_1166937,149.95250869027635,2.341843142475899,-0.8312717080116272,0.2245076447725296,197.9421844482422,101544256,True,True,True,True,False,False,True,True,True,False,0.6780784726142883
JWST F115W,F115W_A9_0582688,150.20373811168201,1.773625508185247,-4.167603492736816,5.8454084396362305,197.8895263671875,A9,False,True,False,True,True,True,True,True,True,False,0.6425228714942932
JWST F115W,F115W_A4_0310999,150.2119124688204,2.0660650967022156,-4.853349208831787,5.838749885559082,197.7587432861328,A4,False,True,False,True,False,True,False,True,True,False,0.586009681224823
Euclid VIS,VIS_101541375_0473471,149.61387888641391,1.7967765453879292,-1.542594313621521,0.2537127435207367,197.73638916015625,101541375,False,True,False,True,False,False,False,True,True,False,0.6163347959518433
Euclid VIS,VIS_101545697_1531897,150.05721845506997,2.3669350498809494,-1.4333291053771973,0.2835560142993927,197.70343017578125,101545697,True,True,True,True,False,False,True,True,True,False,0.616658627986908
Euclid VIS,VIS_101544256_1178121,149.90399702651746,2.3721243720730123,-0.8140813708305359,0.22421319782733917,197.68258666992188,101544256,True,True,True,True,False,False,True,True,True,False,0.6638040542602539
Euclid VIS,VIS_101544257_1229780,150.02668327689256,2.386436940752509,-1.1420412063598633,0.24650351703166962,197.64590454101562,101544257,True,True,True,True,False,False,True,True,True,False,0.6223049163818359
JWST F115W,F115W_B10_0699290,150.4260619560578,2.0924529802441323,-4.5512237548828125,6.003810405731201,197.50083923339844,B10,False,True,False,True,True,True,True,True,True,False,0.6975772976875305
Euclid VIS,VIS_101541376_0508410,149.74036312139793,1.7488479959041996,-0.8715144395828247,0.22700071334838867,197.39553833007812,101541376,False,True,False,True,False,False,False,True,True,False,0.6641718745231628
Euclid VIS,VIS_101542817_0829330,150.20247867461936,1.928259277184025,-0.9090853929519653,0.2684139013290405,197.3378143310547,101542817,False,True,True,True,False,False,True,True,True,False,0.6648485660552979
Euclid VIS,VIS_101545696_1480208,149.89482934408022,2.496522881163027,-0.9291191101074219,0.27533066272735596,197.24183654785156,101545696,False,True,True,True,False,False,True,True,True,False,0.6877238750457764
Euclid VIS,VIS_101545698_1592030,150.4673162886942,2.553427184901996,-1.3274779319763184,0.3146194815635681,197.20660400390625,101545698,False,True,False,True,False,False,False,True,True,False,0.6556596159934998
JWST F115W,F115W_B5_0964511,150.5201657302788,2.418316592198953,-4.737137794494629,6.054244041442871,197.17001342773438,B5,False,True,False,True,False,True,True,True,True,False,0.5953996181488037
Euclid VIS,VIS_101542820_1001559,150.75538699918337,2.0255988359693284,-1.8218244314193726,0.39823850989341736,197.16004943847656,101542820,False,True,False,True,False,False,False,True,True,False,0.5995070934295654
JWST F115W,F115W_B9_1190657,150.2509132985982,2.250991140569783,-4.483302116394043,5.758370399475098,197.10125732421875,B9,False,True,False,True,True,True,False,True,True,False,0.6306822299957275
Euclid VIS,VIS_101547136_1923431,150.1480772925951,2.8079803290186094,-1.4381121397018433,0.37960171699523926,197.03477478027344,101547136,False,True,False,True,False,False,False,True,True,False,0.6669755578041077
JWST F115W,F115W_A4_0313406,150.28264917404786,2.0456260928855388,-4.5187602043151855,5.816112518310547,196.99200439453125,A4,False,True,False,True,False,True,True,True,True,False,0.6963338255882263
Euclid VIS,VIS_101542816_0784696,149.8126107648684,2.096308567581331,-0.9477235078811646,0.2795330882072449,196.9139862060547,101542816,True,True,True,True,False,False,False,True,True,False,0.6692500710487366
Euclid VIS,VIS_101545698_1577541,150.4945332453572,2.437700671376283,-1.2172541618347168,0.314114511013031,196.8900909423828,101545698,True,True,True,True,False,False,True,True,True,False,0.6248809099197388
JWST F115W,F115W_B7_1060875,150.0294505493904,2.323832331658008,-4.50419807434082,5.798532009124756,196.880126953125,B7,False,True,False,True,False,True,True,True,True,False,0.6612352728843689
Euclid VIS,VIS_101545696_1455271,149.9233308027709,2.3851800958905174,-1.2708909511566162,0.2747562527656555,196.83033752441406,101545696,True,True,True,True,False,False,True,True,True,False,0.6328285932540894
Euclid VIS,VIS_101544256_1144650,149.70224417716054,2.2186178332396795,-1.4803982973098755,0.22321748733520508,196.8046875,101544256,False,True,False,True,False,False,False,True,True,False,0.6736847162246704
Euclid VIS,VIS_101544257_1190290,150.07868304010526,2.123443761904227,-1.745484471321106,0.2453940063714981,196.7563018798828,101544257,True,True,True,True,False,False,True,True,True,False,0.6078412532806396
JWST F115W,F115W_A4_0295427,150.2649011856979,1.9869573476643976,-4.091899871826172,5.807158946990967,196.68875122070312,A4,False,True,False,True,False,True,True,True,True,False,0.6985117197036743
Euclid VIS,VIS_101541376_0492940,149.6729014686833,1.641871260064038,-1.1016572713851929,0.22617220878601074,196.67507934570312,101541376,False,True,False,True,False,False,False,True,True,False,0.6493385434150696
Euclid VIS,VIS_101545696_1472817,149.86341178764934,2.4736312257418587,-1.0541341304779053,0.2742886245250702,196.49533081054688,101545696,True,True,True,True,False,False,False,True,True,False,0.6622424721717834
Euclid VIS,VIS_101542820_0990327,150.700193244318,1.9853252012707163,-1.3848544359207153,0.39681562781333923,196.4556121826172,101542820,False,True,False,True,False,False,False,True,True,False,0.6675217151641846
JWST F115W,F115W_A9_0591256,150.21672486701772,1.8053952200010803,-4.7971110343933105,5.800334453582764,196.36358642578125,A9,False,True,False,True,True,True,True,True,True,False,0.6346620917320251
JWST F115W,F115W_A7_0463682,149.8399893632272,1.9209243793296569,-4.605782508850098,5.797204971313477,195.96983337402344,A7,False,True,False,True,True,True,False,True,True,False,0.6510355472564697
Euclid VIS,VIS_101545698_1571880,150.49710248662888,2.3949687797180395,-1.6820390224456787,0.31261298060417175,195.94891357421875,101545698,False,True,True,True,False,False,True,True,True,False,0.6105866432189941
JWST F115W,F115W_A1_0051553,149.80625428169213,2.273097129114745,-4.417558670043945,5.525723934173584,195.86428833007812,A1,False,True,False,True,False,True,True,True,True,False,0.6523032784461975
JWST F115W,F115W_B9_1214306,150.32045665304614,2.2955924902164337,-4.6464385986328125,5.717493534088135,195.7021026611328,B9,False,True,False,True,True,True,True,True,True,False,0.6228291392326355
JWST F115W,F115W_A7_0464579,149.92225124857566,1.8987417785968779,-3.840991258621216,5.789237022399902,195.7004852294922,A7,False,True,False,True,True,True,True,True,True,False,0.6689211130142212
Euclid VIS,VIS_101544255_1114803,149.71459920856861,2.1909742067523506,-1.6000229120254517,0.410586953163147,195.66270446777344,101544255,False,True,False,True,False,False,False,True,True,False,0.6733965277671814
Euclid VIS,VIS_101541376_0518352,149.78257997240715,1.8128716089530856,-0.6230653524398804,0.22475197911262512,195.44007873535156,101541376,False,True,False,True,False,False,False,True,True,False,0.692171573638916
Euclid VIS,VIS_101542817_0829876,150.02578886727997,1.932891220168338,-1.2918936014175415,0.2658294141292572,195.4376983642578,101542817,False,True,True,True,False,False,True,True,True,False,0.6100707650184631
Euclid VIS,VIS_101544258_1246876,150.29510499596358,2.154643460027171,-1.0390474796295166,0.2716624438762665,195.43190002441406,101544258,False,True,True,True,False,False,False,True,True,False,0.6828653812408447
JWST F115W,F115W_A8_0574289,150.11982242100893,2.000788278797883,-4.444816589355469,5.815225124359131,195.39329528808594,A8,False,True,False,True,True,True,True,True,True,False,0.6700899004936218
Euclid VIS,VIS_101547137_2004987,150.28569552012212,2.7302229499193458,-1.1085933446884155,0.36602675914764404,195.35789489746094,101547137,False,True,False,True,False,False,False,True,True,False,0.6963637471199036
Euclid VIS,VIS_101544256_1136546,149.71011141381484,2.164271870530718,-0.5959498286247253,0.22147628664970398,195.26951599121094,101544256,False,True,False,True,False,False,False,True,True,False,0.6980551481246948
JWST F115W,F115W_A5_0361543,150.29176485155506,2.012469770786953,-4.579400062561035,5.8861212730407715,195.26910400390625,A5,False,True,False,True,False,True,True,True,True,False,0.6750604510307312
JWST F115W,F115W_A2_0180137,149.97892390763917,2.194728632361176,-4.424912452697754,5.759137153625488,195.07168579101562,A2,False,True,False,True,False,True,True,True,True,False,0.6608248949050903
JWST F115W,F115W_A2_0160955,150.01029806069715,2.161879737595267,-4.866499423980713,5.755615711212158,194.95240783691406,A2,False,True,False,True,False,True,True,True,True,False,0.6073039174079895
Euclid VIS,VIS_101544257_1229301,150.2319517682349,2.3828702891453317,-0.9882884621620178,0.2431088536977768,194.924072265625,101544257,True,True,True,True,False,False,True,True,True,False,0.6660483479499817
JWST F115W,F115W_B4_0882792,150.28550114391115,2.3970985051675266,-4.380579948425293,5.770503997802734,194.79391479492188,B4,False,True,False,True,False,True,True,True,True,False,0.6708791255950928
JWST F115W,F115W_A10_0079791,150.21540574763597,1.7916142365444854,-4.750524520874023,5.760277271270752,194.75732421875,A10,False,True,False,True,True,True,True,True,True,False,0.6168451309204102
JWST F115W,F115W_A5_0365074,150.3964688643447,1.9964804408824104,-4.450448036193848,5.870625972747803,194.7550506591797,A5,False,True,False,True,False,True,True,True,True,False,0.6538155674934387
Euclid VIS,VIS_101545698_1568511,150.44661358378355,2.366730247691791,-1.4558452367782593,0.31064751744270325,194.71693420410156,101545698,True,True,True,True,False,False,False,True,True,False,0.6286752223968506
Euclid VIS,VIS_101544256_1143692,149.87283232009827,2.211932131730576,-0.9613023996353149,0.22081181406974792,194.6836700439453,101544256,False,True,True,True,False,False,True,True,True,False,0.6562031507492065
Euclid VIS,VIS_101541375_0460165,149.58622391529292,1.70808070340363,-1.1988877058029175,0.2496635615825653,194.58056640625,101541375,False,True,False,True,False,False,False,True,True,False,0.666337788105011
JWST F115W,F115W_B6_1033951,149.88237574644117,2.494931793098279,-4.309564113616943,5.796245574951172,194.579833984375,B6,False,True,False,True,False,True,True,True,True,False,0.6712204217910767
Euclid VIS,VIS_101547137_2003590,150.5304677499621,2.7186914381271716,-1.476881504058838,0.3643849194049835,194.48159790039062,101547137,False,True,False,True,False,False,False,True,True,False,0.6309086084365845
JWST F115W,F115W_B10_0712211,150.44704905955527,2.1641990560356854,-4.6045823097229,5.910798072814941,194.4411163330078,B10,False,True,False,True,False,True,True,True,True,False,0.6389559507369995
JWST F115W,F115W_A6_0401668,149.79584925741483,1.9308891065515026,-4.731132507324219,5.732839107513428,194.36013793945312,A6,False,True,False,True,True,True,True,True,True,False,0.6751201152801514
JWST F115W,F115W_B3_0828158,150.2360863831277,2.443261588567198,-5.181587219238281,5.739487171173096,194.34982299804688,B3,False,True,False,True,True,True,True,True,True,False,0.6101184487342834
Euclid VIS,VIS_101544258_1258010,150.41763461024664,2.226199838056376,-1.160270094871521,0.26969704031944275,194.01800537109375,101544258,False,True,True,True,False,False,True,True,True,False,0.6585707664489746
Euclid VIS,VIS_101541376_0496175,149.76197908458087,1.665024063484458,-1.010506510734558,0.22303803265094757,193.9496612548828,101541376,False,True,False,True,False,False,False,True,True,False,0.6912209391593933
Euclid VIS,VIS_101544256_1157261,149.7743787145527,2.2958072919118897,-0.7451800107955933,0.21997129917144775,193.94261169433594,101544256,False,True,False,True,False,False,False,True,True,False,0.6761683821678162
Euclid VIS,VIS_101544256_1182017,149.91478516544967,2.380137169780945,-1.331830620765686,0.21995913982391357,193.93190002441406,101544256,False,True,True,True,False,False,True,True,True,False,0.668487012386322
JWST F115W,F115W_A6_0431769,149.7525166780306,2.0656552200364433,-4.721715450286865,5.714121341705322,193.7255401611328,A6,False,True,False,True,True,True,True,True,True,False,0.6608516573905945
Euclid VIS,VIS_101542819_0950584,150.43232379875909,2.0710040206166713,-1.5374174118041992,0.6277159452438354,193.64773559570312,101542819,True,True,True,True,False,False,True,True,True,False,0.6918404698371887
Euclid VIS,VIS_101547136_1913871,150.17292445362074,2.771329765112345,-1.4420442581176758,0.3730126619338989,193.61468505859375,101547136,False,True,False,True,False,False,False,True,True,False,0.6705119609832764
JWST F115W,F115W_B1_0688388,150.05233621990527,2.607823532417439,-4.857787132263184,5.786319255828857,193.58819580078125,B1,False,True,False,True,False,True,True,True,True,False,0.5984483361244202
Euclid VIS,VIS_101545696_1508531,149.75719728440902,2.570193862233827,-1.2446671724319458,0.2701965868473053,193.56387329101562,101545696,False,True,False,True,False,False,False,True,True,False,0.6271776556968689
Euclid VIS,VIS_101542820_1026520,150.69356255652963,2.107950526883272,-1.7710494995117188,0.39082765579223633,193.49107360839844,101542820,False,True,False,True,False,False,False,True,True,False,0.6226691007614136
Euclid VIS,VIS_101542816_0782576,149.91886444088496,2.07781347722771,-1.016462802886963,0.27454856038093567,193.40269470214844,101542816,False,True,True,True,False,False,True,True,True,False,0.6860435009002686
Euclid VIS,VIS_101542818_0887824,150.23887785359383,1.943309210533483,-1.477660894393921,0.29593625664711,193.3942108154297,101542818,False,True,True,True,False,False,False,True,True,False,0.6145767569541931
Euclid VIS,VIS_101542818_0878713,150.18473570637906,1.9210878109244405,-1.544694185256958,0.29583629965782166,193.32888793945312,101542818,True,True,True,True,False,False,True,True,True,False,0.6243627667427063
Euclid VIS,VIS_101542817_0827731,150.1990571989276,1.9160462550934674,-1.1516226530075073,0.26290038228034973,193.28427124023438,101542817,True,True,True,True,False,False,True,True,True,False,0.6164239645004272
Euclid VIS,VIS_101545696_1527635,149.98696240098548,2.6322736204986286,-1.0383142232894897,0.26973757147789,193.23504638671875,101545696,False,True,True,True,False,False,True,True,True,False,0.6770007014274597
JWST F115W,F115W_B4_0870582,150.28131636173546,2.348551284262985,-4.520671844482422,5.723832130432129,193.2184295654297,B4,False,True,False,True,False,True,False,True,True,False,0.6168659925460815
Euclid VIS,VIS_101542817_0850734,150.20484919898024,2.103020978795017,-1.2446625232696533,0.2626599371433258,193.1074981689453,101542817,False,True,True,True,False,False,False,True,True,False,0.6010798811912537
Euclid VIS,VIS_101541375_0476043,149.49424265657416,1.814088567116937,-1.2530465126037598,0.24769097566604614,193.04319763183594,101541375,False,True,False,True,False,False,False,True,True,False,0.6091127395629883
Euclid VIS,VIS_101539938_0290698,150.38617089658248,1.636821229659527,-1.5274126529693604,0.23660241067409515,192.99607849121094,101539938,False,True,False,True,False,False,False,True,True,False,0.6267024278640747
Euclid VIS,VIS_101545698_1583324,150.30324279856592,2.4844691506907,-1.586181402206421,0.30787888169288635,192.98153686523438,101545698,True,True,True,True,False,False,True,True,True,False,0.6705183386802673
Euclid VIS,VIS_101547136_1898111,150.1987552276994,2.6195709648868695,-1.355478286743164,0.37176135182380676,192.96517944335938,101547136,False,True,False,True,False,False,False,True,True,False,0.656310498714447
JWST F115W,F115W_B2_0790757,150.1528510276842,2.554759972919678,-4.824211120605469,5.754195690155029,192.91087341308594,B2,False,True,False,True,False,True,True,True,True,False,0.6373782157897949
JWST F115W,F115W_B7_1054314,150.03455814192475,2.286293543432525,-4.564718246459961,5.678742408752441,192.81285095214844,B7,False,True,False,True,True,True,True,True,True,False,0.6379552483558655
JWST F115W,F115W_B1_0650086,149.91484442519987,2.518889915611814,-4.1629133224487305,5.762814521789551,192.80181884765625,B1,False,True,False,True,False,True,True,True,True,False,0.673678457736969
Euclid VIS,VIS_101545696_1514598,149.81929506955646,2.589449280301837,-1.455337405204773,0.26909366250038147,192.7737579345703,101545696,False,True,False,True,False,False,False,True,True,False,0.6478542685508728
JWST F115W,F115W_B5_0941901,150.47816585799836,2.3175495034513567,-4.045004367828369,5.918509006500244,192.74949645996094,B5,False,True,False,True,False,True,False,True,True,False,0.6367155909538269
Euclid VIS,VIS_101545696_1470373,149.78718981650866,2.465942288041899,-1.1650248765945435,0.26904934644699097,192.7420196533203,101545696,False,True,False,True,False,False,False,True,True,False,0.6521492004394531
Euclid VIS,VIS_101541379_0573937,150.55475751042988,1.7933609102076666,-1.1245782375335693,0.2872309684753418,192.72769165039062,101541379,False,True,False,True,False,False,False,True,True,False,0.6781790256500244
JWST F115W,F115W_A5_0366017,150.37943039221352,2.005224580791155,-4.463322639465332,5.806551456451416,192.62940979003906,A5,False,True,False,True,False,True,True,True,True,False,0.6853765845298767
Euclid VIS,VIS_101547135_1811136,149.8117799760432,2.698160612130764,-1.459290862083435,0.33544033765792847,192.62173461914062,101547135,False,True,False,True,False,False,False,True,True,False,0.6166570782661438
Euclid VIS,VIS_101544258_1250637,150.20573332317127,2.1736088162047715,-1.2218509912490845,0.26734721660614014,192.3275604248047,101544258,True,True,True,True,False,False,True,True,True,False,0.6607915759086609
Euclid VIS,VIS_101547137_2000103,150.5258687977665,2.684996055395421,-1.3218748569488525,0.3603098690509796,192.306640625,101547137,False,True,False,True,False,False,False,True,True,False,0.6906108856201172
Euclid VIS,VIS_101541379_0554721,150.5689299610114,1.6230813117576377,-1.487210750579834,0.28654223680496216,192.26556396484375,101541379,False,True,False,True,False,False,False,True,True,False,0.6417792439460754
JWST F115W,F115W_B8_1138690,150.23593226143203,2.281911154405213,-5.008469581604004,5.549372673034668,192.23068237304688,B8,False,True,False,True,True,True,True,True,True,False,0.5757995843887329
JWST F115W,F115W_B5_0961987,150.4649901660263,2.4306476292863572,-4.924274444580078,5.901872158050537,192.2076873779297,B5,False,True,False,True,False,True,False,True,True,False,0.6267468333244324
Euclid VIS,VIS_101544256_1134767,149.80782858775044,2.1529278913213963,-0.7690645456314087,0.2179054468870163,192.1212158203125,101544256,True,True,True,True,False,False,True,True,True,False,0.6469868421554565
Euclid VIS,VIS_101544257_1190884,150.01905955993485,2.127511128601954,-1.2224115133285522,0.23960527777671814,192.1149139404297,101544257,False,True,True,True,False,False,True,True,True,False,0.6165087819099426
JWST F115W,F115W_A1_0041041,149.89936307876172,2.1952561259828394,-4.618199825286865,5.4178080558776855,192.0391082763672,A1,False,True,False,True,False,True,True,True,True,False,0.6726363897323608
JWST F115W,F115W_A3_0211340,150.06849820196706,2.0348168843617405,-4.901947021484375,5.573977470397949,191.9753875732422,A3,False,True,False,True,False,True,True,True,True,False,0.640042245388031
JWST F115W,F115W_A2_0166215,149.98986063639273,2.1739730638283095,-4.191184997558594,5.66331148147583,191.82591247558594,A2,False,True,False,True,False,True,True,True,True,False,0.6836692690849304
Euclid VIS,VIS_101545697_1548011,150.22654112342215,2.4958266644447678,-1.051939606666565,0.27501094341278076,191.7455596923828,101545697,True,True,True,True,False,False,True,True,True,False,0.6748701930046082
Euclid VIS,VIS_101544256_1182756,149.81951381391642,2.3815111533989817,-1.266679048538208,0.2174614518880844,191.72975158691406,101544256,False,True,True,True,False,False,True,True,True,False,0.6693295240402222
Euclid VIS,VIS_101541375_0476492,149.49565513078207,1.8173522499509003,-0.7345918416976929,0.24594959616661072,191.68600463867188,101541375,False,True,False,True,False,False,False,True,True,False,0.6538980007171631
Euclid VIS,VIS_101542817_0826139,149.98795692681477,1.9097250133835733,-1.1456255912780762,0.26054173707962036,191.55020141601562,101542817,False,True,True,True,False,False,False,True,True,False,0.6174541115760803
Euclid VIS,VIS_101548573_2221981,149.57624925495662,2.869581792719438,-0.9396423101425171,0.2784824073314667,191.5069122314453,101548573,False,True,False,True,False,False,False,True,True,False,0.6697291731834412
JWST F115W,F115W_B5_0965404,150.48879450960388,2.431805886164341,-4.566559314727783,5.879651069641113,191.4840087890625,B5,False,True,False,True,True,True,True,True,True,False,0.6525723934173584
