targetid,status,dataset,spectype,survey,path
2305843037793684480,not_in_dr1_or_edr,,STAR,sv3,
39089837550148160,not_in_dr1_or_edr,,QSO,special,
39627841607829984,not_in_dr1_or_edr,,STAR,special,
39089837550128024,not_in_dr1_or_edr,,STAR,special,
39089837420114736,not_in_dr1_or_edr,,GALAXY,special,
39089837550148048,not_in_dr1_or_edr,,GALAXY,special,
39089837550132792,not_in_dr1_or_edr,,GALAXY,special,
39089837395056400,not_in_dr1_or_edr,,STAR,special,
39627835568032288,not_in_dr1_or_edr,,STAR,main,
39089837395056480,not_in_dr1_or_edr,,GALAXY,special,
39089837545923304,not_in_dr1_or_edr,,STAR,special,
39089837550121416,not_in_dr1_or_edr,,STAR,special,
39627835568032856,not_in_dr1_or_edr,,STAR,sv3,
39627841607830728,not_in_dr1_or_edr,,GALAXY,main,
39089837395009024,not_in_dr1_or_edr,,GALAXY,special,
39089837550146456,not_in_dr1_or_edr,,GALAXY,special,
39089837550121152,not_in_dr1_or_edr,,QSO,special,
39089837550121144,not_in_dr1_or_edr,,STAR,special,
39089837545923712,not_in_dr1_or_edr,,STAR,special,
39089837545923320,not_in_dr1_or_edr,,STAR,special,
39089837550131040,not_in_dr1_or_edr,,GALAXY,special,
243329061093402,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-243329061093402.fits
39089837550121408,not_in_dr1_or_edr,,STAR,special,
39627835568032584,not_in_dr1_or_edr,,QSO,main,
2305843037793690624,saved,DESI-DR1,STAR,main,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-2305843037793690624.fits
39089837545923296,not_in_dr1_or_edr,,STAR,special,
39089837545923288,not_in_dr1_or_edr,,STAR,special,
39627829528234216,not_in_dr1_or_edr,,STAR,main,
39089837545881936,not_in_dr1_or_edr,,QSO,special,
39089837550125792,not_in_dr1_or_edr,,STAR,special,
39089837550125784,not_in_dr1_or_edr,,STAR,special,
39089837545923736,not_in_dr1_or_edr,,STAR,special,
39089837550121008,not_in_dr1_or_edr,,STAR,special,
39089837550129304,not_in_dr1_or_edr,,STAR,special,
-166017,not_in_dr1_or_edr,,GALAXY,sv3,
39089837550119824,not_in_dr1_or_edr,,GALAXY,special,
39089837550122584,not_in_dr1_or_edr,,STAR,special,
39089837545923536,not_in_dr1_or_edr,,STAR,special,
39089837395054864,not_in_dr1_or_edr,,STAR,special,
39627841607830872,not_in_dr1_or_edr,,GALAXY,main,
39089837545923512,not_in_dr1_or_edr,,STAR,special,
39089837395054784,not_in_dr1_or_edr,,STAR,special,
39089837550129776,not_in_dr1_or_edr,,STAR,special,
39089837545923776,not_in_dr1_or_edr,,STAR,special,
39089837395009240,not_in_dr1_or_edr,,STAR,special,
39089837550211136,not_in_dr1_or_edr,,GALAXY,special,
39089837395009224,not_in_dr1_or_edr,,QSO,special,
39089837550129472,not_in_dr1_or_edr,,GALAXY,special,
39089837545923768,not_in_dr1_or_edr,,STAR,special,
39089837545923760,not_in_dr1_or_edr,,GALAXY,special,
39089837545923744,not_in_dr1_or_edr,,STAR,special,
39089837550129176,not_in_dr1_or_edr,,GALAXY,special,
39627847647628160,not_in_dr1_or_edr,,GALAXY,sv3,
39627847647628112,not_in_dr1_or_edr,,STAR,sv3,
39089837550127984,not_in_dr1_or_edr,,STAR,special,
39089837499754432,not_in_dr1_or_edr,,GALAXY,special,
39089837550216928,not_in_dr1_or_edr,,GALAXY,special,
39089837550139976,not_in_dr1_or_edr,,GALAXY,special,
39089837550139968,not_in_dr1_or_edr,,QSO,special,
39089837550129184,not_in_dr1_or_edr,,STAR,special,
39627835568032872,not_in_dr1_or_edr,,QSO,main,
39089837550127616,not_in_dr1_or_edr,,GALAXY,special,
39089837550123280,not_in_dr1_or_edr,,GALAXY,special,
39627841607830992,not_in_dr1_or_edr,,STAR,sv3,
39089837395054856,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395054856.fits
39089837550212928,not_in_dr1_or_edr,,GALAXY,special,
39089837550133624,not_in_dr1_or_edr,,GALAXY,special,
39627835568033160,not_in_dr1_or_edr,,STAR,sv3,
39089837550120840,not_in_dr1_or_edr,,GALAXY,special,
39627835568033440,saved,DESI-DR1,STAR,sv3,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39627835568033440.fits
39627841607831440,not_in_dr1_or_edr,,QSO,sv1,
39089837550132912,not_in_dr1_or_edr,,QSO,special,
39089837395054896,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395054896.fits
39089837550135240,not_in_dr1_or_edr,,STAR,special,
39089837395054904,saved,DESI-DR1,GALAXY,special,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39089837395054904.fits
39089837550111952,not_in_dr1_or_edr,,GALAXY,special,
39089837545923528,not_in_dr1_or_edr,,STAR,special,
39627835568033704,not_in_dr1_or_edr,,STAR,sv3,
39089837545923344,not_in_dr1_or_edr,,STAR,special,
39089837545923328,not_in_dr1_or_edr,,STAR,special,
39089837499758952,not_in_dr1_or_edr,,GALAXY,special,
39089837550128896,not_in_dr1_or_edr,,GALAXY,special,
39089837545882400,not_in_dr1_or_edr,,QSO,special,
39627841607831584,not_in_dr1_or_edr,,GALAXY,sv3,
39089837545923544,not_in_dr1_or_edr,,STAR,special,
39089837550110736,not_in_dr1_or_edr,,QSO,special,
39089837545923376,not_in_dr1_or_edr,,STAR,special,
39089837499767936,not_in_dr1_or_edr,,GALAXY,special,
39089837550141352,not_in_dr1_or_edr,,STAR,special,
39089837395056776,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395056776.fits
39627835568033872,not_in_dr1_or_edr,,STAR,sv1,
39089837550141344,not_in_dr1_or_edr,,GALAXY,special,
39089837550117920,not_in_dr1_or_edr,,GALAXY,special,
39627841607831664,not_in_dr1_or_edr,,STAR,sv3,
39089837550117904,not_in_dr1_or_edr,,GALAXY,special,
39089837550137808,not_in_dr1_or_edr,,GALAXY,special,
39089837550131232,not_in_dr1_or_edr,,QSO,special,
39089837550125816,not_in_dr1_or_edr,,STAR,special,
39089837395009216,not_in_dr1_or_edr,,GALAXY,special,
39089837550133872,not_in_dr1_or_edr,,GALAXY,special,
39089837420114384,not_in_dr1_or_edr,,QSO,special,
39089837550136112,not_in_dr1_or_edr,,STAR,special,
39627841607832168,not_in_dr1_or_edr,,GALAXY,sv3,
39089837545923568,not_in_dr1_or_edr,,STAR,special,
39089837395055000,not_in_dr1_or_edr,,GALAXY,special,
39627841607831744,not_in_dr1_or_edr,,STAR,special,
39089837550146488,not_in_dr1_or_edr,,QSO,special,
39089837550135616,not_in_dr1_or_edr,,STAR,special,
39089837550144952,not_in_dr1_or_edr,,STAR,special,
39089837395009400,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395009400.fits
39089837545923592,not_in_dr1_or_edr,,STAR,special,
39627841607832488,not_in_dr1_or_edr,,STAR,sv3,
39089837550135424,not_in_dr1_or_edr,,STAR,special,
39089837395055072,not_in_dr1_or_edr,,GALAXY,special,
39089837550123296,not_in_dr1_or_edr,,STAR,special,
39089837550114768,not_in_dr1_or_edr,,GALAXY,special,
39089837550135440,not_in_dr1_or_edr,,GALAXY,special,
39627841607832496,not_in_dr1_or_edr,,QSO,sv3,
39089837487167048,not_in_dr1_or_edr,,QSO,special,
39089837550121936,not_in_dr1_or_edr,,STAR,special,
39089837545923608,not_in_dr1_or_edr,,STAR,special,
39089837395055168,not_in_dr1_or_edr,,GALAXY,special,
39089837545923584,not_in_dr1_or_edr,,STAR,special,
-826377031,not_in_dr1_or_edr,,GALAXY,special,
39627841607832208,not_in_dr1_or_edr,,GALAXY,sv1,
39089837395055248,not_in_dr1_or_edr,,GALAXY,special,
39089837545923616,not_in_dr1_or_edr,,STAR,special,
39627841607833240,not_in_dr1_or_edr,,STAR,main,
39089837545923600,not_in_dr1_or_edr,,STAR,special,
39089837550110800,not_in_dr1_or_edr,,GALAXY,special,
39089837395055080,not_in_dr1_or_edr,,GALAXY,special,
39627841607832304,not_in_dr1_or_edr,,STAR,sv3,
39089837550136896,not_in_dr1_or_edr,,STAR,special,
39627847647630848,not_in_dr1_or_edr,,STAR,sv3,
39089837420104472,not_in_dr1_or_edr,,GALAXY,special,
39627847647630752,not_in_dr1_or_edr,,GALAXY,sv3,
39627847647630728,not_in_dr1_or_edr,,GALAXY,sv1,
39627847647630592,not_in_dr1_or_edr,,STAR,special,
39627841607832992,not_in_dr1_or_edr,,STAR,sv3,
39089837499752976,not_in_dr1_or_edr,,QSO,special,
39089837550136536,not_in_dr1_or_edr,,GALAXY,special,
39089837550115408,not_in_dr1_or_edr,,GALAXY,special,
39089837550125776,not_in_dr1_or_edr,,STAR,special,
39627841607833088,not_in_dr1_or_edr,,QSO,main,
39089837395055256,not_in_dr1_or_edr,,STAR,special,
39627841607833536,not_in_dr1_or_edr,,GALAXY,main,
39627841607833224,not_in_dr1_or_edr,,STAR,sv1,
39627841612022344,not_in_dr1_or_edr,,QSO,sv1,
39089837545927224,not_in_dr1_or_edr,,STAR,special,
39089837545927240,not_in_dr1_or_edr,,STAR,special,
39089837545927232,not_in_dr1_or_edr,,STAR,special,
39089837550132080,not_in_dr1_or_edr,,STAR,special,
39089837545927216,not_in_dr1_or_edr,,STAR,special,
39089837550118584,not_in_dr1_or_edr,,GALAXY,special,
39089837550118224,not_in_dr1_or_edr,,STAR,special,
39627847651820648,not_in_dr1_or_edr,,STAR,sv3,
39627847651820600,not_in_dr1_or_edr,,STAR,sv3,
39089837550118208,not_in_dr1_or_edr,,GALAXY,special,
39089837395040632,not_in_dr1_or_edr,,STAR,special,
39089837550140744,not_in_dr1_or_edr,,GALAXY,special,
39089837550112656,not_in_dr1_or_edr,,QSO,special,
39089837550112664,not_in_dr1_or_edr,,STAR,special,
39089837545927496,not_in_dr1_or_edr,,GALAXY,special,
39627847651820544,not_in_dr1_or_edr,,STAR,sv3,
39089837550140752,not_in_dr1_or_edr,,STAR,special,
39089837550120360,not_in_dr1_or_edr,,GALAXY,special,
39089837390694808,saved,DESI-DR1,GALAXY,special,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39089837390694808.fits
39089837487165176,not_in_dr1_or_edr,,GALAXY,special,
39089837487165080,not_in_dr1_or_edr,,GALAXY,special,
39089837550222064,not_in_dr1_or_edr,,GALAXY,special,
39089837499789032,not_in_dr1_or_edr,,GALAXY,special,
-230771286,not_in_dr1_or_edr,,GALAXY,main,
616088587863065856,not_in_dr1_or_edr,,GALAXY,sv3,
39089837550094672,not_in_dr1_or_edr,,GALAXY,special,
39089837550078008,not_in_dr1_or_edr,,GALAXY,special,
39089837390695328,not_in_dr1_or_edr,,GALAXY,special,
39089837550095816,not_in_dr1_or_edr,,GALAXY,special,
39089837545881752,not_in_dr1_or_edr,,QSO,special,
39089837550216704,not_in_dr1_or_edr,,GALAXY,special,
39089837499749944,not_in_dr1_or_edr,,GALAXY,special,
616088587863064960,not_in_dr1_or_edr,,GALAXY,sv3,
-826361018,not_in_dr1_or_edr,,GALAXY,special,
39089837499751808,not_in_dr1_or_edr,,GALAXY,special,
616088605982458112,not_in_dr1_or_edr,,GALAXY,sv1,
39089837545882240,not_in_dr1_or_edr,,GALAXY,special,
39089837487165672,not_in_dr1_or_edr,,GALAXY,special,
39089837499744928,not_in_dr1_or_edr,,QSO,special,
39089837499745720,not_in_dr1_or_edr,,GALAXY,special,
142180022747152,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-142180022747152.fits
39089837499745408,not_in_dr1_or_edr,,GALAXY,special,
39089837390695440,not_in_dr1_or_edr,,GALAXY,special,
39089837487166088,not_in_dr1_or_edr,,GALAXY,special,
39089837499744272,not_in_dr1_or_edr,,QSO,special,
39089837487166784,not_in_dr1_or_edr,,GALAXY,special,
39089837550079440,not_in_dr1_or_edr,,GALAXY,special,
39089837390696232,not_in_dr1_or_edr,,GALAXY,special,
39089837545882296,not_in_dr1_or_edr,,GALAXY,special,
-832709002,not_in_dr1_or_edr,,GALAXY,special,
39089837390696152,not_in_dr1_or_edr,,GALAXY,special,
39089837499746216,not_in_dr1_or_edr,,QSO,special,
39089837550117840,not_in_dr1_or_edr,,GALAXY,special,
39089837390696248,not_in_dr1_or_edr,,GALAXY,special,
243341136494658,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-243341136494658.fits
39089837499750232,not_in_dr1_or_edr,,GALAXY,special,
39089837499745960,not_in_dr1_or_edr,,GALAXY,special,
-832899003,not_in_dr1_or_edr,,GALAXY,special,
39089837545881840,not_in_dr1_or_edr,,QSO,special,
39089837499745312,not_in_dr1_or_edr,,GALAXY,special,
39089837550123392,not_in_dr1_or_edr,,GALAXY,special,
39089837545882312,not_in_dr1_or_edr,,GALAXY,special,
-196003,not_in_dr1_or_edr,,GALAXY,sv3,
39089837499746080,not_in_dr1_or_edr,,QSO,special,
39089837550130760,not_in_dr1_or_edr,,GALAXY,special,
39089837499746248,not_in_dr1_or_edr,,GALAXY,special,
616088593907057792,not_in_dr1_or_edr,,GALAXY,special,
39089837487166520,not_in_dr1_or_edr,,GALAXY,special,
39627841603639392,saved,DESI-DR1,GALAXY,main,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39627841603639392.fits
39089837487165688,not_in_dr1_or_edr,,GALAXY,special,
39089837545885368,not_in_dr1_or_edr,,GALAXY,special,
-834538010,not_in_dr1_or_edr,,GALAXY,special,
39089837487166928,not_in_dr1_or_edr,,GALAXY,special,
-826377008,not_in_dr1_or_edr,,GALAXY,special,
39089837545881888,not_in_dr1_or_edr,,QSO,special,
39089837545881904,not_in_dr1_or_edr,,QSO,special,
234532968071175,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-234532968071175.fits
39089837545923272,not_in_dr1_or_edr,,STAR,special,
-834599005,not_in_dr1_or_edr,,GALAXY,special,
39089837545887896,not_in_dr1_or_edr,,GALAXY,special,
39089837487165440,not_in_dr1_or_edr,,GALAXY,special,
39089837550132600,not_in_dr1_or_edr,,GALAXY,special,
39089837487166200,not_in_dr1_or_edr,,GALAXY,special,
-833067031,not_in_dr1_or_edr,,GALAXY,special,
-833169006,not_in_dr1_or_edr,,GALAXY,special,
39089837487167184,not_in_dr1_or_edr,,GALAXY,special,
-834418010,not_in_dr1_or_edr,,GALAXY,special,
39089837550135480,not_in_dr1_or_edr,,GALAXY,special,
39089837487166336,not_in_dr1_or_edr,,GALAXY,special,
-157034,not_in_dr1_or_edr,,GALAXY,sv3,
616088593911251072,not_in_dr1_or_edr,,GALAXY,sv3,
-834668010,not_in_dr1_or_edr,,GALAXY,special,
39089837390696712,not_in_dr1_or_edr,,GALAXY,special,
-834627008,not_in_dr1_or_edr,,GALAXY,special,
39089837499749960,not_in_dr1_or_edr,,GALAXY,special,
39089837487165592,not_in_dr1_or_edr,,QSO,special,
39089837394899568,not_in_dr1_or_edr,,STAR,special,
39089837499750240,not_in_dr1_or_edr,,GALAXY,special,
39089837550130360,not_in_dr1_or_edr,,GALAXY,special,
39627835559643424,not_in_dr1_or_edr,,GALAXY,sv3,
39089837550095648,not_in_dr1_or_edr,,GALAXY,special,
