found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan
HST F814W,F814W_043_2953292,149.75348654381665,1.960956183759591,-6.398189544677734,23.511552810668945,8819.9560546875,043,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2734877,150.00980726571464,1.84617357527337,-6.233260631561279,25.57600975036621,8814.86328125,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_052_4067369,150.3244296780473,2.0981209236079255,-5.6750030517578125,22.79668426513672,8376.27734375,052,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3700974,150.40124162497654,2.0560018047362005,-6.337468147277832,22.809947967529297,8152.337890625,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2706254,150.02586123980234,1.8277794740171622,-5.40505838394165,23.46442985534668,8087.10009765625,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_079_7481972,149.88110530009635,2.324307301792246,-6.022567272186279,22.141691207885742,8061.03125,079,True,False,True,False,True,True,True,False,True
HST F814W,F814W_079_7481967,149.88130148758214,2.324293304651092,-6.086428642272949,22.081533432006836,8039.1298828125,079,True,False,True,False,True,True,True,False,True
HST F814W,F814W_102_10358143,149.9295709491195,2.6943070102446125,-6.528670787811279,22.423303604125977,7882.412109375,102,True,False,True,False,True,True,True,False,True
HST F814W,F814W_063_5313451,150.46616729632737,2.199684043937273,-6.165738105773926,20.984922409057617,7843.84619140625,063,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6986670,150.56244110250347,2.3164159260012442,-6.404572010040283,20.701248168945312,7701.8818359375,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3702816,150.39987526661454,2.05948302990734,-6.1403889656066895,21.23799705505371,7590.51806640625,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_040_2383029,150.35611012076137,1.7953419330413452,-5.836363792419434,19.614238739013672,7577.23388671875,040,True,False,True,False,True,True,True,False,True
HST F814W,F814W_089_8390380,150.11743551843102,2.4642200322619847,-6.118289947509766,22.05264663696289,7572.24365234375,089,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6986662,150.5623448196997,2.3164144975843737,-6.311305046081543,20.106128692626953,7480.4677734375,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3701239,150.39805942659584,2.0564495042211703,-5.909820556640625,20.632925033569336,7374.263671875,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_088_8247756,150.27499314874566,2.503528962421239,-6.3045268058776855,20.604293823242188,7346.00048828125,088,True,False,True,False,True,True,True,False,True
HST F814W,F814W_065_5610884,150.13798222812187,2.1401321176565933,-6.3317341804504395,26.948070526123047,7336.30029296875,065,True,False,True,False,True,True,True,False,True
HST F814W,F814W_053_4280708,150.1388370487523,2.0846840461436416,-6.090746879577637,21.13288116455078,7326.01611328125,053,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2731109,150.02179396072418,1.8446536954272494,-6.174784183502197,21.197622299194336,7305.8369140625,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_074_6929970,150.5831243937006,2.437505002306515,-5.995257377624512,22.969945907592773,7268.23974609375,074,True,False,True,False,True,True,True,False,True
HST F814W,F814W_052_4038158,150.36385021591312,2.0741761455393526,-5.982041835784912,19.482023239135742,7158.35791015625,052,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6986680,150.56231384256526,2.3164411869089507,-6.128340721130371,18.75933074951172,6979.39306640625,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_074_6871469,150.58547071297255,2.4065168113105484,-5.842000961303711,21.84435272216797,6912.0751953125,074,True,False,True,False,True,True,True,False,True
HST F814W,F814W_052_4038191,150.36393384827522,2.0741750826789707,-6.0068135261535645,18.687721252441406,6866.50439453125,052,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3807756,150.48871795094263,2.0990586634610344,-6.558528423309326,19.100675582885742,6826.6337890625,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_043_2937371,149.75072903799685,1.9306883602738134,-5.877609729766846,17.76608657836914,6664.642578125,043,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6986632,150.56263286989207,2.3163690940176855,-6.369024276733398,17.858980178833008,6644.41845703125,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_053_4280813,150.13751275655716,2.084862587515011,-6.259828090667725,19.13455581665039,6633.26806640625,053,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6978212,150.5588117870546,2.2933689746475427,-5.571203708648682,17.508380889892578,6513.97802734375,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_074_6706263,150.56324118293406,2.3162960046406162,-6.517872333526611,20.25273323059082,6408.44873046875,074,True,False,True,False,True,True,True,False,True
HST F814W,F814W_102_10358192,149.92956251297906,2.694341877601385,-6.247386455535889,18.070068359375,6352.12939453125,102,True,False,True,False,True,True,True,False,True
HST F814W,F814W_040_2415722,150.37790070176,1.851338723854034,-5.7695417404174805,16.289398193359375,6292.80517578125,040,True,False,True,False,True,True,True,False,True
HST F814W,F814W_102_10358218,149.9293011809605,2.694374964824071,-5.766952037811279,17.404876708984375,6118.2958984375,102,True,False,True,False,True,True,True,False,True
HST F814W,F814W_079_7481922,149.88167562972563,2.324234271287707,-5.622847080230713,16.284400939941406,5928.59228515625,079,True,False,True,False,True,True,True,False,True
HST F814W,F814W_067_6095053,149.84943304860607,2.1859125164551516,-5.745471000671387,16.150089263916016,5781.5234375,067,True,False,True,False,True,True,True,False,True
HST F814W,F814W_054_4346499,149.9291374792086,1.999038179963628,-5.620492935180664,15.447933197021484,5770.3251953125,054,True,False,True,False,True,True,True,False,True
HST F814W,F814W_074_6894808,150.5893415363193,2.4191032710639586,-6.318287372589111,18.13353729248047,5737.88427734375,074,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6989128,150.5430055829606,2.322225826690557,-5.631800174713135,15.37751293182373,5721.1904296875,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_074_6814169,150.57993434814261,2.375411556897753,-5.576080799102783,17.91506576538086,5668.7548828125,074,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2759283,150.03750021514634,1.8596438308208352,-6.246146202087402,16.230302810668945,5593.83203125,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_063_5336427,150.51580083629233,2.238261897142606,-5.4635725021362305,14.722830772399902,5503.1708984375,063,True,False,True,False,True,True,True,False,True
HST F814W,F814W_077_7256949,150.0758051805107,2.431374965894791,-5.147018909454346,14.360595703125,5408.5498046875,077,True,False,True,False,True,True,True,False,True
HST F814W,F814W_088_8248221,150.27016129533334,2.504149333982044,-6.426487922668457,15.108985900878906,5386.77099609375,088,True,False,True,False,True,True,True,False,True
HST F814W,F814W_028_0859273,150.3469604143759,1.7256704034092643,-6.007266521453857,15.513972282409668,5362.55712890625,028,True,False,True,False,True,True,True,False,True
HST F814W,F814W_102_10358225,149.92934338874053,2.6943745969734003,-5.876498699188232,15.043635368347168,5288.25439453125,102,True,False,True,False,True,True,True,False,True
HST F814W,F814W_078_7435378,150.0426306941872,2.3968617032272466,-6.38880729675293,14.750561714172363,5246.396484375,078,True,False,True,False,True,True,True,False,True
HST F814W,F814W_028_0853208,150.34300174357415,1.7179673359616825,-5.588284015655518,15.126230239868164,5228.5302734375,028,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6986591,150.5630517247107,2.3162801367143064,-6.1224470138549805,13.66340446472168,5083.4580078125,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_040_2404888,150.3894498528185,1.8346763694415502,-5.360422134399414,12.3837890625,4784.01806640625,040,True,False,True,False,True,True,True,False,True
HST F814W,F814W_054_4346062,149.9317751790699,1.998727001011396,-5.634503364562988,11.929682731628418,4456.1396484375,054,True,False,True,False,True,True,True,False,True
HST F814W,F814W_063_5363842,150.44648302882703,2.2890954265230303,-4.511514663696289,11.897744178771973,4447.1962890625,063,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3810076,150.48288878823143,2.099762496777819,-5.715507507324219,12.360541343688965,4417.69140625,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3809695,150.48376145288006,2.0996497947679464,-5.511227130889893,12.248461723327637,4377.6337890625,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_074_6894809,150.5888684310195,2.419109986488769,-5.075608253479004,13.643404006958008,4317.09912109375,074,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3809944,150.48317136975953,2.099722018097456,-5.569687843322754,12.044198036193848,4304.62939453125,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2735054,150.00931602932692,1.8462487340273794,-5.78334379196167,12.425050735473633,4282.33837890625,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_063_5320127,150.47189006119442,2.2091341059093215,-5.360441207885742,11.434175491333008,4273.92138671875,063,True,False,True,False,True,True,True,False,True
HST F814W,F814W_088_8247830,150.27405764366014,2.50363490675083,-5.869553565979004,11.970184326171875,4267.70166015625,088,True,False,True,False,True,True,True,False,True
HST F814W,F814W_088_8247941,150.27268532570835,2.5037836705339966,-5.803764343261719,11.909990310668945,4246.24072265625,088,True,False,True,False,True,True,True,False,True
HST F814W,F814W_078_7457750,149.9981247936096,2.441792261011631,-5.6252665519714355,11.912433624267578,4236.947265625,078,True,False,True,False,True,True,True,False,True
HST F814W,F814W_088_8247358,150.27885168482382,2.5029837568301865,-4.824551582336426,11.755558967590332,4191.181640625,088,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3809908,150.4832334430517,2.099714370260765,-5.513634204864502,11.56374454498291,4132.9140625,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3810028,150.48298743037822,2.0997466862787864,-5.566251754760742,11.556046485900879,4130.16259765625,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3809748,150.4836037485245,2.0996654564199946,-5.247135639190674,11.337639808654785,4052.103515625,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_055_4431815,149.7904022203774,1.9583333131323777,-5.602064609527588,10.93807601928711,3984.570068359375,055,True,False,True,False,True,True,True,False,True
HST F814W,F814W_089_8390509,150.11714319393766,2.464267762991149,-5.674429416656494,11.481301307678223,3942.34814453125,089,True,False,True,False,True,True,True,False,True
HST F814W,F814W_066_5825959,149.91277701662548,2.1583583257997803,-5.009718418121338,11.99769115447998,3938.048583984375,066,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2732613,150.0204195048098,1.8452682864534478,-5.681976795196533,11.340531349182129,3908.554931640625,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_040_2477819,150.2419760156178,1.9298329292786256,-5.581586837768555,9.608088493347168,3711.728759765625,040,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3806731,150.48893137939112,2.098753623337557,-5.838623046875,10.316864967346191,3687.27587890625,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_089_8485486,150.21739669216674,2.549402049335206,-5.235958576202393,10.672194480895996,3664.524169921875,089,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3811044,150.48063450066257,2.100044429441448,-5.491461277008057,10.229164123535156,3655.93115234375,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_052_3877394,150.27616982173683,1.9982710834162611,-5.120187759399414,9.923409461975098,3646.197998046875,052,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3810424,150.48206345684667,2.0998648522166405,-5.5392165184021,10.004215240478516,3575.533935546875,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_040_2478701,150.2365543679318,1.9305653991931349,-5.429588317871094,9.253802299499512,3574.863525390625,040,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_7005176,150.55011206437374,2.3537770173464008,-5.2936882972717285,9.544556617736816,3551.044189453125,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_051_3811099,150.48047898003696,2.1000664377912437,-5.278140068054199,9.873287200927734,3528.73974609375,051,True,False,True,False,True,True,True,False,True
HST F814W,F814W_039_2369031,150.4029381518323,1.9318435277346049,-5.15833854675293,9.408443450927734,3332.150146484375,039,True,False,True,False,True,True,True,False,True
HST F814W,F814W_053_4280727,150.13836542502625,2.0847403758143908,-5.410467147827148,9.5391263961792,3306.875,053,True,False,True,False,True,True,True,False,True
HST F814W,F814W_043_2942070,149.7666400517047,1.938941747132141,-4.681508541107178,8.413209915161133,3156.071533203125,043,True,False,True,False,True,True,True,False,True
HST F814W,F814W_054_4357576,149.89201220706406,2.0083165866448107,-4.985359191894531,8.36567497253418,3124.8623046875,054,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6986676,150.55457035859132,2.3164366952031883,-5.0487823486328125,8.335064888000488,3101.0537109375,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2730953,150.02210026380786,1.8446087753088887,-5.503507137298584,8.7903413772583,3029.622802734375,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_063_5369251,150.5559148884644,2.2935752061382995,-4.864354133605957,7.978219985961914,2982.1376953125,063,True,False,True,False,True,True,True,False,True
HST F814W,F814W_054_4346063,149.9317227972272,1.9987185642891172,-5.422523021697998,7.924602508544922,2960.106689453125,054,True,False,True,False,True,True,True,False,True
HST F814W,F814W_043_2928518,149.85679846003896,1.9172596715159698,-5.0191650390625,7.843818664550781,2942.47412109375,043,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2730984,150.0219678199208,1.8446255767052508,-5.438604831695557,8.393043518066406,2892.692626953125,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6995454,150.55013157728138,2.33589761459426,-4.86121129989624,7.757816314697266,2886.288818359375,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_063_5333214,150.53791497624422,2.23269331693521,-4.887158393859863,7.687355995178223,2873.417236328125,063,True,False,True,False,True,True,True,False,True
HST F814W,F814W_043_2941714,149.82103569867138,1.9386560327664037,-4.500840187072754,7.592030048370361,2848.019775390625,043,True,False,True,False,True,True,True,False,True
HST F814W,F814W_063_5359468,150.52741763492702,2.28253675855818,-4.7450103759765625,7.450466156005859,2784.871337890625,063,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2731083,150.0215717348161,1.8446628710750224,-5.098672866821289,8.022940635681152,2765.13525390625,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_091_8752237,149.86275186774625,2.5165018606992255,-5.108478546142578,7.621781349182129,2718.218994140625,091,True,False,True,False,True,True,True,False,True
HST F814W,F814W_063_5305934,150.51441104408306,2.1878452744667776,-4.724264621734619,7.209820747375488,2694.921630859375,063,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2730936,150.02213661855512,1.8446016852309732,-5.248613357543945,7.363885879516602,2537.98974609375,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_040_2387915,150.35037543867324,1.804807189909056,-4.529060363769531,6.558978080749512,2533.818115234375,040,True,False,True,False,True,True,True,False,True
HST F814W,F814W_044_3153342,149.7182786457188,1.9400687854751533,-4.816450595855713,7.282773971557617,2529.823974609375,044,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6988057,150.55698570563828,2.3197605379331225,-5.285879135131836,6.7942047119140625,2527.778076171875,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_052_4067367,150.32466462710985,2.0980984153761892,-5.089725971221924,6.730275630950928,2472.93212890625,052,True,False,True,False,True,True,True,False,True
HST F814W,F814W_028_0910586,150.33171483101404,1.7429461570413003,-4.7184224128723145,7.087661266326904,2449.919921875,028,True,False,True,False,True,True,True,False,True
HST F814W,F814W_102_10358247,149.928998643463,2.6944062879915394,-5.083235740661621,6.856297969818115,2410.178466796875,102,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2730859,150.02241811615485,1.8445676031549094,-5.100357532501221,6.936739444732666,2390.772216796875,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_074_6771225,150.56454800687305,2.3519245779009426,-4.865752220153809,7.48079776763916,2367.10302734375,074,True,False,True,False,True,True,True,False,True
HST F814W,F814W_066_5798897,149.9919860989786,2.1495783752362043,-4.855360507965088,7.104966640472412,2332.090576171875,066,True,False,True,False,True,True,True,False,True
HST F814W,F814W_067_6095026,149.84977362871393,2.185869816119072,-4.69188117980957,6.487174034118652,2322.324462890625,067,True,False,True,False,True,True,True,False,True
HST F814W,F814W_089_8391879,150.11270162390892,2.4648851158446834,-4.192730903625488,6.761070728302002,2321.556884765625,089,True,False,True,False,True,True,True,False,True
HST F814W,F814W_041_2515142,150.1112542879303,1.7939550750697812,-4.451776027679443,6.097348690032959,2289.5029296875,041,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6988046,150.5570150443233,2.3197682149074974,-5.247025966644287,6.043087005615234,2248.325439453125,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_066_5799958,149.98886212675163,2.1500163224704036,-4.93408727645874,6.7910075187683105,2229.03857421875,066,True,False,True,False,True,True,True,False,True
HST F814W,F814W_074_6946263,150.60527107911093,2.4456837883484406,-4.546398639678955,6.934175968170166,2194.138916015625,074,True,False,True,False,True,True,True,False,True
HST F814W,F814W_091_8752270,149.86317419719254,2.516545292116507,-5.160910606384277,6.125073432922363,2184.435546875,091,True,False,True,False,True,True,True,False,True
HST F814W,F814W_074_6920020,150.5944078342747,2.432515123604548,-5.286154747009277,6.901808261871338,2183.89697265625,074,True,False,True,False,True,True,True,False,True
HST F814W,F814W_066_5825810,149.91311966030105,2.1583149189083732,-4.771562576293945,6.574937343597412,2158.116943359375,066,True,False,True,False,True,True,True,False,True
HST F814W,F814W_042_2730860,150.0223758677455,1.8445558378891167,-4.906639575958252,6.249051570892334,2153.758056640625,042,True,False,True,False,True,True,True,False,True
HST F814W,F814W_043_2928506,149.85691258089307,1.9172465951765425,-4.9152069091796875,5.730373859405518,2149.6513671875,043,True,False,True,False,True,True,True,False,True
HST F814W,F814W_089_8391753,150.11322472619273,2.4648074541193234,-4.964189529418945,6.215845108032227,2134.34228515625,089,True,False,True,False,True,True,True,False,True
HST F814W,F814W_075_6986696,150.5629487065028,2.3164686758493223,-5.1071600914001465,5.594778060913086,2081.532470703125,075,True,False,True,False,True,True,True,False,True
HST F814W,F814W_028_0953827,150.33353025774628,1.7567364899716074,-4.428786277770996,5.796910762786865,2003.75927734375,028,True,False,True,False,True,True,True,False,True
HST F814W,F814W_074_6901938,150.59653977750676,2.4230483600804025,-5.218797206878662,6.2809367179870605,1987.4383544921875,074,True,False,True,False,True,True,True,False,True
HST F814W,F814W_063_5281630,150.49827372888598,2.1403240073210203,-4.439417839050293,5.305262565612793,1983.0267333984375,063,True,False,True,False,True,True,True,False,True
