# n_ref,245
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,233
0.1,0.2,0
0.2,0.3,0
0.3,0.4,2
0.4,0.5,7
0.5,0.6,25
0.6,0.7,40
0.7,0.8,46
0.8,0.9,51
0.9,1.0,59
1.0,1.1,109
1.1,1.2,139
1.2,1.3,223
1.3,1.4,188
1.4,1.5,159
1.5,1.6,196
1.6,1.7,201
1.7,1.8,218
1.8,1.9,211
1.9,2.0,237
2.0,2.1,286
2.1,2.2,267
2.2,2.3,305
2.3,2.4,303
2.4,2.5,339
2.5,2.6,349
2.6,2.7,330
2.7,2.8,386
2.8,2.9,374
2.9,3.0,419
3.0,3.1,391
3.1,3.2,375
3.2,3.3,425
3.3,3.4,455
3.4,3.5,426
3.5,3.6,475
3.6,3.7,474
3.7,3.8,490
3.8,3.9,485
3.9,4.0,497
4.0,4.1,546
4.1,4.2,531
4.2,4.3,545
4.3,4.4,544
4.4,4.5,596
4.5,4.6,594
4.6,4.7,567
4.7,4.8,620
4.8,4.9,614
4.9,5.0,592
