# n_ref,932
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,4
0.6,0.7,10
0.7,0.8,18
0.8,0.9,18
0.9,1.0,29
1.0,1.1,35
1.1,1.2,35
1.2,1.3,36
1.3,1.4,64
1.4,1.5,53
1.5,1.6,58
1.6,1.7,82
1.7,1.8,79
1.8,1.9,92
1.9,2.0,77
2.0,2.1,80
2.1,2.2,100
2.2,2.3,114
2.3,2.4,144
2.4,2.5,112
2.5,2.6,121
2.6,2.7,138
2.7,2.8,149
2.8,2.9,151
2.9,3.0,133
3.0,3.1,163
3.1,3.2,158
3.2,3.3,159
3.3,3.4,200
3.4,3.5,179
3.5,3.6,179
3.6,3.7,225
3.7,3.8,236
3.8,3.9,195
3.9,4.0,200
4.0,4.1,225
4.1,4.2,216
4.2,4.3,228
4.3,4.4,251
4.4,4.5,263
4.5,4.6,253
4.6,4.7,261
4.7,4.8,249
4.8,4.9,268
4.9,5.0,284
