# n_ref,315
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,304
0.1,0.2,0
0.2,0.3,9
0.3,0.4,16
0.4,0.5,41
0.5,0.6,27
0.6,0.7,30
0.7,0.8,46
0.8,0.9,52
0.9,1.0,67
1.0,1.1,81
1.1,1.2,82
1.2,1.3,89
1.3,1.4,116
1.4,1.5,131
1.5,1.6,126
1.6,1.7,150
1.7,1.8,143
1.8,1.9,137
1.9,2.0,144
2.0,2.1,164
2.1,2.2,150
2.2,2.3,176
2.3,2.4,186
2.4,2.5,199
2.5,2.6,204
2.6,2.7,225
2.7,2.8,228
2.8,2.9,225
2.9,3.0,240
3.0,3.1,255
3.1,3.2,264
3.2,3.3,253
3.3,3.4,242
3.4,3.5,300
3.5,3.6,254
3.6,3.7,268
3.7,3.8,337
3.8,3.9,295
3.9,4.0,267
4.0,4.1,314
4.1,4.2,351
4.2,4.3,326
4.3,4.4,328
4.4,4.5,360
4.5,4.6,331
4.6,4.7,343
4.7,4.8,362
4.8,4.9,375
4.9,5.0,417
