# n_ref,128
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,5
0.5,0.6,1
0.6,0.7,3
0.7,0.8,3
0.8,0.9,6
0.9,1.0,2
1.0,1.1,7
1.1,1.2,13
1.2,1.3,9
1.3,1.4,9
1.4,1.5,16
1.5,1.6,11
1.6,1.7,11
1.7,1.8,15
1.8,1.9,15
1.9,2.0,17
2.0,2.1,22
2.1,2.2,14
2.2,2.3,13
2.3,2.4,16
2.4,2.5,18
2.5,2.6,19
2.6,2.7,17
2.7,2.8,22
2.8,2.9,29
2.9,3.0,32
3.0,3.1,23
3.1,3.2,26
3.2,3.3,30
3.3,3.4,25
3.4,3.5,40
3.5,3.6,35
3.6,3.7,36
3.7,3.8,25
3.8,3.9,36
3.9,4.0,32
4.0,4.1,41
4.1,4.2,44
4.2,4.3,26
4.3,4.4,36
4.4,4.5,38
4.5,4.6,40
4.6,4.7,28
4.7,4.8,35
4.8,4.9,37
4.9,5.0,43
