# n_ref,430
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,5
0.2,0.3,22
0.3,0.4,44
0.4,0.5,68
0.5,0.6,73
0.6,0.7,94
0.7,0.8,143
0.8,0.9,104
0.9,1.0,140
1.0,1.1,166
1.1,1.2,225
1.2,1.3,215
1.3,1.4,221
1.4,1.5,229
1.5,1.6,260
1.6,1.7,303
1.7,1.8,293
1.8,1.9,350
1.9,2.0,314
2.0,2.1,341
2.1,2.2,382
2.2,2.3,386
2.3,2.4,410
2.4,2.5,423
2.5,2.6,389
2.6,2.7,433
2.7,2.8,435
2.8,2.9,472
2.9,3.0,431
3.0,3.1,489
3.1,3.2,458
3.2,3.3,478
3.3,3.4,477
3.4,3.5,530
3.5,3.6,508
3.6,3.7,510
3.7,3.8,520
3.8,3.9,536
3.9,4.0,586
4.0,4.1,594
4.1,4.2,634
4.2,4.3,597
4.3,4.4,597
4.4,4.5,620
4.5,4.6,644
4.6,4.7,647
4.7,4.8,644
4.8,4.9,669
4.9,5.0,645
