# n_ref,111
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,0
0.6,0.7,0
0.7,0.8,1
0.8,0.9,0
0.9,1.0,1
1.0,1.1,2
1.1,1.2,4
1.2,1.3,3
1.3,1.4,2
1.4,1.5,2
1.5,1.6,5
1.6,1.7,4
1.7,1.8,5
1.8,1.9,5
1.9,2.0,8
2.0,2.1,5
2.1,2.2,7
2.2,2.3,14
2.3,2.4,10
2.4,2.5,16
2.5,2.6,15
2.6,2.7,13
2.7,2.8,16
2.8,2.9,14
2.9,3.0,8
3.0,3.1,11
3.1,3.2,8
3.2,3.3,11
3.3,3.4,18
3.4,3.5,13
3.5,3.6,12
3.6,3.7,19
3.7,3.8,14
3.8,3.9,21
3.9,4.0,15
4.0,4.1,18
4.1,4.2,19
4.2,4.3,15
4.3,4.4,20
4.4,4.5,15
4.5,4.6,17
4.6,4.7,25
4.7,4.8,18
4.8,4.9,22
4.9,5.0,21
