# n_ref,876
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,25
0.2,0.3,156
0.3,0.4,243
0.4,0.5,323
0.5,0.6,497
0.6,0.7,511
0.7,0.8,544
0.8,0.9,622
0.9,1.0,781
1.0,1.1,805
1.1,1.2,993
1.2,1.3,1093
1.3,1.4,1137
1.4,1.5,1134
1.5,1.6,1228
1.6,1.7,1293
1.7,1.8,1302
1.8,1.9,1456
1.9,2.0,1454
2.0,2.1,1534
2.1,2.2,1678
2.2,2.3,1683
2.3,2.4,1748
2.4,2.5,1895
2.5,2.6,1929
2.6,2.7,1840
2.7,2.8,1946
2.8,2.9,2078
2.9,3.0,2049
3.0,3.1,2126
3.1,3.2,2175
3.2,3.3,2279
3.3,3.4,2350
3.4,3.5,2314
3.5,3.6,2415
3.6,3.7,2504
3.7,3.8,2462
3.8,3.9,2572
3.9,4.0,2661
4.0,4.1,2706
4.1,4.2,2747
4.2,4.3,2832
4.3,4.4,2918
4.4,4.5,2832
4.5,4.6,2915
4.6,4.7,3007
4.7,4.8,3060
4.8,4.9,3135
4.9,5.0,3124
