# n_ref,144
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,143
0.1,0.2,0
0.2,0.3,0
0.3,0.4,8
0.4,0.5,12
0.5,0.6,22
0.6,0.7,21
0.7,0.8,56
0.8,0.9,61
0.9,1.0,58
1.0,1.1,82
1.1,1.2,92
1.2,1.3,105
1.3,1.4,111
1.4,1.5,124
1.5,1.6,127
1.6,1.7,167
1.7,1.8,167
1.8,1.9,172
1.9,2.0,201
2.0,2.1,180
2.1,2.2,215
2.2,2.3,199
2.3,2.4,259
2.4,2.5,235
2.5,2.6,233
2.6,2.7,252
2.7,2.8,265
2.8,2.9,272
2.9,3.0,259
3.0,3.1,290
3.1,3.2,284
3.2,3.3,309
3.3,3.4,306
3.4,3.5,306
3.5,3.6,343
3.6,3.7,328
3.7,3.8,335
3.8,3.9,334
3.9,4.0,371
4.0,4.1,344
4.1,4.2,356
4.2,4.3,377
4.3,4.4,372
4.4,4.5,413
4.5,4.6,398
4.6,4.7,443
4.7,4.8,464
4.8,4.9,446
4.9,5.0,505
