# n_ref,182
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,178
0.1,0.2,0
0.2,0.3,5
0.3,0.4,18
0.4,0.5,15
0.5,0.6,24
0.6,0.7,37
0.7,0.8,51
0.8,0.9,55
0.9,1.0,62
1.0,1.1,98
1.1,1.2,83
1.2,1.3,95
1.3,1.4,109
1.4,1.5,105
1.5,1.6,134
1.6,1.7,136
1.7,1.8,156
1.8,1.9,156
1.9,2.0,174
2.0,2.1,199
2.1,2.2,207
2.2,2.3,182
2.3,2.4,206
2.4,2.5,212
2.5,2.6,234
2.6,2.7,230
2.7,2.8,237
2.8,2.9,252
2.9,3.0,244
3.0,3.1,239
3.1,3.2,255
3.2,3.3,290
3.3,3.4,287
3.4,3.5,313
3.5,3.6,312
3.6,3.7,309
3.7,3.8,362
3.8,3.9,320
3.9,4.0,344
4.0,4.1,363
4.1,4.2,330
4.2,4.3,355
4.3,4.4,426
4.4,4.5,346
4.5,4.6,385
4.6,4.7,407
4.7,4.8,432
4.8,4.9,416
4.9,5.0,418
