# n_ref,739
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,1
0.5,0.6,5
0.6,0.7,6
0.7,0.8,7
0.8,0.9,18
0.9,1.0,21
1.0,1.1,28
1.1,1.2,37
1.2,1.3,45
1.3,1.4,49
1.4,1.5,54
1.5,1.6,56
1.6,1.7,82
1.7,1.8,73
1.8,1.9,73
1.9,2.0,96
2.0,2.1,109
2.1,2.2,86
2.2,2.3,119
2.3,2.4,113
2.4,2.5,122
2.5,2.6,141
2.6,2.7,133
2.7,2.8,144
2.8,2.9,176
2.9,3.0,171
3.0,3.1,195
3.1,3.2,203
3.2,3.3,183
3.3,3.4,200
3.4,3.5,200
3.5,3.6,225
3.6,3.7,248
3.7,3.8,226
3.8,3.9,233
3.9,4.0,223
4.0,4.1,272
4.1,4.2,275
4.2,4.3,276
4.3,4.4,241
4.4,4.5,246
4.5,4.6,272
4.6,4.7,286
4.7,4.8,292
4.8,4.9,280
4.9,5.0,314
