# n_ref,228
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,220
0.1,0.2,1
0.2,0.3,8
0.3,0.4,5
0.4,0.5,8
0.5,0.6,50
0.6,0.7,28
0.7,0.8,43
0.8,0.9,49
0.9,1.0,89
1.0,1.1,120
1.1,1.2,166
1.2,1.3,223
1.3,1.4,191
1.4,1.5,191
1.5,1.6,201
1.6,1.7,234
1.7,1.8,245
1.8,1.9,234
1.9,2.0,270
2.0,2.1,303
2.1,2.2,313
2.2,2.3,316
2.3,2.4,323
2.4,2.5,358
2.5,2.6,358
2.6,2.7,392
2.7,2.8,414
2.8,2.9,465
2.9,3.0,454
3.0,3.1,437
3.1,3.2,484
3.2,3.3,466
3.3,3.4,462
3.4,3.5,507
3.5,3.6,493
3.6,3.7,552
3.7,3.8,534
3.8,3.9,539
3.9,4.0,581
4.0,4.1,594
4.1,4.2,563
4.2,4.3,617
4.3,4.4,652
4.4,4.5,641
4.5,4.6,646
4.6,4.7,665
4.7,4.8,650
4.8,4.9,663
4.9,5.0,673
