# n_ref,703
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,2
0.4,0.5,16
0.5,0.6,35
0.6,0.7,57
0.7,0.8,67
0.8,0.9,94
0.9,1.0,92
1.0,1.1,134
1.1,1.2,160
1.2,1.3,195
1.3,1.4,202
1.4,1.5,212
1.5,1.6,212
1.6,1.7,252
1.7,1.8,294
1.8,1.9,275
1.9,2.0,320
2.0,2.1,351
2.1,2.2,364
2.2,2.3,388
2.3,2.4,388
2.4,2.5,472
2.5,2.6,484
2.6,2.7,419
2.7,2.8,480
2.8,2.9,561
2.9,3.0,546
3.0,3.1,532
3.1,3.2,564
3.2,3.3,570
3.3,3.4,613
3.4,3.5,659
3.5,3.6,626
3.6,3.7,654
3.7,3.8,658
3.8,3.9,717
3.9,4.0,701
4.0,4.1,746
4.1,4.2,766
4.2,4.3,756
4.3,4.4,790
4.4,4.5,798
4.5,4.6,845
4.6,4.7,854
4.7,4.8,839
4.8,4.9,902
4.9,5.0,844
