# n_ref,812
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,27
0.2,0.3,157
0.3,0.4,260
0.4,0.5,311
0.5,0.6,425
0.6,0.7,488
0.7,0.8,627
0.8,0.9,694
0.9,1.0,673
1.0,1.1,794
1.1,1.2,870
1.2,1.3,943
1.3,1.4,972
1.4,1.5,1126
1.5,1.6,1188
1.6,1.7,1261
1.7,1.8,1315
1.8,1.9,1327
1.9,2.0,1323
2.0,2.1,1389
2.1,2.2,1513
2.2,2.3,1531
2.3,2.4,1544
2.4,2.5,1722
2.5,2.6,1796
2.6,2.7,1821
2.7,2.8,1899
2.8,2.9,1832
2.9,3.0,1815
3.0,3.1,1956
3.1,3.2,2063
3.2,3.3,2135
3.3,3.4,2109
3.4,3.5,2217
3.5,3.6,2227
3.6,3.7,2317
3.7,3.8,2398
3.8,3.9,2369
3.9,4.0,2459
4.0,4.1,2516
4.1,4.2,2549
4.2,4.3,2627
4.3,4.4,2608
4.4,4.5,2736
4.5,4.6,2843
4.6,4.7,2802
4.7,4.8,2954
4.8,4.9,3050
4.9,5.0,3147
