# n_ref,557
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,4
0.2,0.3,16
0.3,0.4,31
0.4,0.5,77
0.5,0.6,57
0.6,0.7,82
0.7,0.8,105
0.8,0.9,113
0.9,1.0,207
1.0,1.1,128
1.1,1.2,176
1.2,1.3,203
1.3,1.4,232
1.4,1.5,264
1.5,1.6,206
1.6,1.7,270
1.7,1.8,254
1.8,1.9,294
1.9,2.0,313
2.0,2.1,311
2.1,2.2,327
2.2,2.3,328
2.3,2.4,360
2.4,2.5,415
2.5,2.6,397
2.6,2.7,388
2.7,2.8,474
2.8,2.9,425
2.9,3.0,458
3.0,3.1,482
3.1,3.2,458
3.2,3.3,478
3.3,3.4,519
3.4,3.5,513
3.5,3.6,537
3.6,3.7,555
3.7,3.8,584
3.8,3.9,632
3.9,4.0,615
4.0,4.1,563
4.1,4.2,650
4.2,4.3,617
4.3,4.4,652
4.4,4.5,694
4.5,4.6,651
4.6,4.7,644
4.7,4.8,661
4.8,4.9,700
4.9,5.0,711
