# n_ref,234
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,227
0.1,0.2,0
0.2,0.3,2
0.3,0.4,11
0.4,0.5,15
0.5,0.6,19
0.6,0.7,28
0.7,0.8,47
0.8,0.9,28
0.9,1.0,37
1.0,1.1,51
1.1,1.2,71
1.2,1.3,76
1.3,1.4,70
1.4,1.5,76
1.5,1.6,97
1.6,1.7,133
1.7,1.8,118
1.8,1.9,152
1.9,2.0,126
2.0,2.1,134
2.1,2.2,142
2.2,2.3,157
2.3,2.4,148
2.4,2.5,185
2.5,2.6,176
2.6,2.7,177
2.7,2.8,175
2.8,2.9,200
2.9,3.0,172
3.0,3.1,213
3.1,3.2,181
3.2,3.3,203
3.3,3.4,207
3.4,3.5,236
3.5,3.6,217
3.6,3.7,214
3.7,3.8,241
3.8,3.9,250
3.9,4.0,263
4.0,4.1,269
4.1,4.2,279
4.2,4.3,256
4.3,4.4,252
4.4,4.5,273
4.5,4.6,286
4.6,4.7,295
4.7,4.8,282
4.8,4.9,318
4.9,5.0,299
