# n_ref,266
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,256
0.1,0.2,1
0.2,0.3,6
0.3,0.4,14
0.4,0.5,16
0.5,0.6,18
0.6,0.7,34
0.7,0.8,56
0.8,0.9,40
0.9,1.0,55
1.0,1.1,82
1.1,1.2,81
1.2,1.3,82
1.3,1.4,100
1.4,1.5,107
1.5,1.6,129
1.6,1.7,104
1.7,1.8,117
1.8,1.9,137
1.9,2.0,160
2.0,2.1,153
2.1,2.2,173
2.2,2.3,153
2.3,2.4,179
2.4,2.5,163
2.5,2.6,203
2.6,2.7,187
2.7,2.8,205
2.8,2.9,220
2.9,3.0,204
3.0,3.1,215
3.1,3.2,238
3.2,3.3,265
3.3,3.4,220
3.4,3.5,238
3.5,3.6,236
3.6,3.7,197
3.7,3.8,262
3.8,3.9,285
3.9,4.0,291
4.0,4.1,289
4.1,4.2,288
4.2,4.3,334
4.3,4.4,314
4.4,4.5,323
4.5,4.6,318
4.6,4.7,364
4.7,4.8,337
4.8,4.9,343
4.9,5.0,351
