# n_ref,155
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,2
0.6,0.7,0
0.7,0.8,0
0.8,0.9,5
0.9,1.0,4
1.0,1.1,3
1.1,1.2,3
1.2,1.3,2
1.3,1.4,8
1.4,1.5,15
1.5,1.6,9
1.6,1.7,10
1.7,1.8,10
1.8,1.9,12
1.9,2.0,12
2.0,2.1,20
2.1,2.2,19
2.2,2.3,23
2.3,2.4,22
2.4,2.5,28
2.5,2.6,18
2.6,2.7,32
2.7,2.8,25
2.8,2.9,22
2.9,3.0,23
3.0,3.1,25
3.1,3.2,31
3.2,3.3,25
3.3,3.4,26
3.4,3.5,32
3.5,3.6,34
3.6,3.7,40
3.7,3.8,25
3.8,3.9,38
3.9,4.0,37
4.0,4.1,42
4.1,4.2,41
4.2,4.3,40
4.3,4.4,42
4.4,4.5,53
4.5,4.6,53
4.6,4.7,39
4.7,4.8,56
4.8,4.9,44
4.9,5.0,32
