# n_ref,541
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,8
0.2,0.3,18
0.3,0.4,47
0.4,0.5,51
0.5,0.6,83
0.6,0.7,122
0.7,0.8,141
0.8,0.9,181
0.9,1.0,214
1.0,1.1,230
1.1,1.2,271
1.2,1.3,294
1.3,1.4,347
1.4,1.5,392
1.5,1.6,425
1.6,1.7,504
1.7,1.8,555
1.8,1.9,560
1.9,2.0,621
2.0,2.1,624
2.1,2.2,635
2.2,2.3,726
2.3,2.4,708
2.4,2.5,778
2.5,2.6,801
2.6,2.7,834
2.7,2.8,895
2.8,2.9,817
2.9,3.0,923
3.0,3.1,991
3.1,3.2,979
3.2,3.3,1016
3.3,3.4,1031
3.4,3.5,1024
3.5,3.6,1058
3.6,3.7,1092
3.7,3.8,1145
3.8,3.9,1144
3.9,4.0,1136
4.0,4.1,1249
4.1,4.2,1174
4.2,4.3,1265
4.3,4.4,1285
4.4,4.5,1270
4.5,4.6,1358
4.6,4.7,1399
4.7,4.8,1377
4.8,4.9,1394
4.9,5.0,1475
