# n_ref,1080
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,2
0.4,0.5,4
0.5,0.6,7
0.6,0.7,16
0.7,0.8,30
0.8,0.9,39
0.9,1.0,46
1.0,1.1,46
1.1,1.2,63
1.2,1.3,56
1.3,1.4,67
1.4,1.5,71
1.5,1.6,96
1.6,1.7,89
1.7,1.8,111
1.8,1.9,127
1.9,2.0,127
2.0,2.1,130
2.1,2.2,131
2.2,2.3,164
2.3,2.4,167
2.4,2.5,166
2.5,2.6,170
2.6,2.7,194
2.7,2.8,200
2.8,2.9,217
2.9,3.0,221
3.0,3.1,245
3.1,3.2,243
3.2,3.3,251
3.3,3.4,266
3.4,3.5,270
3.5,3.6,283
3.6,3.7,322
3.7,3.8,298
3.8,3.9,315
3.9,4.0,323
4.0,4.1,344
4.1,4.2,360
4.2,4.3,350
4.3,4.4,374
4.4,4.5,331
4.5,4.6,403
4.6,4.7,369
4.7,4.8,390
4.8,4.9,427
4.9,5.0,433
