# n_ref,388
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,2
0.2,0.3,11
0.3,0.4,30
0.4,0.5,47
0.5,0.6,58
0.6,0.7,54
0.7,0.8,112
0.8,0.9,104
0.9,1.0,89
1.0,1.1,93
1.1,1.2,157
1.2,1.3,168
1.3,1.4,168
1.4,1.5,175
1.5,1.6,193
1.6,1.7,203
1.7,1.8,229
1.8,1.9,232
1.9,2.0,247
2.0,2.1,263
2.1,2.2,278
2.2,2.3,301
2.3,2.4,307
2.4,2.5,368
2.5,2.6,352
2.6,2.7,332
2.7,2.8,357
2.8,2.9,356
2.9,3.0,359
3.0,3.1,402
3.1,3.2,383
3.2,3.3,398
3.3,3.4,410
3.4,3.5,424
3.5,3.6,410
3.6,3.7,417
3.7,3.8,476
3.8,3.9,440
3.9,4.0,481
4.0,4.1,480
4.1,4.2,479
4.2,4.3,474
4.3,4.4,483
4.4,4.5,535
4.5,4.6,525
4.6,4.7,511
4.7,4.8,547
4.8,4.9,547
4.9,5.0,551
