# n_ref,112
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,0
0.6,0.7,0
0.7,0.8,1
0.8,0.9,1
0.9,1.0,3
1.0,1.1,1
1.1,1.2,3
1.2,1.3,5
1.3,1.4,4
1.4,1.5,5
1.5,1.6,6
1.6,1.7,6
1.7,1.8,10
1.8,1.9,16
1.9,2.0,16
2.0,2.1,14
2.1,2.2,12
2.2,2.3,15
2.3,2.4,19
2.4,2.5,24
2.5,2.6,21
2.6,2.7,12
2.7,2.8,20
2.8,2.9,18
2.9,3.0,27
3.0,3.1,21
3.1,3.2,22
3.2,3.3,31
3.3,3.4,32
3.4,3.5,29
3.5,3.6,36
3.6,3.7,29
3.7,3.8,25
3.8,3.9,39
3.9,4.0,41
4.0,4.1,35
4.1,4.2,49
4.2,4.3,46
4.3,4.4,35
4.4,4.5,44
4.5,4.6,40
4.6,4.7,42
4.7,4.8,27
4.8,4.9,42
4.9,5.0,43
