# n_ref,233
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,230
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,8
0.5,0.6,28
0.6,0.7,33
0.7,0.8,24
0.8,0.9,47
0.9,1.0,61
1.0,1.1,108
1.1,1.2,149
1.2,1.3,201
1.3,1.4,189
1.4,1.5,184
1.5,1.6,194
1.6,1.7,198
1.7,1.8,217
1.8,1.9,221
1.9,2.0,265
2.0,2.1,269
2.1,2.2,280
2.2,2.3,292
2.3,2.4,338
2.4,2.5,328
2.5,2.6,367
2.6,2.7,329
2.7,2.8,394
2.8,2.9,423
2.9,3.0,406
3.0,3.1,424
3.1,3.2,392
3.2,3.3,451
3.3,3.4,432
3.4,3.5,421
3.5,3.6,455
3.6,3.7,496
3.7,3.8,517
3.8,3.9,514
3.9,4.0,489
4.0,4.1,517
4.1,4.2,535
4.2,4.3,587
4.3,4.4,588
4.4,4.5,541
4.5,4.6,617
4.6,4.7,618
4.7,4.8,584
4.8,4.9,628
4.9,5.0,597
