# n_ref,797
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,2
0.5,0.6,8
0.6,0.7,8
0.7,0.8,12
0.8,0.9,16
0.9,1.0,25
1.0,1.1,34
1.1,1.2,29
1.2,1.3,48
1.3,1.4,49
1.4,1.5,65
1.5,1.6,58
1.6,1.7,67
1.7,1.8,81
1.8,1.9,104
1.9,2.0,105
2.0,2.1,89
2.1,2.2,92
2.2,2.3,113
2.3,2.4,107
2.4,2.5,128
2.5,2.6,124
2.6,2.7,160
2.7,2.8,153
2.8,2.9,155
2.9,3.0,166
3.0,3.1,177
3.1,3.2,190
3.2,3.3,162
3.3,3.4,196
3.4,3.5,198
3.5,3.6,209
3.6,3.7,226
3.7,3.8,204
3.8,3.9,224
3.9,4.0,261
4.0,4.1,263
4.1,4.2,261
4.2,4.3,274
4.3,4.4,262
4.4,4.5,283
4.5,4.6,285
4.6,4.7,255
4.7,4.8,295
4.8,4.9,289
4.9,5.0,300
