# n_ref,843
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,3
0.6,0.7,6
0.7,0.8,8
0.8,0.9,20
0.9,1.0,25
1.0,1.1,30
1.1,1.2,30
1.2,1.3,37
1.3,1.4,48
1.4,1.5,44
1.5,1.6,44
1.6,1.7,45
1.7,1.8,38
1.8,1.9,72
1.9,2.0,81
2.0,2.1,89
2.1,2.2,90
2.2,2.3,72
2.3,2.4,75
2.4,2.5,89
2.5,2.6,111
2.6,2.7,121
2.7,2.8,117
2.8,2.9,128
2.9,3.0,116
3.0,3.1,137
3.1,3.2,131
3.2,3.3,132
3.3,3.4,149
3.4,3.5,144
3.5,3.6,150
3.6,3.7,138
3.7,3.8,156
3.8,3.9,155
3.9,4.0,183
4.0,4.1,162
4.1,4.2,174
4.2,4.3,169
4.3,4.4,183
4.4,4.5,184
4.5,4.6,199
4.6,4.7,217
4.7,4.8,220
4.8,4.9,214
4.9,5.0,230
