# n_ref,521
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,16
0.3,0.4,30
0.4,0.5,98
0.5,0.6,62
0.6,0.7,83
0.7,0.8,89
0.8,0.9,140
0.9,1.0,206
1.0,1.1,142
1.1,1.2,180
1.2,1.3,174
1.3,1.4,227
1.4,1.5,236
1.5,1.6,236
1.6,1.7,269
1.7,1.8,238
1.8,1.9,281
1.9,2.0,278
2.0,2.1,308
2.1,2.2,312
2.2,2.3,354
2.3,2.4,332
2.4,2.5,357
2.5,2.6,387
2.6,2.7,376
2.7,2.8,433
2.8,2.9,452
2.9,3.0,449
3.0,3.1,477
3.1,3.2,449
3.2,3.3,465
3.3,3.4,483
3.4,3.5,532
3.5,3.6,488
3.6,3.7,530
3.7,3.8,530
3.8,3.9,512
3.9,4.0,532
4.0,4.1,562
4.1,4.2,623
4.2,4.3,623
4.3,4.4,608
4.4,4.5,605
4.5,4.6,663
4.6,4.7,646
4.7,4.8,650
4.8,4.9,631
4.9,5.0,686
