# n_ref,599
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,4
0.4,0.5,12
0.5,0.6,19
0.6,0.7,39
0.7,0.8,36
0.8,0.9,49
0.9,1.0,65
1.0,1.1,83
1.1,1.2,101
1.2,1.3,117
1.3,1.4,130
1.4,1.5,139
1.5,1.6,150
1.6,1.7,180
1.7,1.8,166
1.8,1.9,187
1.9,2.0,223
2.0,2.1,228
2.1,2.2,263
2.2,2.3,236
2.3,2.4,269
2.4,2.5,275
2.5,2.6,325
2.6,2.7,327
2.7,2.8,355
2.8,2.9,318
2.9,3.0,363
3.0,3.1,382
3.1,3.2,388
3.2,3.3,407
3.3,3.4,428
3.4,3.5,435
3.5,3.6,446
3.6,3.7,478
3.7,3.8,480
3.8,3.9,500
3.9,4.0,520
4.0,4.1,500
4.1,4.2,563
4.2,4.3,563
4.3,4.4,561
4.4,4.5,582
4.5,4.6,555
4.6,4.7,593
4.7,4.8,614
4.8,4.9,598
4.9,5.0,661
