# n_ref,126
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,123
0.1,0.2,0
0.2,0.3,0
0.3,0.4,7
0.4,0.5,9
0.5,0.6,12
0.6,0.7,22
0.7,0.8,38
0.8,0.9,45
0.9,1.0,37
1.0,1.1,40
1.1,1.2,63
1.2,1.3,81
1.3,1.4,78
1.4,1.5,85
1.5,1.6,98
1.6,1.7,122
1.7,1.8,131
1.8,1.9,133
1.9,2.0,123
2.0,2.1,137
2.1,2.2,142
2.2,2.3,143
2.3,2.4,164
2.4,2.5,179
2.5,2.6,196
2.6,2.7,201
2.7,2.8,214
2.8,2.9,200
2.9,3.0,213
3.0,3.1,227
3.1,3.2,218
3.2,3.3,234
3.3,3.4,242
3.4,3.5,250
3.5,3.6,247
3.6,3.7,277
3.7,3.8,278
3.8,3.9,285
3.9,4.0,282
4.0,4.1,274
4.1,4.2,278
4.2,4.3,288
4.3,4.4,304
4.4,4.5,319
4.5,4.6,326
4.6,4.7,340
4.7,4.8,352
4.8,4.9,374
4.9,5.0,372
