# n_ref,1152
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,47
0.2,0.3,302
0.3,0.4,491
0.4,0.5,629
0.5,0.6,777
0.6,0.7,907
0.7,0.8,1103
0.8,0.9,1177
0.9,1.0,1312
1.0,1.1,1524
1.1,1.2,1535
1.2,1.3,1706
1.3,1.4,1755
1.4,1.5,1988
1.5,1.6,2025
1.6,1.7,2233
1.7,1.8,2182
1.8,1.9,2349
1.9,2.0,2458
2.0,2.1,2585
2.1,2.2,2573
2.2,2.3,2769
2.3,2.4,2947
2.4,2.5,2967
2.5,2.6,3109
2.6,2.7,3082
2.7,2.8,3269
2.8,2.9,3273
2.9,3.0,3484
3.0,3.1,3516
3.1,3.2,3605
3.2,3.3,3682
3.3,3.4,3699
3.4,3.5,3983
3.5,3.6,3941
3.6,3.7,4134
3.7,3.8,4143
3.8,3.9,4298
3.9,4.0,4314
4.0,4.1,4467
4.1,4.2,4443
4.2,4.3,4519
4.3,4.4,4627
4.4,4.5,4684
4.5,4.6,4755
4.6,4.7,4798
4.7,4.8,4848
4.8,4.9,5097
4.9,5.0,5126
