# n_ref,54
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,0
0.6,0.7,0
0.7,0.8,1
0.8,0.9,0
0.9,1.0,2
1.0,1.1,0
1.1,1.2,1
1.2,1.3,0
1.3,1.4,3
1.4,1.5,4
1.5,1.6,6
1.6,1.7,1
1.7,1.8,3
1.8,1.9,3
1.9,2.0,3
2.0,2.1,2
2.1,2.2,2
2.2,2.3,8
2.3,2.4,7
2.4,2.5,11
2.5,2.6,8
2.6,2.7,6
2.7,2.8,6
2.8,2.9,9
2.9,3.0,8
3.0,3.1,9
3.1,3.2,14
3.2,3.3,8
3.3,3.4,12
3.4,3.5,7
3.5,3.6,8
3.6,3.7,8
3.7,3.8,12
3.8,3.9,13
3.9,4.0,8
4.0,4.1,20
4.1,4.2,12
4.2,4.3,12
4.3,4.4,13
4.4,4.5,11
4.5,4.6,10
4.6,4.7,14
4.7,4.8,16
4.8,4.9,11
4.9,5.0,11
