# n_ref,314
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,305
0.1,0.2,1
0.2,0.3,3
0.3,0.4,7
0.4,0.5,32
0.5,0.6,25
0.6,0.7,31
0.7,0.8,40
0.8,0.9,48
0.9,1.0,51
1.0,1.1,72
1.1,1.2,68
1.2,1.3,74
1.3,1.4,71
1.4,1.5,76
1.5,1.6,67
1.6,1.7,106
1.7,1.8,114
1.8,1.9,123
1.9,2.0,113
2.0,2.1,115
2.1,2.2,121
2.2,2.3,144
2.3,2.4,148
2.4,2.5,151
2.5,2.6,145
2.6,2.7,144
2.7,2.8,167
2.8,2.9,157
2.9,3.0,177
3.0,3.1,189
3.1,3.2,190
3.2,3.3,181
3.3,3.4,202
3.4,3.5,206
3.5,3.6,235
3.6,3.7,223
3.7,3.8,223
3.8,3.9,217
3.9,4.0,235
4.0,4.1,246
4.1,4.2,269
4.2,4.3,237
4.3,4.4,258
4.4,4.5,283
4.5,4.6,260
4.6,4.7,259
4.7,4.8,289
4.8,4.9,262
4.9,5.0,283
