# n_ref,334
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,5
0.2,0.3,25
0.3,0.4,47
0.4,0.5,64
0.5,0.6,92
0.6,0.7,128
0.7,0.8,133
0.8,0.9,145
0.9,1.0,174
1.0,1.1,185
1.1,1.2,231
1.2,1.3,240
1.3,1.4,254
1.4,1.5,263
1.5,1.6,344
1.6,1.7,335
1.7,1.8,345
1.8,1.9,362
1.9,2.0,412
2.0,2.1,412
2.1,2.2,405
2.2,2.3,411
2.3,2.4,482
2.4,2.5,503
2.5,2.6,471
2.6,2.7,574
2.7,2.8,529
2.8,2.9,555
2.9,3.0,507
3.0,3.1,568
3.1,3.2,577
3.2,3.3,596
3.3,3.4,631
3.4,3.5,667
3.5,3.6,641
3.6,3.7,677
3.7,3.8,681
3.8,3.9,686
3.9,4.0,705
4.0,4.1,743
4.1,4.2,765
4.2,4.3,794
4.3,4.4,781
4.4,4.5,773
4.5,4.6,824
4.6,4.7,847
4.7,4.8,894
4.8,4.9,849
4.9,5.0,906
