# n_ref,679
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,5
0.5,0.6,4
0.6,0.7,15
0.7,0.8,4
0.8,0.9,19
0.9,1.0,18
1.0,1.1,37
1.1,1.2,40
1.2,1.3,45
1.3,1.4,52
1.4,1.5,58
1.5,1.6,61
1.6,1.7,58
1.7,1.8,78
1.8,1.9,76
1.9,2.0,76
2.0,2.1,93
2.1,2.2,103
2.2,2.3,139
2.3,2.4,109
2.4,2.5,124
2.5,2.6,139
2.6,2.7,151
2.7,2.8,147
2.8,2.9,151
2.9,3.0,163
3.0,3.1,177
3.1,3.2,171
3.2,3.3,164
3.3,3.4,208
3.4,3.5,209
3.5,3.6,216
3.6,3.7,233
3.7,3.8,227
3.8,3.9,237
3.9,4.0,265
4.0,4.1,247
4.1,4.2,243
4.2,4.3,274
4.3,4.4,280
4.4,4.5,269
4.5,4.6,276
4.6,4.7,286
4.7,4.8,295
4.8,4.9,288
4.9,5.0,322
