# n_ref,379
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,5
0.2,0.3,16
0.3,0.4,45
0.4,0.5,47
0.5,0.6,75
0.6,0.7,89
0.7,0.8,135
0.8,0.9,121
0.9,1.0,142
1.0,1.1,173
1.1,1.2,180
1.2,1.3,197
1.3,1.4,210
1.4,1.5,255
1.5,1.6,241
1.6,1.7,275
1.7,1.8,295
1.8,1.9,281
1.9,2.0,340
2.0,2.1,351
2.1,2.2,339
2.2,2.3,372
2.3,2.4,374
2.4,2.5,413
2.5,2.6,435
2.6,2.7,439
2.7,2.8,423
2.8,2.9,420
2.9,3.0,424
3.0,3.1,404
3.1,3.2,426
3.2,3.3,491
3.3,3.4,501
3.4,3.5,481
3.5,3.6,452
3.6,3.7,519
3.7,3.8,533
3.8,3.9,572
3.9,4.0,575
4.0,4.1,594
4.1,4.2,575
4.2,4.3,570
4.3,4.4,570
4.4,4.5,617
4.5,4.6,586
4.6,4.7,621
4.7,4.8,631
4.8,4.9,644
4.9,5.0,682
