# n_ref,942
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,2
0.5,0.6,3
0.6,0.7,11
0.7,0.8,19
0.8,0.9,24
0.9,1.0,26
1.0,1.1,40
1.1,1.2,58
1.2,1.3,64
1.3,1.4,69
1.4,1.5,66
1.5,1.6,87
1.6,1.7,91
1.7,1.8,119
1.8,1.9,103
1.9,2.0,109
2.0,2.1,162
2.1,2.2,138
2.2,2.3,155
2.3,2.4,177
2.4,2.5,169
2.5,2.6,191
2.6,2.7,183
2.7,2.8,217
2.8,2.9,203
2.9,3.0,228
3.0,3.1,244
3.1,3.2,239
3.2,3.3,258
3.3,3.4,266
3.4,3.5,274
3.5,3.6,250
3.6,3.7,258
3.7,3.8,319
3.8,3.9,289
3.9,4.0,340
4.0,4.1,323
4.1,4.2,336
4.2,4.3,331
4.3,4.4,347
4.4,4.5,366
4.5,4.6,368
4.6,4.7,352
4.7,4.8,394
4.8,4.9,399
4.9,5.0,372
