# n_ref,977
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,1
0.5,0.6,5
0.6,0.7,9
0.7,0.8,9
0.8,0.9,18
0.9,1.0,19
1.0,1.1,22
1.1,1.2,27
1.2,1.3,40
1.3,1.4,41
1.4,1.5,52
1.5,1.6,44
1.6,1.7,53
1.7,1.8,61
1.8,1.9,69
1.9,2.0,106
2.0,2.1,94
2.1,2.2,95
2.2,2.3,89
2.3,2.4,106
2.4,2.5,106
2.5,2.6,119
2.6,2.7,97
2.7,2.8,139
2.8,2.9,153
2.9,3.0,141
3.0,3.1,144
3.1,3.2,133
3.2,3.3,176
3.3,3.4,155
3.4,3.5,168
3.5,3.6,180
3.6,3.7,185
3.7,3.8,191
3.8,3.9,173
3.9,4.0,174
4.0,4.1,187
4.1,4.2,186
4.2,4.3,230
4.3,4.4,208
4.4,4.5,229
4.5,4.6,256
4.6,4.7,233
4.7,4.8,214
4.8,4.9,230
4.9,5.0,260
