# n_ref,278
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,0
0.5,0.6,0
0.6,0.7,2
0.7,0.8,5
0.8,0.9,7
0.9,1.0,6
1.0,1.1,10
1.1,1.2,11
1.2,1.3,19
1.3,1.4,14
1.4,1.5,18
1.5,1.6,25
1.6,1.7,25
1.7,1.8,35
1.8,1.9,43
1.9,2.0,47
2.0,2.1,44
2.1,2.2,43
2.2,2.3,62
2.3,2.4,69
2.4,2.5,77
2.5,2.6,61
2.6,2.7,85
2.7,2.8,75
2.8,2.9,67
2.9,3.0,85
3.0,3.1,105
3.1,3.2,86
3.2,3.3,102
3.3,3.4,99
3.4,3.5,93
3.5,3.6,98
3.6,3.7,118
3.7,3.8,90
3.8,3.9,106
3.9,4.0,124
4.0,4.1,127
4.1,4.2,126
4.2,4.3,107
4.3,4.4,139
4.4,4.5,110
4.5,4.6,127
4.6,4.7,129
4.7,4.8,150
4.8,4.9,146
4.9,5.0,137
