# n_ref,754
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,1
0.5,0.6,1
0.6,0.7,2
0.7,0.8,2
0.8,0.9,13
0.9,1.0,16
1.0,1.1,22
1.1,1.2,26
1.2,1.3,28
1.3,1.4,33
1.4,1.5,44
1.5,1.6,48
1.6,1.7,55
1.7,1.8,58
1.8,1.9,79
1.9,2.0,78
2.0,2.1,78
2.1,2.2,75
2.2,2.3,93
2.3,2.4,113
2.4,2.5,84
2.5,2.6,123
2.6,2.7,125
2.7,2.8,105
2.8,2.9,114
2.9,3.0,130
3.0,3.1,126
3.1,3.2,128
3.2,3.3,146
3.3,3.4,154
3.4,3.5,176
3.5,3.6,149
3.6,3.7,164
3.7,3.8,188
3.8,3.9,201
3.9,4.0,174
4.0,4.1,172
4.1,4.2,198
4.2,4.3,201
4.3,4.4,190
4.4,4.5,220
4.5,4.6,242
4.6,4.7,218
4.7,4.8,215
4.8,4.9,248
4.9,5.0,220
