# n_ref,542
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,2
0.1,0.2,28
0.2,0.3,56
0.3,0.4,87
0.4,0.5,127
0.5,0.6,105
0.6,0.7,142
0.7,0.8,170
0.8,0.9,208
0.9,1.0,231
1.0,1.1,247
1.1,1.2,240
1.2,1.3,263
1.3,1.4,311
1.4,1.5,345
1.5,1.6,356
1.6,1.7,328
1.7,1.8,389
1.8,1.9,418
1.9,2.0,420
2.0,2.1,419
2.1,2.2,452
2.2,2.3,500
2.3,2.4,502
2.4,2.5,511
2.5,2.6,556
2.6,2.7,530
2.7,2.8,599
2.8,2.9,581
2.9,3.0,616
3.0,3.1,701
3.1,3.2,672
3.2,3.3,605
3.3,3.4,685
3.4,3.5,682
3.5,3.6,746
3.6,3.7,769
3.7,3.8,767
3.8,3.9,770
3.9,4.0,804
4.0,4.1,797
4.1,4.2,828
4.2,4.3,839
4.3,4.4,854
4.4,4.5,899
4.5,4.6,882
4.6,4.7,897
4.7,4.8,891
4.8,4.9,1007
4.9,5.0,1051
