# n_ref,303
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,2
0.2,0.3,6
0.3,0.4,24
0.4,0.5,16
0.5,0.6,38
0.6,0.7,47
0.7,0.8,73
0.8,0.9,80
0.9,1.0,82
1.0,1.1,113
1.1,1.2,159
1.2,1.3,178
1.3,1.4,192
1.4,1.5,225
1.5,1.6,244
1.6,1.7,247
1.7,1.8,291
1.8,1.9,297
1.9,2.0,370
2.0,2.1,334
2.1,2.2,349
2.2,2.3,338
2.3,2.4,351
2.4,2.5,347
2.5,2.6,417
2.6,2.7,440
2.7,2.8,398
2.8,2.9,439
2.9,3.0,478
3.0,3.1,436
3.1,3.2,475
3.2,3.3,450
3.3,3.4,475
3.4,3.5,525
3.5,3.6,552
3.6,3.7,538
3.7,3.8,539
3.8,3.9,614
3.9,4.0,573
4.0,4.1,585
4.1,4.2,604
4.2,4.3,641
4.3,4.4,652
4.4,4.5,628
4.5,4.6,658
4.6,4.7,742
4.7,4.8,699
4.8,4.9,718
4.9,5.0,751
