# n_ref,356
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,2
0.4,0.5,2
0.5,0.6,8
0.6,0.7,12
0.7,0.8,14
0.8,0.9,24
0.9,1.0,24
1.0,1.1,28
1.1,1.2,36
1.2,1.3,52
1.3,1.4,40
1.4,1.5,51
1.5,1.6,54
1.6,1.7,68
1.7,1.8,65
1.8,1.9,97
1.9,2.0,91
2.0,2.1,102
2.1,2.2,97
2.2,2.3,111
2.3,2.4,126
2.4,2.5,141
2.5,2.6,120
2.6,2.7,152
2.7,2.8,139
2.8,2.9,141
2.9,3.0,162
3.0,3.1,185
3.1,3.2,161
3.2,3.3,188
3.3,3.4,198
3.4,3.5,193
3.5,3.6,185
3.6,3.7,218
3.7,3.8,184
3.8,3.9,207
3.9,4.0,237
4.0,4.1,254
4.1,4.2,228
4.2,4.3,226
4.3,4.4,257
4.4,4.5,229
4.5,4.6,261
4.6,4.7,276
4.7,4.8,258
4.8,4.9,272
4.9,5.0,276
