# n_ref,368
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,6
0.4,0.5,21
0.5,0.6,34
0.6,0.7,33
0.7,0.8,52
0.8,0.9,54
0.9,1.0,74
1.0,1.1,79
1.1,1.2,86
1.2,1.3,105
1.3,1.4,118
1.4,1.5,109
1.5,1.6,120
1.6,1.7,142
1.7,1.8,149
1.8,1.9,170
1.9,2.0,156
2.0,2.1,193
2.1,2.2,179
2.2,2.3,180
2.3,2.4,218
2.4,2.5,219
2.5,2.6,219
2.6,2.7,228
2.7,2.8,265
2.8,2.9,263
2.9,3.0,261
3.0,3.1,291
3.1,3.2,321
3.2,3.3,304
3.3,3.4,305
3.4,3.5,307
3.5,3.6,377
3.6,3.7,330
3.7,3.8,368
3.8,3.9,355
3.9,4.0,374
4.0,4.1,364
4.1,4.2,381
4.2,4.3,376
4.3,4.4,445
4.4,4.5,397
4.5,4.6,425
4.6,4.7,435
4.7,4.8,453
4.8,4.9,441
4.9,5.0,498
