# n_ref,972
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,13
0.5,0.6,38
0.6,0.7,55
0.7,0.8,72
0.8,0.9,100
0.9,1.0,111
1.0,1.1,144
1.1,1.2,145
1.2,1.3,179
1.3,1.4,191
1.4,1.5,207
1.5,1.6,233
1.6,1.7,259
1.7,1.8,266
1.8,1.9,268
1.9,2.0,318
2.0,2.1,302
2.1,2.2,378
2.2,2.3,354
2.3,2.4,377
2.4,2.5,432
2.5,2.6,440
2.6,2.7,456
2.7,2.8,481
2.8,2.9,488
2.9,3.0,498
3.0,3.1,536
3.1,3.2,550
3.2,3.3,616
3.3,3.4,596
3.4,3.5,581
3.5,3.6,642
3.6,3.7,685
3.7,3.8,689
3.8,3.9,697
3.9,4.0,687
4.0,4.1,725
4.1,4.2,699
4.2,4.3,835
4.3,4.4,770
4.4,4.5,758
4.5,4.6,807
4.6,4.7,827
4.7,4.8,924
4.8,4.9,842
4.9,5.0,893
