# n_ref,253
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,246
0.1,0.2,1
0.2,0.3,2
0.3,0.4,12
0.4,0.5,16
0.5,0.6,21
0.6,0.7,35
0.7,0.8,48
0.8,0.9,48
0.9,1.0,50
1.0,1.1,78
1.1,1.2,63
1.2,1.3,90
1.3,1.4,108
1.4,1.5,98
1.5,1.6,144
1.6,1.7,99
1.7,1.8,121
1.8,1.9,150
1.9,2.0,136
2.0,2.1,141
2.1,2.2,164
2.2,2.3,148
2.3,2.4,154
2.4,2.5,175
2.5,2.6,191
2.6,2.7,178
2.7,2.8,182
2.8,2.9,210
2.9,3.0,223
3.0,3.1,232
3.1,3.2,217
3.2,3.3,246
3.3,3.4,261
3.4,3.5,254
3.5,3.6,222
3.6,3.7,258
3.7,3.8,269
3.8,3.9,281
3.9,4.0,274
4.0,4.1,291
4.1,4.2,275
4.2,4.3,293
4.3,4.4,304
4.4,4.5,280
4.5,4.6,333
4.6,4.7,315
4.7,4.8,315
4.8,4.9,316
4.9,5.0,319
