# n_ref,866
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,43
0.2,0.3,230
0.3,0.4,326
0.4,0.5,432
0.5,0.6,552
0.6,0.7,614
0.7,0.8,799
0.8,0.9,917
0.9,1.0,974
1.0,1.1,990
1.1,1.2,1136
1.2,1.3,1184
1.3,1.4,1314
1.4,1.5,1427
1.5,1.6,1489
1.6,1.7,1662
1.7,1.8,1721
1.8,1.9,1736
1.9,2.0,1790
2.0,2.1,1890
2.1,2.2,1899
2.2,2.3,2047
2.3,2.4,2165
2.4,2.5,2260
2.5,2.6,2297
2.6,2.7,2311
2.7,2.8,2402
2.8,2.9,2559
2.9,3.0,2587
3.0,3.1,2698
3.1,3.2,2775
3.2,3.3,2825
3.3,3.4,2806
3.4,3.5,3032
3.5,3.6,2921
3.6,3.7,3036
3.7,3.8,3107
3.8,3.9,3225
3.9,4.0,3333
4.0,4.1,3465
4.1,4.2,3446
4.2,4.3,3474
4.3,4.4,3516
4.4,4.5,3605
4.5,4.6,3679
4.6,4.7,3802
4.7,4.8,3881
4.8,4.9,3778
4.9,5.0,3986
