# n_ref,1040
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,3
0.4,0.5,13
0.5,0.6,39
0.6,0.7,49
0.7,0.8,65
0.8,0.9,96
0.9,1.0,107
1.0,1.1,120
1.1,1.2,141
1.2,1.3,152
1.3,1.4,210
1.4,1.5,214
1.5,1.6,206
1.6,1.7,283
1.7,1.8,274
1.8,1.9,288
1.9,2.0,310
2.0,2.1,366
2.1,2.2,392
2.2,2.3,398
2.3,2.4,398
2.4,2.5,440
2.5,2.6,430
2.6,2.7,496
2.7,2.8,535
2.8,2.9,518
2.9,3.0,558
3.0,3.1,555
3.1,3.2,564
3.2,3.3,591
3.3,3.4,625
3.4,3.5,603
3.5,3.6,661
3.6,3.7,700
3.7,3.8,691
3.8,3.9,737
3.9,4.0,773
4.0,4.1,743
4.1,4.2,805
4.2,4.3,816
4.3,4.4,848
4.4,4.5,879
4.5,4.6,870
4.6,4.7,881
4.7,4.8,908
4.8,4.9,885
4.9,5.0,957
