# n_ref,666
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,29
0.2,0.3,156
0.3,0.4,279
0.4,0.5,338
0.5,0.6,586
0.6,0.7,597
0.7,0.8,674
0.8,0.9,812
0.9,1.0,949
1.0,1.1,1077
1.1,1.2,1218
1.2,1.3,1359
1.3,1.4,1407
1.4,1.5,1481
1.5,1.6,1606
1.6,1.7,1672
1.7,1.8,1756
1.8,1.9,1864
1.9,2.0,2047
2.0,2.1,2154
2.1,2.2,2201
2.2,2.3,2315
2.3,2.4,2295
2.4,2.5,2540
2.5,2.6,2679
2.6,2.7,2762
2.7,2.8,2760
2.8,2.9,2815
2.9,3.0,2924
3.0,3.1,3051
3.1,3.2,3058
3.2,3.3,3210
3.3,3.4,3469
3.4,3.5,3370
3.5,3.6,3509
3.6,3.7,3606
3.7,3.8,3779
3.8,3.9,3810
3.9,4.0,3747
4.0,4.1,3914
4.1,4.2,4104
4.2,4.3,4202
4.3,4.4,4149
4.4,4.5,4202
4.5,4.6,4414
4.6,4.7,4518
4.7,4.8,4479
4.8,4.9,4658
4.9,5.0,4713
