# n_ref,985
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,3
0.6,0.7,7
0.7,0.8,18
0.8,0.9,13
0.9,1.0,36
1.0,1.1,26
1.1,1.2,26
1.2,1.3,28
1.3,1.4,44
1.4,1.5,50
1.5,1.6,53
1.6,1.7,52
1.7,1.8,55
1.8,1.9,65
1.9,2.0,72
2.0,2.1,96
2.1,2.2,81
2.2,2.3,88
2.3,2.4,112
2.4,2.5,116
2.5,2.6,120
2.6,2.7,110
2.7,2.8,130
2.8,2.9,137
2.9,3.0,115
3.0,3.1,138
3.1,3.2,158
3.2,3.3,148
3.3,3.4,154
3.4,3.5,155
3.5,3.6,199
3.6,3.7,168
3.7,3.8,155
3.8,3.9,187
3.9,4.0,206
4.0,4.1,190
4.1,4.2,208
4.2,4.3,229
4.3,4.4,203
4.4,4.5,221
4.5,4.6,240
4.6,4.7,223
4.7,4.8,259
4.8,4.9,237
4.9,5.0,236
