# n_ref,726
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,2
0.6,0.7,10
0.7,0.8,15
0.8,0.9,16
0.9,1.0,11
1.0,1.1,26
1.1,1.2,19
1.2,1.3,24
1.3,1.4,43
1.4,1.5,64
1.5,1.6,54
1.6,1.7,51
1.7,1.8,83
1.8,1.9,69
1.9,2.0,77
2.0,2.1,86
2.1,2.2,96
2.2,2.3,112
2.3,2.4,94
2.4,2.5,96
2.5,2.6,109
2.6,2.7,87
2.7,2.8,143
2.8,2.9,119
2.9,3.0,142
3.0,3.1,138
3.1,3.2,176
3.2,3.3,170
3.3,3.4,172
3.4,3.5,171
3.5,3.6,178
3.6,3.7,185
3.7,3.8,192
3.8,3.9,186
3.9,4.0,201
4.0,4.1,214
4.1,4.2,222
4.2,4.3,228
4.3,4.4,190
4.4,4.5,240
4.5,4.6,247
4.6,4.7,282
4.7,4.8,278
4.8,4.9,262
4.9,5.0,275
