# n_ref,1016
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,2
0.4,0.5,7
0.5,0.6,8
0.6,0.7,18
0.7,0.8,20
0.8,0.9,43
0.9,1.0,54
1.0,1.1,53
1.1,1.2,60
1.2,1.3,87
1.3,1.4,88
1.4,1.5,124
1.5,1.6,124
1.6,1.7,144
1.7,1.8,154
1.8,1.9,151
1.9,2.0,188
2.0,2.1,185
2.1,2.2,214
2.2,2.3,208
2.3,2.4,223
2.4,2.5,271
2.5,2.6,296
2.6,2.7,243
2.7,2.8,322
2.8,2.9,309
2.9,3.0,355
3.0,3.1,369
3.1,3.2,381
3.2,3.3,388
3.3,3.4,375
3.4,3.5,359
3.5,3.6,416
3.6,3.7,421
3.7,3.8,417
3.8,3.9,436
3.9,4.0,487
4.0,4.1,488
4.1,4.2,543
4.2,4.3,509
4.3,4.4,505
4.4,4.5,508
4.5,4.6,540
4.6,4.7,534
4.7,4.8,554
4.8,4.9,557
4.9,5.0,589
