# n_ref,218
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,6
0.5,0.6,15
0.6,0.7,19
0.7,0.8,20
0.8,0.9,20
0.9,1.0,20
1.0,1.1,34
1.1,1.2,34
1.2,1.3,35
1.3,1.4,52
1.4,1.5,50
1.5,1.6,48
1.6,1.7,65
1.7,1.8,67
1.8,1.9,57
1.9,2.0,84
2.0,2.1,70
2.1,2.2,88
2.2,2.3,82
2.3,2.4,90
2.4,2.5,100
2.5,2.6,87
2.6,2.7,110
2.7,2.8,105
2.8,2.9,109
2.9,3.0,91
3.0,3.1,113
3.1,3.2,135
3.2,3.3,132
3.3,3.4,108
3.4,3.5,119
3.5,3.6,127
3.6,3.7,151
3.7,3.8,131
3.8,3.9,163
3.9,4.0,157
4.0,4.1,144
4.1,4.2,172
4.2,4.3,171
4.3,4.4,186
4.4,4.5,184
4.5,4.6,201
4.6,4.7,184
4.7,4.8,179
4.8,4.9,187
4.9,5.0,196
