# n_ref,818
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,29
0.2,0.3,171
0.3,0.4,283
0.4,0.5,379
0.5,0.6,451
0.6,0.7,517
0.7,0.8,637
0.8,0.9,747
0.9,1.0,802
1.0,1.1,825
1.1,1.2,927
1.2,1.3,1011
1.3,1.4,1013
1.4,1.5,1137
1.5,1.6,1113
1.6,1.7,1301
1.7,1.8,1283
1.8,1.9,1345
1.9,2.0,1353
2.0,2.1,1492
2.1,2.2,1473
2.2,2.3,1553
2.3,2.4,1564
2.4,2.5,1631
2.5,2.6,1708
2.6,2.7,1776
2.7,2.8,1788
2.8,2.9,1907
2.9,3.0,1950
3.0,3.1,1968
3.1,3.2,2017
3.2,3.3,2130
3.3,3.4,2161
3.4,3.5,2144
3.5,3.6,2307
3.6,3.7,2379
3.7,3.8,2415
3.8,3.9,2456
3.9,4.0,2469
4.0,4.1,2661
4.1,4.2,2490
4.2,4.3,2600
4.3,4.4,2712
4.4,4.5,2799
4.5,4.6,2732
4.6,4.7,2947
4.7,4.8,2980
4.8,4.9,2925
4.9,5.0,3144
