# n_ref,786
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,24
0.2,0.3,87
0.3,0.4,162
0.4,0.5,189
0.5,0.6,278
0.6,0.7,352
0.7,0.8,398
0.8,0.9,460
0.9,1.0,502
1.0,1.1,578
1.1,1.2,681
1.2,1.3,795
1.3,1.4,809
1.4,1.5,827
1.5,1.6,858
1.6,1.7,955
1.7,1.8,940
1.8,1.9,990
1.9,2.0,1054
2.0,2.1,1143
2.1,2.2,1114
2.2,2.3,1144
2.3,2.4,1235
2.4,2.5,1358
2.5,2.6,1369
2.6,2.7,1349
2.7,2.8,1423
2.8,2.9,1464
2.9,3.0,1535
3.0,3.1,1521
3.1,3.2,1514
3.2,3.3,1625
3.3,3.4,1763
3.4,3.5,1707
3.5,3.6,1795
3.6,3.7,1885
3.7,3.8,1922
3.8,3.9,1932
3.9,4.0,1918
4.0,4.1,2048
4.1,4.2,2065
4.2,4.3,2098
4.3,4.4,2144
4.4,4.5,2219
4.5,4.6,2233
4.6,4.7,2168
4.7,4.8,2310
4.8,4.9,2406
4.9,5.0,2362
