# n_ref,395
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,5
0.2,0.3,12
0.3,0.4,32
0.4,0.5,34
0.5,0.6,55
0.6,0.7,83
0.7,0.8,102
0.8,0.9,81
0.9,1.0,115
1.0,1.1,121
1.1,1.2,138
1.2,1.3,153
1.3,1.4,143
1.4,1.5,156
1.5,1.6,197
1.6,1.7,196
1.7,1.8,233
1.8,1.9,236
1.9,2.0,246
2.0,2.1,283
2.1,2.2,307
2.2,2.3,297
2.3,2.4,312
2.4,2.5,307
2.5,2.6,301
2.6,2.7,330
2.7,2.8,333
2.8,2.9,339
2.9,3.0,373
3.0,3.1,372
3.1,3.2,361
3.2,3.3,390
3.3,3.4,410
3.4,3.5,422
3.5,3.6,417
3.6,3.7,424
3.7,3.8,428
3.8,3.9,437
3.9,4.0,475
4.0,4.1,496
4.1,4.2,463
4.2,4.3,506
4.3,4.4,522
4.4,4.5,497
4.5,4.6,493
4.6,4.7,534
4.7,4.8,529
4.8,4.9,574
4.9,5.0,557
