# n_ref,109
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,3
0.5,0.6,5
0.6,0.7,6
0.7,0.8,5
0.8,0.9,6
0.9,1.0,10
1.0,1.1,11
1.1,1.2,11
1.2,1.3,16
1.3,1.4,15
1.4,1.5,19
1.5,1.6,15
1.6,1.7,23
1.7,1.8,26
1.8,1.9,37
1.9,2.0,27
2.0,2.1,33
2.1,2.2,27
2.2,2.3,36
2.3,2.4,35
2.4,2.5,37
2.5,2.6,42
2.6,2.7,37
2.7,2.8,31
2.8,2.9,45
2.9,3.0,46
3.0,3.1,64
3.1,3.2,44
3.2,3.3,45
3.3,3.4,40
3.4,3.5,51
3.5,3.6,58
3.6,3.7,63
3.7,3.8,66
3.8,3.9,64
3.9,4.0,56
4.0,4.1,63
4.1,4.2,73
4.2,4.3,68
4.3,4.4,76
4.4,4.5,90
4.5,4.6,95
4.6,4.7,80
4.7,4.8,62
4.8,4.9,78
4.9,5.0,78
